AffidavitID,County,CDSCode,School ,Street,City,State,Zip,Telephone,Email ,PublicDistrict,SiteAdministratorSalutation,SiteAdministratorFirstName,SiteAdministratorLastName,SiteAdministratorTitle,SiteAdministratorEmail,Total Enrollment,Religious Classification,Religious Denomination
118765,Los Angeles,19647337090020,Beth Hillel Day,12326 Riverside Drive,Valley Village,CA,91607,818-763-8308,dayschool@tbhla.org,Los Angeles Unified,Dr.,Erica,Rothblum,Head of School,erothblum@tbhla.org,78,Religious,Jewish
121438,Los Angeles,19647256960827,Bethany Baptist Elementary,2244 Clark Avenue,Long Beach,CA,90815,562-597-2814,bcook@bethanylb.org,Long Beach Unified,Rev.,Bill,Cook,Principal,billcook@bethany-school.org,216,Religious,Baptist
121443,Los Angeles,19648816903751,Bethany Christian School,93 North Baldwin Avenue Suite B,Sierra Madre,CA,91024,626-355-3527,bethanychristian@bcslions.org,Pasadena Unified,Mr.,James,Lugenbuehl,Principal,jml@bcslions.org,126,Religious,Evangelical
120245,Los Angeles,19647256960850,Bethany Lutheran,5100 Arbor Road,Long Beach,CA,90808,562-420-7783,mfink@bethanylutheran.org,Long Beach Unified,Dr.,Mary,Fink,Principal,mfink@bethanylutheran.org,159,Religious,Lutheran
122252,Los Angeles,19647336138440,Bethel Baptist School,1361 East Carson Street,Carson,CA,90745,310-539-9172,school@thebethelbaptist.org,Los Angeles Unified,Mr.,Rudolph,Abrot,Administrator,rrabrot@thebethelbaptist.org,31,Religious,Baptist
118928,Los Angeles,19646676906929,Bethel Christian,3100 West Avenue K,Lancaster,CA,93536,661-943-2224,glewis@bethelchristian.net,Lancaster Elementary,Mr.,Matt,Konnerth,Principal,mkonnerth@bethelchristian.net,317,Religious,Baptist
117580,Los Angeles,19647337085061,Beverly Christian Academy Inc.,224 North Serrano Avenue,Los Angeles,CA,90004,323-668-1644,beverly-christian@hotmail.com,Los Angeles Unified,Mrs.,Sonia,Lee,Principal,beverly-christian@hotmail.com,21,Religious,Not affiliated with any denomination
117001,Los Angeles,19647336130017,Beverly Hills RC School,6550 Fountain Avenue,Los Angeles,CA,90028,323-469-6155,cufce@yahoo.com,Los Angeles Unified,Dr.,Luis,Amorsolo,Administrator,cufce@yahoo.com,30,Non-religious,
119686,Los Angeles,19647336934137,Bishop Alemany High,11111 No. Alemany Drive,Mission Hills,CA,91345,818-365-3925,fferry@alemany.org,Los Angeles Unified,Dr.,Frank,Ferry,Principal,fferry@alemany.org,1603,Religious,Roman Catholic
120450,Los Angeles,19642956934285,Bishop Amat Memorial High,14301 Fairgrove Avenue,La Puente,CA,91746,626-962-2495,rbeck@bishopamat.org,Bassett Unified,Mr.,Richard,Beck,Principal,rbeck@bishopamat.org,1392,Religious,Roman Catholic
121393,Los Angeles,19647336934293,Bishop Conaty–Our Lady of Loretto,2900 West Pico Boulevard,Los Angeles,CA,90006,323-737-0012,rspicer@bishopconatyloretto.org,Los Angeles Unified,Mr.,Richard,Spicer,Principal,rspicer@bishopconatyloretto.org,324,Religious,Roman Catholic
118364,Los Angeles,19650606934301,Bishop Montgomery High,5430 Torrance Boulevard,Torrance,CA,90503,310-540-2021,rlibbon@bmhs-la.org,Torrance Unified,Ms.,Rosemary,Libbon,Principal,rlibbon@bmhs-la.org,991,Religious,Roman Catholic
126348,Los Angeles,19647336934319,Bishop Mora Salesian High School,960 South Soto Street,Los Angeles,CA,90023,323-261-7124,robles@mustangsla.org,Los Angeles Unified,Mr.,Samuel,Robles,Principal,robles@mustangla.orb,467,Religious,Roman Catholic
117199,Los Angeles,19647336964555,Blessed Sacrament School,6641 Sunset Boulevard,Hollywood,CA,90028,323-467-4177,school-8140@la-archdiocese.org,Los Angeles Unified,Mr.,Raphael,Domingo,Administrator,rdomingo@schoolblessedsacrament.org,96,Religious,Roman Catholic
128412,Los Angeles,19647336986020,Blind Childrens Center Inc.,4120 Marathon Street,Los Angeles,CA,90029,323-664-2153,info@blindchildrenscenter.org,Los Angeles Unified,Ms.,Lena,French,Executive Director,lena@blindchildrenscenter.org,19,Non-religious,
124085,Los Angeles,19647336133516,Bnos Devorah High School,461 North La Brea Avenue,Los Angeles,CA,90036,323-930-0047,bnosdevorah@yahoo.com,Los Angeles Unified,Mrs.,Rozzie,Wax,Administrator,rozzieliss@yahoo.com,41,Religious,Jewish
127862,Los Angeles,19647337104714,Bnos Esther,116 North La Brea Avenue,Los Angeles,CA,90036,323-933-4171,behsla@att.net,Los Angeles Unified,Mrs.,Sara,Miller,Principal,behsla@att.net,34,Religious,Jewish
127060,Los Angeles,19646836912778,Born Learners School,28348 Agoura Road,Agoura Hills,CA,91301,818-991-7752,bornlearners@sbcglobal.net,Las Virgenes Unified,Ms.,Bea,Elliott,Director,bornlearners@sbcglobal.net,8,Non-religious,
130564,Los Angeles,19650607090863,Branch Of Hope School,2370 West Carson Street Suite 100,Torrance,CA,90501,310-212-6999,bohhomeschool@gmail.com,Torrance Unified,Mrs.,Barbara,Nannini,Administrator,bnannini@verizon.net,22,Religious,Reformed
119166,Los Angeles,19647336934517,Branford Grove,13044 Chase Street,Arleta,CA,91331,818-890-0350,branfordgrove@aol.com,Los Angeles Unified,Ms.,Peggy,Foltz,Director,branfordgrove@aol.com,14,Non-religious,
128130,Los Angeles,19647337102346,Brawerman Elementary School–Wilshire Blvd Temple,11661 West Olympic Boulevard,Los Angeles,CA,90064,424-208-8934,maxine@wbtla.org,Los Angeles Unified,Mrs.,Nadine,Breuer,Head of School,nbb@wbtla.org,295,Religious,Jewish
118329,Los Angeles,19650606134639,Bread of Life Church School,2780 Lomita Boulevard,Torrance,CA,90505,310-602-0185,rchen@breadoflifechurch.org,Torrance Unified School District,Mr.,Wing,Lew,Administrator,,13,Religious,Evangelical
124333,Los Angeles,19647336934327,Brentwood School,100 South Barrington Place,Los Angeles,CA,90049,310-476-9633,sbishop@bwscampus.com,Los Angeles Unified,Mr.,Rick,Torkelson,Director,rtorkelson@bwscampus.com,996,Non-religious,
123644,Los Angeles,19647336205355,Bridgeport,13130 Burbank Boulevard,Sherman Oaks,CA,91401,818-781-0360,pclark@thehelpgroup.org,Los Angeles Unified,Ms.,Pamela,Clark,Director,pclark@thehelpgroup.org,252,Non-religious,
126941,Los Angeles,19647330125179,Bridgeport Vocational Center,14646 Sherman Way,Van Nuys,CA,91405,818-785-6240,nmork@thehelpgroup.org,Los Angeles,Mrs.,Ngan,Mork,Principal,nmork@thehelpgroup.org,62,Non-religious,
121347,Los Angeles,19647337089436,Bridges Academy,3921 Laurel Canyon,Studio City,CA,91604,818-506-1091,carl.sabatino@bridges.edu,Los Angeles Unified,Mr.,Carl,Sabatino,Head of School,carl.sabatino@bridges.edu,130,Non-religious,
117525,Los Angeles,19647336901177,Brighter Days Montessori,1903 Summerland Street,Rancho Palos Verdes,CA,90275,310-831-2600,bdmschool@aol.com,Los Angeles Unified,Ms.,Carrie,Concha,Director,bdmschool@aol.com,30,Non-religious,
117012,Los Angeles,19647336936124,Brighton Hall,755 North Whitnall Highway,Burbank,CA,91505,818-985-9485,school4stars@sbcglobal.net,Los Angeles Unified,Mrs.,Niranjala,Peiris,Director,npeiris@sbcglobal.net,75,Non-religious,
120376,Los Angeles,19651107077910,Broadoaks School of Whittier College,13514 Olive Drive,Whittier,CA,90601,562-907-4250,kpompey@whittier.edu,Whittier City Elementary,Mrs.,Kori,Vartanian,Director,kvartanian@whittier.edu,239,,
116618,Los Angeles,19642126140438,Broman School,13545 Acoro Place,Cerritos,CA,90703,626-249-0709,,ABC Unified,Mr.,John,Broman,Principal,tsonic3@aol.com,6,,
117669,Los Angeles,19647336934343,Buckley School The,3900 Stansbury Avenue,Sherman Oaks,CA,91423,818-783-1610,info@buckley.org,Los Angeles Unified,Ms.,Elizabeth,Turchan,Other,lturchan@buckley.org,790,Non-religious,
130720,Los Angeles,19647336139265,Buckner Educational Christian Academy,2330 West Florence Avenue,Los Angeles,CA,90043,323-789-6154,buckchild@aol.com,Los Angeles Unified,Mrs.,Leslie,Buckner,Administrator,buckchild@aol.com,42,Religious,Not affiliated with any denomination
117502,Los Angeles,19643377023112,Burbank Montessori Academy,217 North Hollywood Way,Burbank,CA,91505,818-848-8226,askmisskit@yahoo.com,Burbank Unified,Mrs.,Kit,Curry,Administrator,kit_curry@yahoo.com,22,,
122254,Los Angeles,19647336991921,Busy Bees Wonderland Inc.,1851 West Imperial Highway,Los Angeles,CA,90047,323-757-7779,busybeeswonderland@sbcglobal.net,Los Angeles Unified,Mrs.,Elisenda,Craig,Director,busybeeswonderland@sbcglobal.net,32,Religious,Not affiliated with any denomination
120443,Los Angeles,19647336929145,C. and E. Merdinian Armenian Evangelical School,13330 Riverside Drive,Sherman Oaks,CA,91423,818-907-8149,merdinian_school@yahoo.com,Los Angeles Unified,Mrs.,Lina,Arslanian,Principal,merdinian_school@yahoo.com,143,Religious,Evangelical
118914,Los Angeles,19643036144737,C.L. Prep Academy,9311 1/2 Park Street,Bellflower,CA,90706,562-458-3222,Nikki@TheFamilySitter.com,Bellflower,Ms.,Yvette,Bland,Director,nikki@thefamilysitter.com,9,Religious,Not affiliated with any denomination
132119,Los Angeles,19647336145866,California InterAmerican High School,6411 Rugby Street,Huntington Park,CA,90255,323-581-2878,californiainteramericanhs@yahoo.com,Los Angeles Unified School District,Mr.,Hector,Jerez,President,bishopjerez1@yahoo.com,276,Non-religious,
129130,Los Angeles,19647336141972,California University FCE,6556 Fountain Avenue,Los Angeles,CA,90028,323-464-5285,californiauniversity@cufce.pcu.edu,Los Angeles Unified School District,Dr.,Leandro,Amorsolo,Administrator,californiauniversity@cufce.pcu.edu,30,Non-religious,
129341,Los Angeles,19647336942189,California University High School,1717 1/2 West Century,Los Angeles,CA,90047,323-777-6656,lizzet007@hotmail.com,Los Angeles Unified,Mr.,Burl,Ballentine,Principal,,562,Non-religious,
122084,Los Angeles,19734527092927,Calvary,2103 South Batson Avenue,Rowland Heights,CA,91748,626-964-9600,calvaryrh@gmail.com,Rowland Unified,Mr.,Jack,Dortignac,Administrator,jack@dortignac.com,26,Religious,Not affiliated with any denomination
118550,Los Angeles,19643296934368,Calvary Baptist Church and Schools,2990 Damien Avenue,La Verne,CA,91750,909-593-4672,acougarmom@aol.com,Bonita Unified,Mr.,Lincoln,Dial,Other,pastorlinc@calvarybaptist-laverne.com,72,Religious,Baptist
130189,Los Angeles,19644516906937,Calvary Chapel Christian,12808 Woodruff Avenue,Downey,CA,90242,562-803-4076,yescandon@calvarydowney.org,Downey Unified,Mr.,Yuri,Escandon,Administrator,yescandon@calvarydowney.org,631,Religious,Calvary Chapel
116547,Los Angeles,19648087093123,Calvary Chapel Christian Academy,931 South Maple Avenue,Montebello,CA,90640,323-724-8464,ccca@ccmtb.com,Montebello Unified,Mrs.,Christine,Sgroi,Director,ccca@ccmtb.com,32,Religious,Calvary Chapel
119306,Los Angeles,19646677092919,Calvary Chapel Christian School,1833 West Avenue J,Lancaster,CA,93534,661-942-0404,cccsp@calvarychapelav.org,Lancaster Unified,Mrs.,Cindy,Page,Principal,cccsp@calvarychapelav.org,67,Religious,Calvary Chapel
121863,Los Angeles,19651107092950,Calvary Chapel Christian School Of Whittier,12817 East Hadley Street,Whittier,CA,90601,562-907-2130,cccsofwhittier@yahoo.com,WHITTIER UNION,Ms.,Eva,Flanders,Administrator,cccsofwhittier@yahoo.com,56,Non-religious,
124934,Los Angeles,19645016144133,Calvary Chapel El Monte Homeschool Academy,10506 Lower Azusa Road,El Monte,CA,91731,626-454-3414,sickpeople12@aol.com,El Monte City Elementary,Mrs.,Betty,Garcia,Administrator,sickpeople12@aol.com,13,Religious,Calvary Chapel
122835,Los Angeles,19647337066426,Calvary Christian,701 Palisades Drive,Pacific Palisades,CA,90272,310-573-0082,kedwards@calvarychristian.org,Los Angeles Unified,Mr.,Vincent,Downey,Head of School,vdowney@calvarychristian.org,310,Religious,Calvary Chapel
123974,Los Angeles,19647906934384,Calvary Road Baptist Academy,319 West Olive Avenue,Monrovia,CA,91016,626-358-4070,jisenberger@crbacrusaders.org,Monrovia,Mrs.,Janice,Isenberger,Principal,jisenberger@crbacrusaders.org,21,Religious,Baptist
119821,Los Angeles,19647336934392,Campbell Hall (Episcopal),4533 Laurel Canyon Boulevard,North Hollywood,CA,91607,818-505-5348,mcnuttf@campbellhall.org,Los Angeles Unified,Ms.,Eileen,Wasserman,Administrator,wassere@campbellhall.org,1107,Religious,Episcopal
128058,Los Angeles,19647336986095,Canoga Park Preschool And Kindergarten,7839 Topanga Canyon Boulevard,Canoga Park,CA,91304,818-346-3035,canogaparkpreschool@yahoo.com,Los Angeles Unified,Mr.,Robert,O'Connor,Administrator,roconnor57@yahoo.com,18,Non-religious,
122081,Los Angeles,19648086934400,Cantwell–Sacred Heart of Mary High,329 North Garfield Avenue,Montebello,CA,90640,323-887-2066,dchambers@cshm.org,Montebello Unified,Mr.,David,Chambers,Principal,dchambers@cshm.org,559,Religious,Roman Catholic
118264,Los Angeles,19647337088313,Canyon Oaks School,1414 North Catalina Street,Los Angeles,CA,90027,323-953-3340,jessereiss@mailpac.net,Los Angeles Unified,Mr.,Jesse,Reiss,Headmaster,jfkreiss@hotmail.com,23,Religious,Other
127188,Los Angeles,19647337090137,Canyon View Academy,8100 McGroarty Street,Sunland,CA,91040,818-353-5777,canyonview@prodigy.net,Los Angeles Unified,Mrs.,Wendy,Booth,Director,wendy411@prodigy.net,25,Non-religious,
124510,Los Angeles,19643297081268,Canyon View School,762 West Cypress Street,San Dimas,CA,91773,909-599-1227,perryg@mckinleycc.org,Bonita Unified,Mr.,John,Mann,Principal,mannj@mckinleycc.org,192,Non-religious,
120194,Los Angeles,19649987065329,Canyon Vista Children's Academy,27757 Bouquet Canyon Road,Santa Clarita,CA,91350,661-296-0175,canyonvistaacademy@sbcglobal.net,Saugus Union,Mrs.,Donna,Ristow,Executive Director,canyonvistaacademy@sbcglobal.net,175,,
127079,Los Angeles,19651106200893,Capella Christian Academy,7408 Gretna Avenue,Whittier,CA,90606,562-360-9579,capellaacademy@gmail.com,Whittier City Elementary,Mrs.,Patricia,Summers,Administrator,capellaacademy@gmail.com,32,Religious,Other
124698,Los Angeles,19753416907117,Carden Dominion School Inc.,706 Knob Hill Avenue,Redondo Beach,CA,90277,310-316-9733,terri.cardenschool@yahoo.com,Redondo Beach Unified,Ms.,Terri,Scott,Executive Director,terri.cardenschool@yahoo.com,12,Religious,Not affiliated with any denomination
130574,Los Angeles,19647666977433,Carden Whittier Private School,11537 Grovedale Drive,Whittier,CA,90604,562-694-1879,araver@cardenschool.com,Lowell Joint School District,Mrs.,Anita,Raver,Director,araver@cardenschool.com,286,Religious,Not affiliated with any denomination
122377,Los Angeles,19649986144463,CARE Learning Academy,26370 Diamond Place Suite 506,Santa Clarita,CA,91350,661-255-2223,marni@carelearningAcademy.com,Saugus Union School District,Ms.,Sue,Cowling,Head of School,sue@scvtutors.com,10,Non-religious,
119494,Los Angeles,19647336134480,Career Elementary Preparatory Academy,3740 Don Felipe Drive,Los Angeles,CA,90008,323-839-0817,careerelementary@yahoo.com,Los Angeles Unified,Ms.,Gleshonda,Welcome,Administrator,,21,Non-religious,
120560,Los Angeles,19649806977441,Carlthorp,438 San Vicente Boulevard,Santa Monica,CA,90402,310-451-1332,dmenzies@carlthorp.org,Santa Monica-Malibu Unified,Mrs.,Dorothy,Menzies,Head of School,dmenzies@carlthorp.org,280,Non-religious,
119562,Los Angeles,19647337094428,Carousel,7899 La Tijera Boulevard,Los Angeles,CA,90045,310-645-9222,karen.crisp@carouselschool.com,Los Angeles Unified,Mrs.,Maria,Davis,Executive Director,mariadavis@earthlink.net,72,Non-religious,
119751,Los Angeles,19647330112953,Carousel - Airport Blvd,8333 Airport Boulevard,Los Angeles,CA,90045,310-216-6641,karen.crisp@carouselschool.com,Los Angeles Unified,Mrs.,Maria,Davis,Executive Director,mariadavis@earthlink.net,7,Non-religious,
124308,Los Angeles,19647336141576,Carpe Diem Academy,5737 Kanan Road Suite 180,Agoura Hills,CA,91301,805-320-6344,247familyman@sbcglobal.net,Los Angeles Unified,Mrs.,Nancy,Thomas,Director,kirk16@sbcglobal.net,7,Non-religious,
118242,Los Angeles,19647336958219,Carson Christian School,17705 Central Avenue,Carson,CA,90746,310-538-5370,ccoc238@gmail.com,Los Angeles Unified School District,Mrs.,Marian,Alexander,Principal,ccoc238@gmail.com,81,Religious,Pentecostal
116814,Los Angeles,19647336942205,Carson Montessori Academy,812 East Carson Street,Carson,CA,90745,310-518-1854,cma812@live.com,Los Angeles Unified,Mrs.,Sydney,May,Director,cma812@live.com,45,Non-religious,
130802,Los Angeles,19647336977458,Casa Montessori,17633 Lassen Street,Northridge,CA,91325,818-886-7922,casamontessori@aol.com,Los Angeles Unified,Mrs.,Sakura,Long,Director,casamontessori@aol.com,19,Non-religious,
128437,Los Angeles,19647336906952,Castle Elementary School,1435 West 120th Street,Los Angeles,CA,90047,323-756-9191,leeeungkyu@aol.com,Los Angeles Unified,Mr.,Eung,Lee,Administrator,leeeungkyu@aol.com,21,Non-religious,
126801,Los Angeles,19647336960918,Cathedral Chapel Elementary,755 South Cochran Avenue,Los Angeles,CA,90036,323-938-9976,tkipp@cathedralchapel.org,Los Angeles Unified,Ms.,Tina,Kipp,Principal,tkipp@cathedralchapel.org,303,Religious,Roman Catholic
120379,Los Angeles,19647336934442,Cathedral High School,1253 Bishops Road,Los Angeles,CA,90012,323-225-2438,brjohnm@cathedralhighschool.org,Los Angeles Unified,Br.,John,Montgomery,Principal,brjohnm@cathedralhighschool.org,725,Religious,Roman Catholic
132001,Los Angeles,19647336142913,CCD INC AL- Madinah Home School,321 South Figueroa,Wilmington,CA,90744,818-564-9472,charitycaringdo@gmail.com,Los Angeles Unified,Mr.,George,Green,Director,charitycaringdo@gmail.com,6,Religious,Islamic
128362,Los Angeles,19647337104896,CCDC Of Little Angels,3808 West 54th Street,Los Angeles,CA,90043,323-299-0189,littleangels5527@sbcglobal.net,Los Angeles Unified,Dr.,Angela,Massengale,Director,littleangels5527@sbcglobal.net,32,Non-religious,
132209,Los Angeles,19647336145809,CDM Christian Elementary School,121 North Avenue 60,Los Angeles,CA,90042,323-551-6847,cdmschool@cdmchristianschool.org,Los Angeles Unified,Miss,Elayne,Vanasse,Administrator,evanasse@cdmschirstianschool.org,18,Religious,Church of the Four Square Gospel
126877,Los Angeles,19650606206569,Center for Learning Unlimited The,2785 Pacific Coast Highway Number G,Torrance,CA,90505,310-997-1900,director@cflu.org,Torrance Unified,Dr.,Virginia,Erxleben,Director,director@cflu.org,24,,
117975,Los Angeles,19647336935134,Centers of Learning,8854 Haskell Avenue,North Hills,CA,91343,818-894-3213,debra.grill@centersoflearning.com,Los Angeles Unified,Mrs.,Debra,Grill,Principal,debra.grill@centersoflearning.com,93,Religious,Not affiliated with any denomination
130205,Los Angeles,19648656934467,Chadwick,26800 South Academy Drive,Palos Verdes Peninsula,CA,90274,310-377-1543,thill@chadwickschool.org,Palos Verdes Peninsula Unified,Mr.,Frederick,Hill,Headmaster,thill@chadwickschool.org,827,Non-religious,
124849,Los Angeles,19647336977482,Chaminade College Preparatory,19800 Devonshire Street,Chatsworth,CA,91311,818-363-8127,jkoller@chaminade.org,Los Angeles Unified,Mr.,James,Adams,President,jadams@chaminade.org,698,Religious,Roman Catholic
124863,Los Angeles,19647336934475,Chaminade College Preparatory,7500 Chaminade Avenue,West Hills,CA,91304,818-347-8300,jkoller@chaminade.org,Los Angeles Unified,Mr.,James,Adams,President,jadams@chaminade.org,1330,Religious,Roman Catholic
116559,Los Angeles,19645686907224,Chamlian Armenian School,4444 Lowell Avenue,Glendale,CA,91214,818-957-3398,vazken.madenlian@chamlian.org,Glendale Unified,Mr.,Vazken,Madenlian,Principal,vazken.madenlian@chamlian.org,500,Religious,Apostolic
129995,Los Angeles,19648816977490,Chandler School,1005 Armada Drive,Pasadena,CA,91103,626-795-9314,info@chandlerschool.org,Pasadena Unified,Mrs.,Lynette,Heydorff,Other,nhutton@chandlerschool.org,462,Non-religious,
128802,Los Angeles,19647336905533,Chatsworth Hills Academy,21523 Rinaldi Street,Chatsworth,CA,91311,818-998-4037,mainoffice@chaschool.org,Los Angeles Unified,Mrs.,Ann,Gillinger,Head of School,ann.gillilnger@chaschool.org,154,Non-religious,
128343,Los Angeles,19647337084502,Cheder Menachem,1606 South La Cienega Boulevard,Los Angeles,CA,90035,310-623-1470,chedermenachem@gmail.com,Los Angeles Unified,Rabbi,Menachem,Greenbaum,Principal,rmg@chedermenachem.com,319,Religious,Jewish
126959,Los Angeles,19647337082019,Cheder of Los Angeles,801 North La Brea Avenue,Los Angeles,CA,90038,323-935-9274,esthermayerfeld@sbcglobal.net,Los Angeles Unified,Rabbi,Simcha,Ullman,Principal,simchaullman@yahoo.com,307,Religious,Jewish
128534,Los Angeles,19734376931943,"Children ""R"" Us",4601 East Compton Boulevard,Compton,CA,90221,310-638-9622,jetj123@yahoo.com,Los Angeles,Mr.,John,Tait,Administrator,jetj123@yahoo.com,46,Non-religious,
128943,Los Angeles,19734377079296,"Children ""R"" Us",4611 East Compton Boulevard,East Rancho Dominguez,CA,90221,310-638-9622,jetj123@yahoo.com,Compton Unified,Mr.,John,Tait,Administrator,jetj123@yaoo.com,12,Non-religious,
130170,Los Angeles,19734376144182,"Children ""R"" Us",615 North Wilmington Avenue,Compton,CA,90221,310-637-3151,jetj123@yahoo.com,compton Unified,Mr.,John,Tait,Administrator,jetj123@yaoo.com,12,Non-religious,
118592,Los Angeles,19644516133524,Children's Academy of Success,10839 La Reina Avenue,Downey,CA,90241,310-995-3371,berniewije@hotmail.com,Downey,Mr.,Don,Wijesiriwardena,Administrator,berniewije@hotmail.com,9,Religious,Not affiliated with any denomination
117477,Los Angeles,19647336993554,Children's Community School,14702 Sylvan Street,Van Nuys,CA,91411,818-780-6226,info@ccsteaches.org,Los Angeles Unified,Mr.,Neal,Wrightson,Director,neal@ccsteaches.org,121,Non-religious,
116593,Los Angeles,19650606206734,Children's Place Montessori The,1625 Crenshaw Boulevard,Torrance,CA,90501,310-782-9634,thechildrenspl@aol.com,Torrance Unified,Ms.,Jennifer,Richards,Director,thechildrenspl@aol.com,17,Non-religious,
119157,Los Angeles,19647336139117,Child's World School,5414 Capistrano Avenue,Woodland Hills,CA,91367,818-224-4040,evanelevi@gmail.com,Los Angeles Unified,Mrs.,Melinda,Pressman,Director,cws5414@sbcglobal.net,15,Non-religious,
119165,Los Angeles,19647336961585,Child's World School,6100 Lindley Avenue,Encino,CA,91316,818-343-8122,evanelevi@gmail.com,Los Angeles Unified,Mrs.,Vivian,Meguerian,Director,cwspreschool@gmail.com,44,Non-religious,
118312,Los Angeles,19752917078520,Christ Centered Pasadena Christian School,204 Pearl Street,San Gabriel,CA,91776,626-614-0815,laureenccpcs@earthlink.net,San Gabriel Unified,Mrs.,Cyndi,Myles,Administrator,gcmyles@netzero.net,31,Religious,Calvary Chapel
129339,Los Angeles,19643037097082,Christ Heritage Academy,10248 Alondra Boulevard,Bellflower,CA,90706,562-867-8084,,Bellflower Unified,Mr.,Victor,Loera,Principal,loera8@pacbell.net,10,Religious,Apostolic
130336,Los Angeles,19647336960942,Christ Lutheran Church and School,28850 South Western Avenue,Rancho Palos Verdes,CA,90275,310-831-0848,office@clschool.org,Los Angeles Unified,Mrs.,Patricia,Mayer,Principal,pmayer@clschool.org,181,Religious,Lutheran
120476,Los Angeles,19644366967871,Christ Lutheran Elementary,311 South Citrus Street,West Covina,CA,91791,626-967-7531,cls@clswc.org,Covina-Valley Unified,Rev.,Dennis,Nelson,Superintendent,church1@verizon.net,210,Religious,Lutheran
125810,Los Angeles,19647336960959,Christ the King Elementary,617 North Arden Boulevard,Los Angeles,CA,90004,323-462-4753,ctkschool@ctkla.org,Los Angeles Unified,Mrs.,Ruth,Anderson,Principal,ruthcanderson@ctkla.org,211,Religious,Roman Catholic
123374,Los Angeles,19642797072101,Christbridge Academy,405 South Azusa Avenue,Azusa,CA,91702,626-969-7400,cba@christbridge.net,Azusa Unified,Dr.,Daniel,Simonson,Administrator,drdan@christbridge.net,58,Religious,Other
131341,Los Angeles,19753336145197,Circle of Love,1100 North Poinsettia Avenue,Manhattan Beach,CA,90266,310-545-5653,abuelita7nancy@yahoo.com,Manhattan Beach Unified,Ms.,Nancy,Peterson,Other,nkpeterson@earthlink.net,21,Religious,Lutheran
130990,Los Angeles,19643947087141,City of Knowledge,3285 North Garey Avenue,Pomona,CA,91767,909-392-0251,hshaikley@gmail.com,Claremont Unified,Dr.,Haleema,Shaikley,Principal,hshaikley@gmail.com,181,Religious,Islamic
120239,Los Angeles,19649646967889,Clairbourn School,8400 Huntington Drive,San Gabriel,CA,91775,626-286-3108,info@clairbourn.org,San Marino Unified,Dr.,Robert,Nafie,Headmaster,rnafir@clairbourn.org,305,Non-religious,
131908,Los Angeles,19647337092992,Cleophas Oliver Learning Academy,1902 West Florence,Los Angeles,CA,90047,323-751-3906,cleoacademy@aol.com,Los Angeles Unified,Mrs.,Carolyn,Jenkins,Administrator,cleoacademy@aol.com,24,Non-religious,
131909,Los Angeles,19647337026230,Cleophas Oliver Learning Academy,4449 West Adams,Los Angeles,CA,90016,323-737-6803,cleoacademy@aol.com,Los Angeles Unified,Ms.,Stacey,Jenkins,Director,cleoacademy@aol.com,22,Non-religious,
118492,Los Angeles,19647337067689,Coastal Academy,22501 Oak Avenue,Lomita,CA,90717,310-644-0433,coastal.academy@yahoo.com,Los Angeles Unified,Mrs.,Susan,Truman,Director,coastal.academy@yahoo.com,96,Religious,Not affiliated with any denomination
117125,Los Angeles,56726526138366,Coastal Canyon Academy,6437 Kanan Dume Road,Malibu,CA,90264,310-924-0568,coastalcanyonacademy @gmail.com,Los Angeles,Mr.,Ron,Ficklin,Principal,maliburonny@gmail.com,6,Non-religious,
123635,Los Angeles,19647330115824,Coldwater Canyon Prep,6455 Coldwater Canyon Avenue,Valley Glen,CA,91606,818-623-6387,tdeutsch@thehelpgroup.org,Los Angeles Unified,Mrs.,Nancy,Rosenfelt,Director,nrosenfelt@thehelpgroup.org,32,Non-religious,
129057,Los Angeles,19647337072747,Communion Christian Academy,6201 South La Brea Avenue,Los Angeles,CA,90056,323-296-8761,noblehenson@att.net,los angeles unified,Ms.,Rose,Lawrence,Administrator,,73,Religious,Pentecostal
129086,Los Angeles,19649806960025,Concord Prep High School,1238 Lincoln Boulevard,Santa Monica,CA,90401,424-999-8870,info@concordprep.org,SMMUSD,Mr.,Matthias,Stelzner,President,stelzner@concordprep.org,6,Non-religious,
118961,Los Angeles,19647336935175,Concordia Junior/Senior High School,13570 Eldridge Avenue,Sylmar,CA,91342,818-362-5861,concordiaoffice@yahoo.com,Los Angeles Unified School District,Mrs.,Ruth,Peterson,Principal,ruth.peterson@concordiaschoolsla.org,194,Religious,Lutheran
124013,Los Angeles,19647336963037,Concordia School - Granada Hills,16603 San Fernando Mission Boulevard,Granada Hills,CA,91344,818-368-0892,katy.moore@concordiaschoolsla.org,Los Angeles Unified,Miss,Katherine,Moore,Principal,katy.moore@concordiaschoolsla.org,51,Religious,Lutheran
119172,Los Angeles,19643376961130,Concordia Schools - Burbank,1001 South Glenoaks Boulevard,Burbank,CA,91502,818-848-3076,sue.orbison@concordiaschoolsla.org,Burbank Unified,Mrs.,Peggy,Courtney,Superintendent,peggy.courtney@concordiaschoolsla.org,29,Religious,Lutheran
120320,Los Angeles,19647336935738,Concordia Schools- San Fernando,14019 Sayre Street,Sylmar,CA,91342,818-362-2824,peggy.courtney@concordiaschoolsla.org,Los Angeles Unified,Mrs.,Peggy,Courtney,Superintendent,peggy.courtney@concordiaschoolsla.org,42,Religious,Lutheran
