'FacNum','Capacity','LicStatus','Name','Address','City','State','Zipcode','Telephone'
191290432,64,'Licensed','WILLARD CHILDREN''S CENTER','345 SO. HALSTEAD ST.','PASADENA','CA',91107,'(626) 792-5763'
191290440,120,'Licensed','LOS ANGELES PIERCE COLLEGE CDC','6201 WINNETKA AVENUE','WOODLAND HILLS','CA',91367,'(818) 719-6494'
191290458,64,'Licensed','WASHINGTON CHILDREN''S CENTER','130 PENN STREET','PASADENA','CA',91103,'(626) 797-8220'
191290460,66,'Licensed','LONGFELLOW CHILDREN''S CENTER','1065 E. WASHINGTON BLVD.','PASADENA','CA',91109,'(626) 797-6927'
191290477,24,'Licensed','WASHINGTON CHILDRENS CENTER','2207 WEST WINONA','BURBANK','CA',91504,'(818) 558-5545'
191290503,80,'Licensed','CHATSWORTH HILLS ACADEMY','21523 RINALDI','CHATSWORTH','CA',91311,'(818) 998-3638'
191290598,76,'Licensed','OUR SAVIOR''S FIRST LUTHERAN PRESCHOOL','16603 SAN FERNANDO MISSION','GRANADA HILLS','CA',91344,'(818) 368-0892'
191290631,92,'Licensed','BURBANK YMCA CHILD CARE CENTER','332 SAN JOSE','BURBANK','CA',91502,'(818) 562-5461'
191290679,150,'Licensed','HORACE MANN PRESCHOOL','3401 SCOTT ROAD','BURBANK','CA',91504,'(818) 558-5540'
191290751,42,'Licensed','TEMPLE B''NAI HAYIM NURSERY SCHOOL','4276 VAN NUYS','SHERMAN OAKS','CA',91403,'(818) 788-4664'
191290758,105,'Licensed/Pending Increase','SONSHINE FACTORY','44514 20TH STREET WEST','LANCASTER','CA',93534,'(661) 949-3550'
191290831,44,'Licensed','CHILDREN''S CIRCLE NURSERY SCHOOL','6328 WOODMAN AVENUE','VAN NUYS','CA',91401,'(818) 782-9060'
191290858,60,'Licensed','JOY CHRISTIAN PRESCHOOL','425 NORTH SIERRA MADRE VILLA','PASADENA','CA',91107,'(626) 795-4608'
191290932,76,'Licensed','RISE AND SHINE PRE-SCHOOL','25222 WILEY CANYON ROAD','NEWHALL','CA',91321,'(661) 259-0407'
191290994,150,'Licensed','WOODLAND HILLS PRIVATE SCHOOL','22322 COLLINS STREET','WOODLAND HILLS','CA',91367,'(818) 712-9966'
191291022,40,'Licensed','COTTAGE NURSERY SCHOOL','169 WEST ARLINGTON DRIVE','PASADENA','CA',91105,'(626) 799-0387'
191500014,22,'Licensed','POMONA HIGH/CHILD DEVELOPMENT CENTER','475 BANGOR ST.','POMONA','CA',91767,'(909) 397-4623'
191500040,34,'Licensed','KODOMO NO IE','201 N. SAN GABRIEL BLVD.','SAN GABRIEL','CA',91775,'(626) 286-4572'
191500105,31,'Licensed','CALVARY BAPTIST SCHOOLS %FORMERLY BONITA CHRISTIA','2990 N DAMIEN AV','LA VERNE','CA',91750,'(909) 593-4672'
191500117,111,'Licensed','CALVARY PRESCHOOL','1050 FREMONT AVE.','SOUTH PASADENA','CA',91030,'(626) 799-0385'
191500149,109,'Licensed','CHRIST LUTHERAN CHURCH NURSERY SCHOOL','311 S CITRUS ST','WEST COVINA','CA',91791,'(626) 967-7531'
191500164,40,'Licensed','EL MONTE CITY S.D.-NEW LEXINGTON ELEMENTARY SCHOOL','10410 E. BODGER','EL MONTE','CA',91731,'(626) 575-2320'
191500168,32,'Licensed','MAGNOLIA','11700 PILGRIM WAY','WHITTIER','CA',90601,'(562) 699-1500'
191500173,89,'Licensed','COVINA FIRST BAPTIST PRESCHOOL','200 NORTH SECOND AVE','COVINA','CA',91723,'(626) 332-5875'
191500198,36,'Licensed','DIAMOND BAR COMMUNITY PRESCHOOL','400 SOUTH RANCHERIA ROAD','DIAMOND BAR','CA',91765,'(909) 861-2260'
191500246,60,'Licensed','ST. MATTHEW''S UNITED METHODIST PRESCH. & CHILDCARE','15653 E. NEWTON ST.','HACIENDA HEIGHTS','CA',91745,'(626) 330-8340'
191500256,45,'Licensed','WILLIAMS HEAD START','2444 NO DEL MAR AVE','ROSEMEAD','CA',91770,'(626) 307-3305'
191500258,36,'Licensed','BITELY HEAD START','7501 E. FERN AVE.','ROSEMEAD','CA',91770,'(626) 307-3327'
191500260,38,'Licensed','DEWEY SCHOOL- HEAD START','525 DEWEY AVENUE','SAN GABRIEL','CA',91776,'(626) 573-4121'
191500268,18,'Licensed','DUFF HEAD START','7830 E. DOROTHY AVE.','ROSEMEAD','CA',91770,'(818) 307-3347'
191500270,36,'Licensed','EMERSON HEAD START','7544 E. EMERSON PLACE','ROSEMEAD','CA',91770,'(626) 307-3338'
191500271,44,'Licensed','ALHAMBRA METHODIST PRESCHOOL','9 NORTH ALMANSOR','ALHAMBRA','CA',91801,'(626) 289-1601'
191500272,44,'Licensed','GRACE LUTHERAN CHURCH PRESCHOOL','17880 E COVINA BLVD','COVINA','CA',91722,'(626) 967-5855'
191500276,80,'Licensed','GOLDEN WEST PRESCHOOL','10248 ALONDRA BLVD.','BELLFLOWER','CA',90706,'(562) 866-5616'
191500278,18,'Licensed','SANCHEZ HEAD START','8470 E. FERN AVE','ROSEMEAD','CA',91770,'(626) 307-3365'
191500280,57,'Licensed','RICE HEAD START','2150 ANGELUS AVE.','ROSEMEAD','CA',91770,'(626) 307-3352'
191500284,18,'Licensed','WILLARD HEAD START','3152 N. WILLARD AVE.','ROSEMEAD','CA',91770,'(626) 307-3379'
191500299,122,'Licensed','HAPPY DAY SCHOOL','507 N. CHANDLER','MONTEREY PARK','CA',91754,'(626) 282-2919'
191500328,45,'Licensed','VINELAND SCHOOL HEAD START/STATE SCHOOL','3609 NORTH VINELAND AVE.','BALDWIN PARK','CA',91706,'(818) 962-3311'
191500330,45,'Licensed','WALNUT SCHOOL HEAD START/STATE PRESCHOOL','4701 WALNUT ST.','BALDWIN PARK','CA',91706,'(818) 962-3311'
191500332,45,'Licensed','TRACY SCHOOL HEAD START/STATE PRESCHOOL','13350 TRACY AVE.','BALDWIN PARK','CA',91706,'(626) 962-3311'
191500334,24,'Licensed','PLEASANT VIEW HEAD START/STATE PRESCHOOL','14900 EAST NUBIA ST.','BALDWIN PARK','CA',91706,'(626) 962-3311'
191500336,45,'Licensed','DE ANZA SCHOOL HEAD START/STATE PRESCHOOL','12820 EAST BESS ST.','BALDWIN PARK','CA',91706,'(818) 962-3311'
191500340,48,'Licensed','OPTIONS-STATE PRESCHOOL-NORTHAM','17800 E. RENAULT','LA PUENTE','CA',91744,'(818) 913-1325'
191500460,75,'Licensed','BROADOAKS SCHOOL OF WHITTIER COLLEGE','13406 PHILADELPHIA','WHITTIER','CA',90608,'(562) 907-4200'
191500466,26,'Licensed','OPTIONS-STATE PRESCHOOL-MONTEREY HIGHLANDS','400 CASUDA CANYON DR.','MONTEREY PARK','CA',91754,'(626) 576-0938'
191500469,60,'Licensed','MARYVALE DAY CARE CENTER','7600 EAST GRAVES AVENUE','ROSEMEAD','CA',91770,'(626) 280-6510'
191500487,73,'Licensed','MONTEREY PARK UNITED METHODIST SCHOOL','333 SOUTH GARFIELD','MONTEREY PARK','CA',91754,'(626) 573-8116'
191500492,80,'Licensed','MONTESSORI HOUSE OF CHILDREN','18523 SOUTH ARLINE AVE.','ARTESIA','CA',90701,'(562) 924-3610'
191500517,30,'Licensed','NICHOLS KIDDIE KORNER','13067 PARAMOUNT BLVD','SOUTH GATE','CA',90280,'(562) 633-2032'
191500522,55,'Licensed','ONEONTA NURSERY SCHOOL','1515 S. GARFIELD','SOUTH PASADENA','CA',91030,'(626) 799-3105'
191500525,39,'Licensed','NORWALK CHRISTIAN PRE-SCHOOL','11129 S PIONEER BLVD','NORWALK','CA',90650,'(562) 863-5751'
191500557,60,'Licensed','FIRST CHRISTIAN CHURCH CHILD DEVELOPMENT CENTER','1751 N PARK AV','POMONA','CA',91767,'(909) 629-3636'
191500574,34,'Licensed','VILLAGE LEARNING LAB PRESCHOOL','208 W. FAIRVIEW AVE.','SAN GABRIEL','CA',91776,'(626) 281-4754'
191500590,43,'Licensed','ARCADIA EPISCOPAL PRESCHOOL','1881 S. FIRST AVE','ARCADIA','CA',91006,'(626) 445-5050'
191500631,80,'Licensed','ST EDMUND''S NURSERY SCHOOL','1175 SAN GABRIEL BLVD.','SAN MARINO','CA',91108,'(626) 792-7742'
191500635,138,'Licensed','ST MARK''S PRE SCHOOL','2323 LAS LOMITAS DRIVE','HACIENDA HEIGHTS','CA',91745,'(626) 968-0428'
191500663,30,'Licensed','ST MARK''S SCHOOL','10354 DOWNEY AVENUE','DOWNEY','CA',90241,'(562) 923-6141'
191500743,100,'Licensed','ARCADIA FRIENDS CHURCH PRESCHOOL','5705 LENORE','ARCADIA','CA',91006,'(626) 445-7825'
191500784,90,'Licensed','NORWALK- LA MIRADA USD -SANCHEZ SCHOOL','11960 E. 162ND ST','NORWALK','CA',90650,'(562) 926-2365'
191500840,24,'Licensed','OPTIONS HEAD START-MANZANITA','4050 ORANGE','COVINA','CA',91722,'(626) 338-4853'
191500862,110,'Licensed','DIAMOND BAR CONGREGATION NURSERY & DAY CARE CTR','2335 SO. DIAMOND BAR BLVD.','DIAMOND BAR','CA',91765,'(909) 861-6230'
191500870,24,'Licensed','OPTIONS-STATE PRESCHOOL-LA SEDA','18410 RENAULT ST','LAPUENTE','CA',91744,'(626) 581-4208'
191500902,40,'Licensed','BELLFLOWER UNIFIED SCHOOL DIST.-LAS FLORES SCHOOL','10039 E. PALM STREET','BELLFLOWER','CA',90706,'(562) 804-6575'
191500903,64,'Licensed','CLAIRBOURN SCHOOL','8400 HUNTINGTON DR','SAN GABRIEL','CA',91775,'(626) 286-3108'
191500904,20,'Licensed','BELLFLOWER UNIFIED SCHOOL DISTRICT-WOODRUFF SCHOOL','15332 S. EUCALYPTUS','BELLFLOWER','CA',90706,'(562) 804-6517'
191500908,102,'Licensed','GRACELAND CHRISTIAN DAY CARE CENTER','1111 S. ATLANTIC BLVD.','MONTEREY PARK','CA',91754,'(626) 570-1713'
191500920,23,'Licensed','OPTIONS-STATE PRESCHOOL-REPETTO','650 GRANDRIDGE','MONTEREY PARK','CA',91754,'(626) 280-1316'
191500924,23,'Licensed','OPTIONS-STATE PRESCHOOL-FREMONT','2001 S. ELM','ALHAMBRA','CA',91803,'(818) 284-0423'
191500936,24,'Licensed','OPTIONS-STATE PRESCHOOL-JELLICK','1400 S. JELLICK','ROWLAND HEIGHTS','CA',91748,'(626) 810-0163'
191500952,24,'Licensed','HACIENDA LA PUENTE USD - BIXBY','16446 WEDGEWORTH DR. ROOM K-3','HACIENDA HEIGHTS','CA',91745,'(626) 933-6544'
191500966,20,'Licensed','PARKVIEW HEAD START/STATE PRESCHOOL','12044 ELLIOTT ST.','EL MONTE','CA',91732,'(626) 652-4250'
191501048,60,'Licensed','CONCORDIA LUTHERAN PRE-SCHOOL','13633 183RD ST.','CERRITOS','CA',90703,'(562) 926-7416'
191501069,75,'Licensed','SAN MARINO COMMUNITY CHURCH','1750 VIRGINIA RD','SAN MARINO','CA',91108,'(626) 282-4186'
191501114,48,'Licensed','OPTIONS-STATE PRESCHOOL-RORIMER','18750 E. RORIMER','LA PUENTE','CA',91744,'(626) 965-4646'
191501122,64,'Licensed','BELLFLOWER UNITED METHODIST PRESCHOOL','14527 BELLFLOWER BLVD.','BELLFLOWER','CA',90706,'(562) 920-1261'
191501143,68,'Licensed','SUNSET WESLEYAN PRE-SCHOOL','400 NORTH SUNSET','LA PUENTE','CA',91744,'(626) 336-1206'
191501178,64,'Licensed','BURDICK''S SCHOOL FOR LITTLE CHILDREN','4124 MAXSON ROAD','EL MONTE','CA',91732,'(626) 442-6719'
191501187,90,'Licensed','BETHANY PRESCHOOL','93 NORTH BALDWIN','SIERRA MADRE','CA',91024,'(818) 355-3527'
191501334,48,'Licensed','CLAREMONT PRESBYTERIAN CHURCH CHILDREN''S CENTER','1111 NORTH MOUNTAIN','CLAREMONT','CA',91711,'(909) 626-6261'
191501593,45,'Licensed','CROSS AND CROWN LUTHERAN PRE-SCHOOL','809 WEST BEVERLY BLVD.','MONTEBELLO','CA',90640,'(213) 725-7050'
191501614,44,'Licensed','HUNTINGTON PARK NURSERY SCHOOL','3505 SANTA ANA','HUNTINGTON PARK','CA',90255,'(323) 582-2622'
191501748,50,'Licensed','CHRIST LUTHERAN CHURCH CHILD CARE CENTER','7707 E FLORENCE AVE','DOWNEY','CA',90240,'(562) 927-1611'
191501760,97,'Licensed','A CHILD''S GARDEN SCHOOL','535 WEST ROSES ROAD','SAN GABRIEL','CA',91775,'(626) 282-2731'
191501766,56,'Licensed','GOOD SHEPHERD CHILDREN''S CENTER','400 W. DUARTE ROAD','ARCADIA','CA',91007,'(626) 447-1249'
191501770,65,'Licensed','CLAREMONT BAPTIST NURSERY SCHOOL','472 NORTH MOUNTAIN AVENUE','CLAREMONT','CA',91711,'(909) 624-8873'
191501773,75,'Licensed','CLAREMONT UNITED METHODIST NURSERY SCHOOL','211 W. FOOTHILL BLVD.','CLAREMONT','CA',91711,'(909) 624-8223'
191501775,64,'Licensed','CLAREMONT UNITED CHURCH OF CHRIST ECC','233 W HARRISON AVE','CLAREMONT','CA',91711,'(909) 624-2916'
191501824,76,'Licensed','DOWNEY UNITED METHODIST CHURCH NURSERY SCHOOL','10801 S DOWNEY AVE','DOWNEY','CA',90241,'(562) 923-8719'
191501826,64,'Licensed','EAST WHITTIER UNITED METHODIST CHURCH','10005 COLE ROAD','WHITTIER','CA',90603,'(562) 698-1027'
191501828,75,'Licensed','EAST WHITTIER UNITED PRESBYTERIAN CHURCH','14061 E SECOND ST','WHITTIER','CA',90605,'(562) 693-5112'
191501853,75,'Licensed','FIRST BAPTIST CHURCH ALHAMBRA DAY CARE CENTER','101 S ATLANTIC BLVD','ALHAMBRA','CA',91801,'(626) 570-1514'
191501861,70,'Licensed','FIRST PRESBYTERIAN CHURCH WEEKDAY NURSERY SCHOOL','101 E. FOOTHILL','MONROVIA','CA',91016,'(626) 359-3453'
191501866,114,'Licensed','FOOTHILL CHRISTIAN PRE-SCHOOL','242 WEST BASELINE','GLENDORA','CA',91740,'(818) 963-8216'
191501893,110,'Licensed','GRACE LUTHERAN PRESCHOOL','804 E. FOOTHILL BLVD.','GLENDORA','CA',91741,'(626) 335-8413'
191501895,54,'Licensed','GRANADA PARK UNITED METHODIST CHURCH NURSERY SCHO','1850 W HELLMAN AVE','ALHAMBRA','CA',91803,'(626) 284-5006'
191501923,60,'Licensed','HAYDEN CHILD CARE CENTER','819 BUENA VISTA ST.','DUARTE','CA',91010,'(626) 359-9592'
191501930,85,'Licensed','HILLCREST COUNTRY DAY SCHOOL','2000 WEST ROAD','LA HABRA HEIGHTS','CA',90631,'(562) 943-8332'
191501971,55,'Licensed','JOYLAND NURSERY SCHOOL','9122 S PAINTER AVE','WHITTIER','CA',90602,'(562) 693-4271'
191501974,71,'Licensed','KATHY KREDEL NURSERY SCHOOL','300 WEST HUNTINGTON DRIVE','ARCADIA','CA',91007,'(626) 574-3524'
191501990,48,'Licensed','LA CASA COMMUNITY CENTER','203 E MISSION DR','SAN GABRIEL','CA',91776,'(626) 286-2144'
191502158,55,'Licensed','PARK AVENUE CHRISTIAN DAY NURSERY SCHOOL','117 S PARK AVE','MONTEBELLO','CA',90640,'(323) 722-5851'
191502175,55,'Licensed','PLAY FACTORY','9723 GARIBALDI AVE.','TEMPLE CITY','CA',91780,'(626) 285-9223'
191502189,75,'Licensed','PLYMOUTH CHRISTIAN NURSERY SCHOOL','12058 BEVERLY BLVD','WHITTIER','CA',90601,'(562) 695-0745'
191502242,64,'Licensed','SHEPHERD OF THE HILLS PRE-SCHOOL','15215 EAST JANINE DRIVE','WHITTIER','CA',90605,'(310) 693-8969'
191502246,84,'Licensed','SIERRA MADRE COMMUNITY  NURSERY','701 E SIERRA MADRE BLVD','SIERRA MADRE','CA',91024,'(626) 355-1655'
191502255,65,'Licensed','SMALL WORLD PRE-SCHOOL','9635 E TELEGRAPH RD','PICO RIVERA','CA',90660,'(562) 949-5044'
191502293,54,'Licensed','TEMPLE CITY CHRISTIAN PRESCHOOL','6019 BALDWIN AVENUE','TEMPLE CITY','CA',91780,'(626) 286-0042'
191502305,64,'Licensed','TRINITY LUTHERAN PRESCHOOL & DAY NURSERY','11609 S. STUDEBAKER ROAD','NORWALK','CA',90650,'(562) 868-1759'
191502312,60,'Licensed','UNITED METHODIST PRESCHOOL','201 E. BENNETT','GLENDORA','CA',91741,'(626) 335-4622'
191502346,60,'Licensed','WHITTIER PRESBYTERIAN CHURCH WEEKDAY NURSERY SCH.','6030 EL RANCHO DRIVE','WHITTIER','CA',90606,'(562) 692-5116'
191502377,74,'Licensed','CALVARYS'' CROSS CHAPEL','16705 GRIDLEY ROAD','CERRITOS','CA',90701,'(562) 924-3716'
191502395,105,'Licensed','HADLEY PRESCHOOL','11703 EAST HADLEY STREET','WHITTIER','CA',90601,'(562) 699-0539'
191502426,68,'Licensed','ARCADIA PRESBYTERIAN CHURCH CHILD DEVELOPMENT CTR','121 ALICE ST','ARCADIA','CA',91006,'(626) 445-9764'
191502477,45,'Licensed','SAN MARINO CONGREGATIONAL CHURCH PRE SCHOOL','2560 HUNTINGTON DR','SAN MARINO','CA',91108,'(626) 292-2082'
191502478,90,'Licensed','ST JAMES PARISH SCHOOL','1325 MONTEREY ROAD','SOUTH PASADENA','CA',91030,'(626) 799-6906'
191503156,61,'Licensed','LITTLE PEOPLE PRE SCHOOL','4715 N. ROSEMEAD BOULEVARD','ROSEMEAD','CA',91770,'(626) 286-1332'
191503389,60,'Licensed','LEARNING TREE PRESCHOOL','19023 NORWALK BLVD.','ARTESIA','CA',90701,'(562) 860-6302'
191503651,48,'Licensed','SONSHINE HOUSE PRESCHOOL','9141 BROADWAY','TEMPLE CITY','CA',91780,'(626) 285-3380'
191503656,58,'Licensed','FAITH DAY CARE CENTER','505 EAST BONITA AVENUE','SAN DIMAS','CA',91773,'(909) 599-0783'
191503710,72,'Licensed','MT. CALVARY LUTHERAN PRESCHOOL & DAY CARE CENTER','23300 EAST GOLDEN SPRINGS DR.','DIAMOND BAR','CA',91765,'(909) 861-2740'
191503823,71,'Licensed','CAL POLY CHILD CARE CENTER','3801 WEST TEMPLE AVE','POMONA','CA',91768,'(909) 869-2284'
191503832,48,'Licensed','MONTEREY PARK CHRISTIAN SCHOOL','1951 SOUTH GARFIELD AVE','MONTEREY PARK','CA',91754,'(323) 890-4545'
191504039,53,'Licensed','EMMAUS LUTHERAN PRE-SCHOOL AND DAY CARE','840 S. ALMANSOR','ALHAMBRA','CA',91801,'(626) 576-1501'
191504121,74,'Licensed','HACIENDA HEIGHTS CHRISTIAN PRESCHOOL','2100 SOUTH STIMSON AVENUE','HACIENDA HEIGHTS','CA',91745,'(626) 961-4242'
191504181,34,'Licensed','LA VERNE PARENT PARTICIPATION PRESCHOOL','909 EAST JUANITA AVE.','LA VERNE','CA',91750,'(909) 599-9857'
191504191,42,'Licensed','FOOTHILL PRESCHOOL','240 EAST FOOTHILL','MONROVIA','CA',91016,'(626) 358-9147'
191504209,44,'Licensed','WESLEYAN DAY CARE CENTER','3205 D STREET','LA VERNE','CA',91750,'(909) 596-5369'
191504348,115,'Licensed','SALVATION ARMY DAY CARE CENTER','490 EAST LA VERNE AVE','POMONA','CA',91767,'(909) 623-1579'
191504467,91,'Licensed','SERENDIPITY SCHOOL AND DAY CARE CENTER','940 WEST DUARTE ROAD','MONROVIA','CA',91016,'(626) 447-2246'
191504577,90,'Licensed','B''NAI SIMCHA JEWISH COMMUNITY PRESCHOOL','550 SOUTH 2ND AVENUE','ARCADIA','CA',91006,'(626) 445-4805'
191504605,72,'Licensed','ARCADIA MONTESSORI SCHOOL','1406 SOUTH SANTA ANITA AVENUE','ARCADIA','CA',91006,'(626) 447-3513'
191504669,78,'Licensed','ARCADIA CHRISTIAN PRESCHOOL','1900 SOUTH SANTA ANITA','ARCADIA','CA',91006,'(626) 574-0805'
191504804,90,'Licensed','WONDER WORLD PRE-SCHOOL','1630 NORTH DEL MAR','ROSEMEAD','CA',91770,'(626) 571-0550'
191504882,44,'Licensed','ALPHA - SHEN PRESCHOOL','618 NORTH MOORE','MONTEREY PARK','CA',91754,'(626) 282-2011'
191504932,55,'Licensed','WALNUT VALLEY MONTESSORI SCHOOL','650 CAMINO DE TEODORO','WALNUT','CA',91789,'(909) 598-5936'
191505107,126,'Licensed','NEW LIFE COMMUNITY CHURCH PRESCHOOL','18800 NORWALK BLVD.','ARTESIA','CA',90701,'(562) 402-2577'
191505240,36,'Licensed','KIDDIE KAMPUS','15108 & 15110 STUDEBAKER RD.','NORWALK','CA',90650,'(562) 863-3093'
191570042,60,'Licensed','HERE WE GROW LEARNING CENTER-DCC','3530 W. POMONA BLVD.','POMONA','CA',91768,'(909) 444-7410'
191570043,18,'Licensed','BIT O'' HEAVEN DAY CARE CENTER','12191 FIRESTONE BLVD.','NORWALK','CA',90650,'(562) 863-6156'
191570181,20,'Licensed','MARIA MONTESSORI HOUSE OF CHILDREN','9036 EAST IMPERIAL HIGHWAY','DOWNEY','CA',90242,'(562) 869-3218'
191570313,102,'Licensed','NEW AVENUE SCHOOL','126 NORTH NEW AVE.','MONTEREY PARK','CA',91755,'(626) 280-5536'
191570434,74,'Licensed','SHEPHERD OF THE VALLEY PRESCHOOL & DAY CARE','1723 PARK LAWN','HACIENDA HEIGHTS','CA',91745,'(626) 965-7076'
191570513,44,'Licensed','PADDISON HEAD START','12100 CREWE','NORWALK','CA',90650,'(562) 929-6394'
191570644,180,'Licensed','EAST LA COLLEGE CAMPUS CHILD DEVELOPMENT CENTER','1301 AVENIDA CESAR CHAVEZ','MONTEREY PARK','CA',91754,'(323) 265-8717'
191570686,60,'Licensed','FLANNER HEAD START PRESCHOOL','1314 N. LEBORGNE','LA PUENTE','CA',91746,'(626) 931-7970'
191570692,45,'Licensed','GREENLEAF HEADSTART','6355 GREENLEAF','WHITTIER','CA',90601,'(562) 693-2151'
191570701,140,'Licensed','VINCENT CHILDREN''S CENTER- C.V.U.S.D.','1024 W. WORKMAN AVE.','WEST COVINA','CA',91790,'(626) 472-6330'
191570767,20,'Licensed','KENNEDY HEAD START','17500 SOUTH BELSHIRE','ARTESIA','CA',90701,'(562) 865-5844'
191570774,30,'Licensed','LAKEVIEW','11500 JOSLIN','SANTA FE SPRINGS','CA',90670,'(562) 929-6320'
191570789,69,'Licensed','MOUNTAIN VIEW CHILDREN CENTER','2109 BURKETT RD','EL MONTE','CA',91732,'(626) 652-4250'
191570803,75,'Licensed','MAOF CHILD CARE CENTER-BELL GARDENS','6113 CLARA STREET','BELL GARDENS','CA',90201,'(562) 928-1357'
191570829,96,'Licensed','MADISON/CHILD DEVELOPMENT CENTER','1351 S MAIN ST','POMONA','CA',91766,'(909) 622-9805'
191570862,375,'Licensed','RAMONA SCHOOL','14616 DINARD','NORWALK','CA',90650,'(562) 623-7127'
191570863,161,'Licensed','L.A. COUNTY FAIR ASSOC. CHILD DEVELOPMENT CENTER','1101 W. MCKINLEY GATE A','POMONA','CA',91769,'(909) 623-3899'
191570873,64,'Licensed','GAINES ELEMENTARY SCHOOL CDC','7340 E. JACKSON STREET','PARAMOUNT','CA',90723,'(562) 602-6900'
191570875,40,'Licensed','MOKLER CHILDREN''S CENTER','8571 EAST FLOWER','PARAMOUNT','CA',90723,'(562) 602-6900'
191570889,71,'Licensed','WILL ROGERS CHILDREN''S CENTER','11250 DUNCAN','LYNWOOD','CA',90262,'(310) 603-1544'
191570895,73,'Licensed','LINDBERGH CHILDRENS CENTER','12120 LINDBERGH ROAD','LYNWOOD','CA',90262,'(310) 631-7308'
191570934,384,'Licensed','AMAR CHILDREN''S CENTER','1000 N. CALIFORNIA AVE.','LA PUENTE','CA',91744,'(626) 933-7101'
191570991,117,'Licensed','MAOF CHILD CARE CENTER/PICO RIVERA','9125 BURKE ST.','PICO RIVERA','CA',90660,'(562) 949-3189'
191571193,87,'Licensed','MEHER MONTESSORI SCHOOL','2009 S GARFIELD AVENUE','MONTEREY PARK','CA',91754,'(323) 724-0683'
191571307,45,'Licensed','ARK ANGELS PRESCHOOL DAY CARE CENTER','6714 PINE AVE','BELL','CA',90201,'(323) 560-8520'
191571323,30,'Licensed','DIAMOND BAR-WALNUT BRNCH OF POMONA VALLEY MET.YMC','22600 SUNSET CROSSING BLVD.','DIAMOND BAR','CA',91765,'(909) 623-6433'
191571393,73,'Licensed','EMMANUEL PRESCHOOL','15941 VIRGINIA AVE.','PARAMOUNT','CA',90723,'(562) 531-8762'
191571456,68,'Licensed','YMCA SUNSHINE P/S STARBUCK SITE','15740 E STARBUCK STREET','WHITTIER','CA',90603,'(562) 943-7241'
191571666,73,'Licensed','HOLY TRINITY LUTHERAN CHURCH PRESCHOOL','15710 NEWTON STREET','HACIENDA HEIGHTS','CA',91745,'(626) 961-2070'
191571744,67,'Licensed','PHILLIPS RANCH YOUTH WORLD','A4 VILLAGE LOOP RD.','POMONA','CA',91766,'(909) 622-5798'
191590008,24,'Licensed','CHARTER OAK DAY SCHOOL','20350 E. CIENEGA AVE.','COVINA','CA',91724,'(626) 967-6611'
191590252,85,'Licensed','WONDER WORLD PRESCHOOL II','220 SO. CHAPEL AVE.','ALHAMBRA','CA',91801,'(626) 289-0249'
191590259,204,'Licensed','BALDWIN PARK CHILDREN''S CENTER','13529 FRANCISQUITO','BALDWIN PARK','CA',91706,'(818) 337-2711'
191590543,71,'Licensed','GRACE GARDEN CHRISTIAN PRESCHOOL','1423 SO. NEW AVE','ALHAMBRA','CA',91801,'(626) 281-1009'
191590557,40,'Licensed','FIRST LUTHERAN PRESCHOOL','1227 SOUTH MAGNOLIA AVENUE','MONROVIA','CA',91016,'(626) 698-3361'
191591005,26,'Licensed','WONDER WORLD PRESCHOOL','2607 SO. SANTA ANITA AVE.','ARCADIA','CA',91006,'(626) 445-4794'
191591038,67,'Licensed/Pending Increase','VILLAGE CHRISTIAN PRE-SCHOOL','710 E. GLADSTONE ST.','GLENDORA','CA',91740,'(626) 963-9538'
191591710,58,'Licensed','PACIFIC FRIENDS SCHOOL','6210 TEMPLE CITY BLVD','TEMPLE CITY','CA',91780,'(626) 287-6880'
191591830,42,'Licensed','OPTIONS HEAD START-MCKINLEY','1425 MANLEY','SAN GABRIEL','CA',91776,'(626) 571-4052'
191591834,147,'Licensed','HEIGHTS CHRISTIAN PRE-SCHOOL','1245 HACIENDA ROAD','LA HABRA HEIGHTS','CA',90631,'(213) 694-6733'
191591906,53,'Licensed','SERENDIPITY EARLY CARE & ED. CTR.-ARCADIA SOUTH','530 W. LAS TUNAS DR.','ARCADIA','CA',91007,'(626) 447-3907'
191591908,40,'Licensed','SERENDIPITY EARLY CARE & ED. CTR.-ARCADIA WEST','1111 OKOBOJI DR.','ARCADIA','CA',91007,'(626) 447-6888'
191591998,60,'Licensed','SONRISE CHRISTIAN SCHOOL','1220 E. RUDDOCK STREET','COVINA','CA',91724,'(626) 967-0010'
191592116,90,'Licensed','SUNSHINE EDUCATIONAL CENTER','3107 N. GLADYS AVENUE','ROSEMEAD','CA',91770,'(626) 573-8485'
191592324,64,'Licensed','MAOF CHILD CARE CENTER MAYWOOD','6145 WOODWARD AVENUE','MAYWOOD','CA',90270,'(323) 562-0490'
191592446,60,'Licensed','MAOF CHILD CARE CTR-FLORENCE-BELL GARDENS','6431 EAST FLORENCE AVENUE','BELL GARDENS','CA',90201,'(562) 806-3731'
191592586,22,'Licensed','OPTIONS - STATE PRESCHOOL YNEZ','120 SOUTH YNEZ AVENUE','MONTEREY PARK','CA',91754,'(626) 571-7099'
191593044,45,'Licensed','TRINITY','13118 RAINIER','WHITTIER','CA',90605,'(562) 941-0244'
191593046,95,'Licensed','ROSEMEAD EDUCATION CENTER','2662 WALNUT GROVE AVE','ROSEMEAD','CA',91770,'(626) 572-8201'
