"","SchCode","COUNTY","PubPriv","District.x","CITY","School.x","Total","UptodateTot","UptodatePct","CondTot","CondPct","PMETot","PMEPct","PBETot","PBEPct","DTPTot","DTPPct","PolioTot","PolioPct","MMRTot","MMRPct","HEPBTot","HEPBPct","VariTot","VariPct","Reported","PBEPctCalc","CDSCode","County","District.y","School.y","Street","City","Zip","State","Phone"
"73",122507,"PLACER","PUBLIC","WESTERN PLACER UNIFIED","LINCOLN","PARTNERSHIPS FOR STUDENT-CENTERED LEARNING",45,27,60,0,0,0,0,18,40,27,60,27,60,27,60,27,60,27,60,"Y",0.4,"31669510122507","Placer","Western Placer Unified","Partnerships for Student-Centered Learning","2800 Nicolaus Road, Suite 100","Lincoln","95648-1757","CA","(916) 408-5200"
"74",123521,"EL DORADO","PUBLIC","EL DORADO COUNTY OFFICE OF EDUCATION","EL DORADO","CHARTER ALTERNATIVE PROGRAM (CAP)",12,5,42,1,8,0,0,6,50,5,42,5,42,5,42,6,50,5,42,"Y",0.5,"9100900123521","El Dorado","El Dorado County Office of Education","Charter Alternative Program (CAP)","6520 Oak Dell Road","El Dorado","95623-4322","CA","(530) 622-6984"
"75",123901,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","CAPITOL COLLEGIATE ACADEMY",72,72,100,0,0,0,0,0,0,72,100,72,100,72,100,72,100,72,100,"Y",0,"34674390123901","Sacramento","Sacramento City Unified","Capitol Collegiate Academy","2118 Meadowview Road","Sacramento","95832-1212","CA","(916) 508-6634"
"76",124651,"SACRAMENTO","PUBLIC","SACRAMENTO COUNTY OFFICE OF EDUCATION","SACRAMENTO","FORTUNE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"34103480124651","Sacramento","Sacramento County Office of Education","Fortune","6829 Stockton Boulevard, # 380-C","Sacramento","95823","CA","(916) 287-4470"
"77",124875,"YOLO","PUBLIC","WASHINGTON UNIFIED","WEST SACRAMENTO","SACRAMENTO VALLEY CHARTER",22,22,100,0,0,0,0,0,0,22,100,22,100,22,100,22,100,22,100,"Y",0,"57726940124875","Yolo","Washington Unified","Sacramento Valley Charter","2399 Sellers Way","West Sacramento","95691-3046","CA","(916) 596-6422"
"78",126664,"PLACER","PUBLIC","AUBURN UNION ELEMENTARY","AUBURN","ALTA VISTA COMMUNITY CHARTER",22,14,64,3,14,0,0,5,23,17,77,16,73,14,64,17,77,16,73,"Y",0.227272727272727,"31667870126664","Placer","Auburn Union Elementary","Alta Vista Community Charter","173 Oak Street","Auburn","95603","CA","(530) 745-1220"
"79",127639,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","FIDDYMENT FARM",93,79,85,13,14,0,0,1,1,80,86,83,89,83,89,91,98,90,97,"Y",0.010752688172043,"31669100127639","Placer","Roseville City Elementary","Fiddyment Farm","4001 Brick Mason Circle","Roseville","95747","CA","(916) 771-1880"
"80",128124,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","SACRAMENTO","GATEWAY INTERNATIONAL",66,21,32,0,0,1,2,44,67,21,32,21,32,21,32,21,32,21,32,"Y",0.666666666666667,"34674470128124","Sacramento","San Juan Unified","Gateway International","900 Morse Avenue","Sacramento","95864","CA","(916) 286-5103"
"81",3130101,"PLACER","PUBLIC","PLACER COUNTY OFFICE OF EDUCATION","AUBURN","PLACER COUNTY COURT SCHOOLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"31103143130101","Placer","Placer County Office of Education","Placer County Court Schools","360 Nevada Street","Auburn","95603-3720","CA","(530) 745-1440"
"82",3130168,"PLACER","PUBLIC","WESTERN PLACER UNIFIED","LINCOLN","HORIZON CHARTER",59,33,56,0,0,0,0,26,44,33,56,33,56,33,56,33,56,33,56,"Y",0.440677966101695,"31669513130168","Placer","Western Placer Unified","Horizon Charter","2800 Nicolaus Road, Suite 100","Lincoln","95648-1757","CA","(916) 408-5200"
"83",3130192,"PLACER","PUBLIC","TAHOE-TRUCKEE UNIFIED","TRUCKEE","COLD STREAM ALTERNATIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"31669443130192","Placer","Tahoe-Truckee Unified","Cold Stream Alternative","11661 Donner Pass Road","Truckee","96161","CA","(530) 582-2640"
"84",3130234,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","DIAMOND CREEK ELEMENTARY",94,88,94,1,1,0,0,5,5,89,95,89,95,88,94,89,95,89,95,"Y",0.0531914893617021,"31669103130234","Placer","Roseville City Elementary","Diamond Creek Elementary","3151 Hopscotch Way","Roseville","95747-7163","CA","(916) 771-1760"
"85",3130242,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","STONERIDGE ELEMENTARY",79,78,99,1,1,0,0,0,0,79,100,79,100,78,99,79,100,79,100,"Y",0,"31669103130242","Placer","Roseville City Elementary","Stoneridge Elementary","2501 Alexandra Drive","Roseville","95661-4087","CA","(916) 771-1830"
"86",3130259,"PLACER","PUBLIC","PLACER COUNTY OFFICE OF EDUCATION","AUBURN","PLACER COUNTY COMMUNITY SCHOOLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"31103143130259","Placer","Placer County Office of Education","Placer County Community Schools","360 Nevada Street","Auburn","95603","CA","(530) 745-1440"
"87",3430659,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","SACRAMENTO","NATOMAS CHARTER",74,50,68,16,22,0,0,8,11,54,73,56,76,52,70,63,85,66,89,"Y",0.108108108108108,"34752833430659","Sacramento","Natomas Unified","Natomas Charter","4600 Blackrock Drive","Sacramento","95835","CA","(916) 928-5353"
"88",3430717,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CARMICHAEL","VISIONS IN EDUCATION",319,172,54,43,13,0,0,104,33,184,58,189,59,182,57,205,64,211,66,"Y",0.326018808777429,"34674473430717","Sacramento","San Juan Unified","Visions In Education","4800 Manzanita Avenue, Suite 7","Carmichael","95608-0842","CA","(916) 971-5331"
"89",5130125,"SUTTER","PUBLIC","YUBA CITY UNIFIED","YUBA CITY","YUBA CITY CHARTER",13,11,85,1,8,0,0,1,8,12,92,12,92,11,85,12,92,11,85,"Y",0.0769230769230769,"51714645130125","Sutter","Yuba City Unified","Yuba City Charter","256 Wilbur Avenue","Yuba City","95991","CA","(530) 822-9667"
"90",6005466,"EL DORADO","PUBLIC","BUCKEYE UNION ELEMENTARY","SHINGLE SPRINGS","BUCKEYE ELEMENTARY",66,58,88,6,9,0,0,2,3,58,88,58,88,60,91,62,94,64,97,"Y",0.0303030303030303,"9618386005466","El Dorado","Buckeye Union Elementary","Buckeye Elementary","4561 Buckeye Road","Shingle Springs","95682","CA","(530) 677-2277"
"91",6005474,"EL DORADO","PUBLIC","BUCKEYE UNION ELEMENTARY","EL DORADO HILLS","WILLIAM BROOKS ELEMENTARY",75,51,68,15,20,0,0,9,12,54,72,55,73,52,69,65,87,64,85,"Y",0.12,"9618386005474","El Dorado","Buckeye Union Elementary","William Brooks Elementary","3610 Park Drive","El Dorado Hills","95762-4544","CA","(916) 933-6618"
"92",6005482,"EL DORADO","PUBLIC","CAMINO UNION ELEMENTARY","CAMINO","CAMINO ELEMENTARY",61,32,52,26,43,0,0,3,5,35,57,46,75,34,56,50,82,49,80,"Y",0.0491803278688525,"9618466005482","El Dorado","Camino Union Elementary","Camino Elementary","3060 Snows Road","Camino","95709","CA","(530) 644-2204"
"93",6005490,"EL DORADO","PUBLIC","BLACK OAK MINE UNIFIED","GEORGETOWN","GEORGETOWN ELEMENTARY",27,17,63,5,19,1,4,4,15,17,63,19,70,17,63,20,74,22,81,"Y",0.148148148148148,"9737836005490","El Dorado","Black Oak Mine Unified","Georgetown Elementary","6530 Wentworth Springs Road","Georgetown","95634","CA","(530) 333-8320"
"94",6005508,"EL DORADO","PUBLIC","GOLD OAK UNION ELEMENTARY","PLACERVILLE","GOLD OAK ELEMENTARY",62,42,68,14,23,0,0,6,10,45,73,45,73,43,69,53,85,54,87,"Y",0.0967741935483871,"9618796005508","El Dorado","Gold Oak Union Elementary","Gold Oak Elementary","3171 Pleasant Valley Road","Placerville","95667","CA","(530) 626-3160"
"95",6005540,"EL DORADO","PUBLIC","LAKE TAHOE UNIFIED","SOUTH LAKE TAHOE","BIJOU COMMUNITY",129,108,84,17,13,0,0,4,3,115,89,118,91,113,88,123,95,123,95,"Y",0.0310077519379845,"9619036005540","El Dorado","Lake Tahoe Unified","Bijou Community","3501 Spruce Avenue","South Lake Tahoe","96150-8317","CA","(530) 543-2337"
"96",6005573,"EL DORADO","PUBLIC","LAKE TAHOE UNIFIED","SOUTH LAKE TAHOE","TAHOE VALLEY ELEMENTARY",88,63,72,2,2,8,9,15,17,64,73,63,72,63,72,65,74,65,74,"Y",0.170454545454545,"9619036005573","El Dorado","Lake Tahoe Unified","Tahoe Valley Elementary","943 Tahoe Island Drive","South Lake Tahoe","96150-4200","CA","(530) 543-2350"
"97",6005581,"EL DORADO","PUBLIC","LATROBE","SHINGLE SPRINGS","LATROBE ELEMENTARY",13,11,85,2,15,0,0,0,0,11,85,11,85,11,85,11,85,12,92,"Y",0,"9619116005581","El Dorado","Latrobe","Latrobe Elementary","7680 South Shingle Road","Shingle Springs","95682","CA","(530) 677-0260"
"98",6005623,"EL DORADO","PUBLIC","BLACK OAK MINE UNIFIED","COOL","NORTHSIDE ELEMENTARY",48,39,81,6,13,0,0,3,6,40,83,40,83,39,81,44,92,45,94,"Y",0.0625,"9737836005623","El Dorado","Black Oak Mine Unified","Northside Elementary","860 Cave Valley Road","Cool","95614-9441","CA","(530) 333-8355"
"99",6005631,"EL DORADO","PUBLIC","PIONEER UNION ELEMENTARY","SOMERSET","PIONEER ELEMENTARY",30,28,93,1,3,0,0,1,3,29,97,28,93,28,93,29,97,29,97,"Y",0.0333333333333333,"9619456005631","El Dorado","Pioneer Union Elementary","Pioneer Elementary","6862 Mount Aukum Road","Somerset","95684-0008","CA","(530) 620-7210"
"100",6005656,"EL DORADO","PUBLIC","PLACERVILLE UNION ELEMENTARY","PLACERVILLE","LOUISIANA SCHNELL ELEMENTARY",85,70,82,13,15,0,0,2,2,73,86,73,86,73,86,78,92,80,94,"Y",0.0235294117647059,"9619526005656","El Dorado","Placerville Union Elementary","Louisiana Schnell Elementary","2871 Schnell School Road","Placerville","95667-4935","CA","(530) 622-6244"
"101",6005664,"EL DORADO","PUBLIC","PLACERVILLE UNION ELEMENTARY","PLACERVILLE","SIERRA ELEMENTARY",85,59,69,26,31,0,0,0,0,65,76,69,81,66,78,83,98,84,99,"Y",0,"9619526005664","El Dorado","Placerville Union Elementary","Sierra Elementary","1100 Thompson Way","Placerville","95667-5726","CA","(530) 622-0814"
"102",6005680,"EL DORADO","PUBLIC","POLLOCK PINES ELEMENTARY","POLLOCK PINES","PINEWOOD ELEMENTARY",85,65,76,15,18,0,0,5,6,68,80,71,84,68,80,75,88,76,89,"Y",0.0588235294117647,"9619606005680","El Dorado","Pollock Pines Elementary","Pinewood Elementary","6181 Pine Street","Pollock Pines","95726-9608","CA","(530) 644-2384"
"103",6005706,"EL DORADO","PUBLIC","RESCUE UNION ELEMENTARY","EL DORADO HILLS","JACKSON ELEMENTARY",80,70,88,0,0,0,0,10,13,70,88,70,88,70,88,70,88,70,88,"Y",0.125,"9619786005706","El Dorado","Rescue Union Elementary","Jackson Elementary","2561 Francisco Drive","El Dorado Hills","95762-8201","CA","(916) 933-1828"
"104",6005714,"EL DORADO","PUBLIC","RESCUE UNION ELEMENTARY","RESCUE","RESCUE ELEMENTARY",81,77,95,1,1,0,0,3,4,78,96,78,96,77,95,78,96,78,96,"Y",0.037037037037037,"9619786005714","El Dorado","Rescue Union Elementary","Rescue Elementary","3880 Green Valley Road","Rescue","95672-9403","CA","(530) 677-2720"
"105",6031009,"PLACER","PUBLIC","ACKERMAN CHARTER","AUBURN","BOWMAN CHARTER",71,62,87,8,11,0,0,1,1,65,92,63,89,67,94,69,97,70,99,"Y",0.0140845070422535,"31667616031009","Placer","Ackerman Charter","Bowman Charter","13777 Bowman Road","Auburn","95603-3147","CA","(530) 885-1974"
"106",6031017,"PLACER","PUBLIC","ALTA-DUTCH FLAT UNION ELEMENTARY","ALTA","ALTA-DUTCH FLAT ELEMENTARY",13,8,62,3,23,0,0,2,15,10,77,9,69,8,62,11,85,11,85,"Y",0.153846153846154,"31667796031017","Placer","Alta-Dutch Flat Union Elementary","Alta-Dutch Flat Elementary","34050 Alta-Bonny Nook Road","Alta","95701-9999","CA","(530) 389-8283"
"107",6031058,"PLACER","PUBLIC","AUBURN UNION ELEMENTARY","AUBURN","ROCK CREEK ELEMENTARY",63,48,76,15,24,0,0,0,0,53,84,54,86,49,78,59,94,63,100,"Y",0,"31667876031058","Placer","Auburn Union Elementary","Rock Creek Elementary","3050 Bell Road","Auburn","95603-7849","CA","(530) 885-5189"
"108",6031066,"PLACER","PUBLIC","COLFAX ELEMENTARY","COLFAX","COLFAX ELEMENTARY",45,42,93,0,0,0,0,3,7,42,93,42,93,42,93,42,93,42,93,"Y",0.0666666666666667,"31667956031066","Placer","Colfax Elementary","Colfax Elementary","24825 Ben Taylor Road","Colfax","95713","CA","(530) 346-2202"
"109",6031074,"PLACER","PUBLIC","DRY CREEK JOINT ELEMENTARY","ROSEVILLE","DRY CREEK ELEMENTARY",62,54,87,0,0,0,0,8,13,54,87,54,87,54,87,54,87,54,87,"Y",0.129032258064516,"31668036031074","Placer","Dry Creek Joint Elementary","Dry Creek Elementary","2955 PFE Road","Roseville","95747-9105","CA","(916) 770-8809"
"110",6031108,"PLACER","PUBLIC","EUREKA UNION","GRANITE BAY","GREENHILLS ELEMENTARY",103,88,85,4,4,0,0,11,11,88,85,88,85,88,85,89,86,91,88,"Y",0.106796116504854,"31668296031108","Placer","Eureka Union","Greenhills Elementary","8200 Greenhills Way","Granite Bay","95746-4300","CA","(916) 791-4230"
"111",6031116,"PLACER","PUBLIC","FORESTHILL UNION ELEMENTARY","FORESTHILL","FORESTHILL DIVIDE SCHOOL",35,30,86,3,9,0,0,2,6,30,86,30,86,30,86,32,91,31,89,"Y",0.0571428571428571,"31668376031116","Placer","Foresthill Union Elementary","Foresthill Divide","22888 Foresthill Road","Foresthill","95631-9216","CA","(530) 367-3782"
"112",6031124,"PLACER","PUBLIC","LOOMIS UNION ELEMENTARY","LOOMIS","FRANKLIN ELEMENTARY",37,32,86,0,0,0,0,5,14,32,86,32,86,32,86,32,86,32,86,"Y",0.135135135135135,"31668456031124","Placer","Loomis Union Elementary","Franklin Elementary","7050 Franklin School Road","Loomis","95650-8952","CA","(916) 652-1818"
"113",6031132,"PLACER","PUBLIC","LOOMIS UNION ELEMENTARY","LOOMIS","LOOMIS ELEMENTARY",71,62,87,3,4,0,0,6,8,63,89,65,92,62,87,63,89,65,92,"Y",0.0845070422535211,"31668456031132","Placer","Loomis Union Elementary","Loomis Elementary","3505 Taylor Road","Loomis","95650","CA","(916) 652-1824"
"114",6031140,"PLACER","PUBLIC","LOOMIS UNION ELEMENTARY","LOOMIS","PLACER ELEMENTARY",68,62,91,0,0,0,0,6,9,62,91,62,91,62,91,62,91,62,91,"Y",0.0882352941176471,"31668456031140","Placer","Loomis Union Elementary","Placer Elementary","8650 Horseshoe Bar Road","Loomis","95650","CA","(916) 652-1830"
"115",6031165,"PLACER","PUBLIC","LOOMIS UNION ELEMENTARY","NEWCASTLE","OPHIR ELEMENTARY",20,16,80,0,0,0,0,4,20,16,80,16,80,16,80,16,80,16,80,"Y",0.2,"31668456031165","Placer","Loomis Union Elementary","Ophir Elementary","1373 Lozanos Road","Newcastle","95658-9660","CA","(530) 885-3495"
"116",6031173,"PLACER","PUBLIC","LOOMIS UNION ELEMENTARY","PENRYN","PENRYN ELEMENTARY",16,16,100,0,0,0,0,0,0,16,100,16,100,16,100,16,100,16,100,"Y",0,"31668456031173","Placer","Loomis Union Elementary","Penryn Elementary","6885 English Colony Way","Penryn","95663-9531","CA","(916) 663-3993"
"117",6031207,"PLACER","PUBLIC","ROCKLIN UNIFIED","ROCKLIN","PARKER WHITNEY ELEMENTARY",44,38,86,0,0,0,0,6,14,38,86,38,86,38,86,38,86,38,86,"Y",0.136363636363636,"31750856031207","Placer","Rocklin Unified","Parker Whitney Elementary","5145 Topaz Avenue","Rocklin","95677-2232","CA","(916) 624-2491"
"118",6031207,"PLACER","PUBLIC","ROCKLIN UNIFIED","ROCKLIN","PARKER WHITNEY ELEMENTARY",44,38,86,0,0,0,0,6,14,38,86,38,86,38,86,38,86,38,86,"Y",0.136363636363636,"31669026031207","Placer","Rocklin Elementary","Parker Whitney Elementary","5145 Topaz Avenue","Rocklin","95677","CA",""
"119",6031215,"PLACER","PUBLIC","ROCKLIN UNIFIED","ROCKLIN","ROCKLIN ELEMENTARY",53,48,91,3,6,0,0,2,4,49,92,48,91,49,92,49,92,49,92,"Y",0.0377358490566038,"31750856031215","Placer","Rocklin Unified","Rocklin Elementary","5025 Meyers Street","Rocklin","95677-2811","CA","(916) 624-3311"
"120",6031215,"PLACER","PUBLIC","ROCKLIN UNIFIED","ROCKLIN","ROCKLIN ELEMENTARY",53,48,91,3,6,0,0,2,4,49,92,48,91,49,92,49,92,49,92,"Y",0.0377358490566038,"31669026031215","Placer","Rocklin Elementary","Rocklin Elementary","5025 Meyers Street","Rocklin","95677","CA",""
"121",6031223,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","GEORGE CIRBY ELEMENTARY",56,48,86,8,14,0,0,0,0,51,91,54,96,52,93,51,91,55,98,"Y",0,"31669106031223","Placer","Roseville City Elementary","George Cirby Elementary","814 Darling Way","Roseville","95678-4419","CA","(916) 771-1730"
"122",6031231,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","CRESTMONT ELEMENTARY",73,73,100,0,0,0,0,0,0,73,100,73,100,73,100,73,100,73,100,"Y",0,"31669106031231","Placer","Roseville City Elementary","Crestmont Elementary","1501 Sheridan Avenue","Roseville","95661-5724","CA","(916) 771-1750"
"123",6031256,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","WILLIAM KASEBERG ELEMENTARY",62,57,92,5,8,0,0,0,0,59,95,59,95,58,94,60,97,61,98,"Y",0,"31669106031256","Placer","Roseville City Elementary","William Kaseberg Elementary","1040 Main Street","Roseville","95678-2067","CA","(916) 771-1790"
"124",6031280,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","BRADFORD WOODBRIDGE FUNDAMENTAL ELEMENTARY",63,61,97,2,3,0,0,0,0,62,98,62,98,62,98,62,98,63,100,"Y",0,"31669106031280","Placer","Roseville City Elementary","Bradford Woodbridge Fundamental Elementary","515 Niles Avenue","Roseville","95678-1543","CA","(916) 771-1850"
"125",6031298,"PLACER","PUBLIC","TAHOE-TRUCKEE UNIFIED","KINGVALE","DONNER TRAIL ELEMENTARY",11,10,91,0,0,0,0,1,9,10,91,10,91,10,91,10,91,10,91,"Y",0.0909090909090909,"31669446031298","Placer","Tahoe-Truckee Unified","Donner Trail Elementary","52755 Donner Pass Road","Kingvale","96161-4951","CA","(530) 426-3639"
"126",6031306,"PLACER","PUBLIC","TAHOE-TRUCKEE UNIFIED","KINGS BEACH","KINGS BEACH ELEMENTARY",105,95,90,1,1,0,0,9,9,95,90,95,90,95,90,95,90,96,91,"Y",0.0857142857142857,"31669446031306","Placer","Tahoe-Truckee Unified","Kings Beach Elementary","8125 Steelhead","Kings Beach","96161-4951","CA","(530) 546-2605"
"127",6031314,"PLACER","PUBLIC","TAHOE-TRUCKEE UNIFIED","TAHOE CITY","TAHOE LAKE ELEMENTARY",88,72,82,2,2,2,2,12,14,72,82,72,82,72,82,74,84,73,83,"Y",0.136363636363636,"31669446031314","Placer","Tahoe-Truckee Unified","Tahoe Lake Elementary","375 Grove Street","Tahoe City","96161-4951","CA","(530) 583-3010"
"128",6031322,"PLACER","PUBLIC","TAHOE-TRUCKEE UNIFIED","TRUCKEE","TRUCKEE ELEMENTARY",116,113,97,1,1,0,0,2,2,114,98,114,98,113,97,114,98,114,98,"Y",0.0172413793103448,"31669446031322","Placer","Tahoe-Truckee Unified","Truckee Elementary","11911 Donner Pass Road","Truckee","96161-4951","CA","(530) 582-2650"
"129",6031363,"PLACER","PUBLIC","WESTERN PLACER UNIFIED","SHERIDAN","SHERIDAN",16,11,69,5,31,0,0,0,0,11,69,13,81,14,88,14,88,15,94,"Y",0,"31669516031363","Placer","Western Placer Unified","Sheridan","4730 H Street","Sheridan","95681-0268","CA","(530) 633-2591"
"130",6032890,"SACRAMENTO","PUBLIC","ARCOHE UNION ELEMENTARY","HERALD","ARCOHE ELEMENTARY",30,29,97,0,0,0,0,1,3,29,97,29,97,29,97,29,97,29,97,"Y",0.0333333333333333,"34672806032890","Sacramento","Arcohe Union Elementary","Arcohe Elementary","11755 Ivie Road","Herald","95638-8317","CA","(209) 748-2313"
"131",6032908,"SACRAMENTO","PUBLIC","CENTER JOINT UNIFIED","ANTELOPE","ARTHUR S. DUDLEY ELEMENTARY",90,81,90,1,1,0,0,8,9,82,91,82,91,81,90,82,91,82,91,"Y",0.0888888888888889,"34672986032908","Sacramento","Center Joint Elementary","Dudley (Arthur S.) Elementary","8000 Aztec Way","North Highlands","95660","CA",""
"132",6032908,"SACRAMENTO","PUBLIC","CENTER JOINT UNIFIED","ANTELOPE","ARTHUR S. DUDLEY ELEMENTARY",90,81,90,1,1,0,0,8,9,82,91,82,91,81,90,82,91,82,91,"Y",0.0888888888888889,"34739736032908","Sacramento","Center Joint Unified","Arthur S. Dudley Elementary","8000 Aztec Way","Antelope","95843-4486","CA","(916) 338-6470"
"133",6032924,"SACRAMENTO","PUBLIC","CENTER JOINT UNIFIED","ANTELOPE","CYRIL SPINELLI ELEMENTARY",42,34,81,0,0,0,0,8,19,34,81,34,81,34,81,34,81,34,81,"Y",0.19047619047619,"34672986032924","Sacramento","Center Joint Elementary","Cyril Spinelli Elementary","3401 Scotland Drive","North Highlands","95660","CA",""
"134",6032924,"SACRAMENTO","PUBLIC","CENTER JOINT UNIFIED","ANTELOPE","CYRIL SPINELLI ELEMENTARY",42,34,81,0,0,0,0,8,19,34,81,34,81,34,81,34,81,34,81,"Y",0.19047619047619,"34739736032924","Sacramento","Center Joint Unified","Cyril Spinelli Elementary","3401 Scotland Drive","Antelope","95843-2226","CA","(916) 338-6490"
"135",6032932,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","DEL PASO HEIGHTS ELEMENTARY",56,55,98,1,2,0,0,0,0,55,98,56,100,56,100,56,100,56,100,"Y",0,"34765056032932","Sacramento","Twin Rivers Unified","Del Paso Heights Elementary","590 Morey Avenue","Sacramento","95838-3332","CA","(916) 566-3425"
"136",6032940,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","FAIRBANKS ELEMENTARY",39,35,90,4,10,0,0,0,0,37,95,37,95,36,92,39,100,39,100,"Y",0,"34765056032940","Sacramento","Twin Rivers Unified","Fairbanks Elementary","227 Fairbanks Avenue","Sacramento","95838-4799","CA","(916) 566-1600"
"137",6032957,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","GARDEN VALLEY ELEMENTARY",76,74,97,1,1,0,0,1,1,74,97,74,97,74,97,75,99,74,97,"Y",0.0131578947368421,"34765056032957","Sacramento","Twin Rivers Unified","Garden Valley Elementary","3601 Larchwood Drive","Sacramento","95834-2212","CA","(916) 566-3460"
"138",6032965,"SACRAMENTO","PUBLIC","TWIN RIVERS UNIFIED","SACRAMENTO","MOREY AVENUE EARLY CHILDHOOD DEVELOPMENT",59,59,100,0,0,0,0,0,0,59,100,59,100,59,100,59,100,59,100,"Y",0,"34765056032965","Sacramento","Twin Rivers Unified","Morey Avenue Early Childhood Development","155 Morey Avenue","Sacramento","95838-3219","CA","(916) 566-3485"
"139",6032981,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SACRAMENTO","ANNA KIRCHGATER ELEMENTARY",126,108,86,16,13,0,0,2,2,114,90,116,92,115,91,117,93,122,97,"Y",0.0158730158730159,"34673146032981","Sacramento","Elk Grove Unified","Anna Kirchgater Elementary","8141 Stevenson Avenue","Sacramento","95828-6943","CA","(916) 689-9150"
"140",6033005,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SACRAMENTO","CHARLES E. MACK ELEMENTARY",123,121,98,2,2,0,0,0,0,122,99,123,100,122,99,123,100,123,100,"Y",0,"34673146033005","Sacramento","Elk Grove Unified","Charles E. Mack Elementary","4701 Brookfield Drive","Sacramento","95823-3733","CA","(916) 422-5524"
"141",6033013,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SLOUGHHOUSE","COSUMNES RIVER ELEMENTARY",60,60,100,0,0,0,0,0,0,60,100,60,100,60,100,60,100,60,100,"Y",0,"34673146033013","Sacramento","Elk Grove Unified","Cosumnes River Elementary","13580 Jackson Road","Sloughhouse","95683-9704","CA","(916) 682-2653"
"142",6033021,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SACRAMENTO","DAVID REESE ELEMENTARY",144,137,95,5,3,1,1,1,1,140,97,141,98,141,98,140,97,142,99,"Y",0.00694444444444444,"34673146033021","Sacramento","Elk Grove Unified","David Reese Elementary","7600 Lindale Drive","Sacramento","95828-3916","CA","(916) 422-2450"
"143",6033039,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","WILTON","C. W. DILLARD ELEMENTARY",48,41,85,0,0,0,0,7,15,41,85,41,85,41,85,41,85,41,85,"Y",0.145833333333333,"34673146033039","Sacramento","Elk Grove Unified","C. W. Dillard Elementary","9721 Dillard Road","Wilton","95693-9731","CA","(916) 687-6121"
"144",6033047,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","ELK GROVE","ELK GROVE ELEMENTARY",96,93,97,0,0,0,0,3,3,93,97,93,97,93,97,93,97,93,97,"Y",0.03125,"34673146033047","Sacramento","Elk Grove Unified","Elk Grove Elementary","9373 Crowell Drive","Elk Grove","95624-3562","CA","(916) 686-3766"
"145",6033054,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","SACRAMENTO","FLORIN ELEMENTARY",74,72,97,1,1,0,0,1,1,72,97,72,97,72,97,73,99,73,99,"Y",0.0135135135135135,"34673146033054","Sacramento","Elk Grove Unified","Florin Elementary","7300 Kara Drive","Sacramento","95828-3509","CA","(916) 383-0530"
"146",6033062,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","ELK GROVE","FRANKLIN ELEMENTARY",90,85,94,4,4,0,0,1,1,86,96,86,96,86,96,88,98,89,99,"Y",0.0111111111111111,"34673146033062","Sacramento","Elk Grove Unified","Franklin Elementary","4011 Hood-Franklin Road","Elk Grove","95757","CA","(916) 684-6518"
"147",6033088,"SACRAMENTO","PUBLIC","ELK GROVE UNIFIED","ELK GROVE","JAMES A. MCKEE ELEMENTARY",72,70,97,0,0,0,0,2,3,70,97,70,97,70,97,70,97,70,97,"Y",0.0277777777777778,"34673146033088","Sacramento","Elk Grove Unified","James A. McKee Elementary","8701 Halverson Drive","Elk Grove","95624-1628","CA","(916) 686-3715"
