"","FacNum","County","Type","City.x","Name.x","Total","UptodateTot","UptodatePct","CondTot","CondPct","PMETot","PMEPct","PBETot","PBEPct","DTPTot","DTPPct","PolioTot","PolioPct","MMRTot","MMRPct","HIBTot","HIBPct","HEPBTot","HEPBPct","VariTot","VariPct","Report","PBEPctCalc","Capacity","LicStatus","Name.y","Address","City.y","State","Zipcode","Telephone"
"78",313604559,"PLACER","PRIVATE","ROSEVILLE","ADVENTURE CHRISTIAN SCHOOL",196,167,85,14,7,0,0,15,8,180,92,177,90,178,91,188,96,175,89,177,90,"Y",0.076530612244898,159,"Licensed","ADVENTURE CHRISTIAN SCHOOL","6401 STANFORD RANCH ROAD","ROSEVILLE","CA",95678,"(916) 781-2986"
"79",313604889,"PLACER","PRIVATE","ROSEVILLE","KINDERCARE LEARNING CENTER - FOOTHILLS",61,61,100,0,0,0,0,0,0,61,100,61,100,61,100,61,100,61,100,61,100,"Y",0,118,"Licensed","KINDERCARE LEARNING CENTER - FOOTHILLS (PRESCHOOL)","5141 FOOTHILLS BLVD","ROSEVILLE","CA",95678,"(916) 772-5252"
"80",313605611,"PLACER","PRIVATE","ROSEVILLE","KINDERCARE LEARNING CENTER - SIERRA COLLEGE (PS)",36,32,89,4,11,0,0,0,0,35,97,35,97,36,100,36,100,34,94,36,100,"Y",0,95,"Licensed","KINDERCARE LEARNING CENTER - SIERRA COLLEGE (PS)","8765 SIERRA COLLEGE BLVD","ROSEVILLE","CA",95661,"(916) 789-9898"
"81",313605617,"PLACER","PRIVATE","ROSEVILLE","CHILDTIME CHILDREN'S CENTER",84,84,100,0,0,0,0,0,0,84,100,84,100,84,100,84,100,84,100,84,100,"Y",0,96,"Licensed","CHILDTIME CHILDRENS CENTER","1267 PLEASANT GROVE BLVD.","ROSEVILLE","CA",95747,"(916) 783-0443"
"82",313605696,"PLACER","PRIVATE","LINCOLN","LINCOLN LEARNING CENTER",41,32,78,7,17,2,5,0,0,33,80,38,93,38,93,40,98,38,93,37,90,"Y",0,48,"Licensed","LINCOLN LEARNING CENTER","387 MCBEAN PARK DRIVE","LINCOLN","CA",95648,"(916) 645-7558"
"83",313606519,"PLACER","PRIVATE","ROSEVILLE","VALLEY CHRISTIAN ACADEMY",17,15,88,0,0,0,0,2,12,15,88,15,88,15,88,15,88,15,88,15,88,"Y",0.117647058823529,61,"Licensed","VALLEY CHRISTIAN ACADEMY","301 W. WHYTE AVENUE","ROSEVILLE","CA",95678,"(916) 728-5500"
"84",313606876,"PLACER","PRIVATE","MEADOW VISTA","SUNFLOWER PRESCHOOL",23,12,52,4,17,0,0,7,30,15,65,16,70,15,65,16,70,12,52,14,61,"Y",0.304347826086957,42,"Licensed","SUNFLOWER PRESCHOOL","410 CROTHER ROAD","MEADOW VISTA","CA",95722,"(530) 878-8720"
"85",313606938,"PLACER","PUBLIC","ROCKLIN","SIERRA COLLEGE ROCKLIN STATE PRESCHOOL",48,45,94,2,4,0,0,1,2,45,94,47,98,47,98,47,98,47,98,47,98,"Y",0.0208333333333333,24,"Licensed","SIERRA COLLEGE ROCKLIN STATE PRESCHOOL","4745 ROCKLIN RD.","ROCKLIN","CA",95677,"(916) 660-8240"
"86",313606939,"PLACER","PUBLIC","AUBURN","SIERRA COLLEGE AUBURN STATE PRESCHOOL",24,24,100,0,0,0,0,0,0,24,100,24,100,24,100,24,100,24,100,24,100,"Y",0,24,"Licensed","SIERRA COLLEGE AUBURN STATE PRESCHOOL","3050 BELL RD. RM 30","AUBURN","CA",95603,"(530) 823-0380"
"87",313608379,"PLACER","PUBLIC","ROSEVILLE","CIRBY STATE PRESCHOOL",38,36,95,1,3,0,0,1,3,37,97,36,95,37,97,37,97,37,97,37,97,"Y",0.0263157894736842,24,"Licensed","CIRBY STATE PRESCHOOL","814 DARLING WAY","ROSEVILLE","CA",95678,"(916) 783-0776"
"88",313608538,"PLACER","PRIVATE","AUBURN","HUGS-N-SMILES PRESCHOOL AND DAYCARE",13,12,92,1,8,0,0,0,0,13,100,13,100,13,100,13,100,13,100,12,92,"Y",0,28,"Licensed","HUGS-N-SMILES PRESCHOOL AND DAYCARE","1273 HIGH STREET","AUBURN","CA",95603,"(530) 823-6385"
"89",313608766,"PLACER","PRIVATE","LINCOLN","COMMUNITY CHRISTIAN SCHOOL PRESCHOOL",45,40,89,5,11,0,0,0,0,41,91,41,91,41,91,41,91,40,89,41,91,"Y",0,45,"Licensed","COMMUNITY CHRISTIAN SCHOOL PRESCHOOL","170 S. O STREET","LINCOLN","CA",95648,"(916) 645-6280"
"90",313609136,"PLACER","PRIVATE","ROSEVILLE","VALLEY SPRINGS CHRISTIAN PRESCHOOL",30,25,83,0,0,0,0,5,17,27,90,27,90,28,93,26,87,27,90,26,87,"Y",0.166666666666667,30,"Licensed","VALLEY SPRINGS CHRISTIAN PRESCHOOL","2401 OLYMPUS DRIVE","ROSEVILLE","CA",95661,"(916) 786-7940"
"91",313609613,"PLACER","PRIVATE","TAHOE CITY","FIRST BAPTIST CHURCH OF TAHOE CITY A+ PROGRAM",68,42,62,6,9,4,6,16,24,59,87,60,88,57,84,57,84,53,78,55,81,"Y",0.235294117647059,36,"Licensed","FIRST BAPTIST CHURCH OF TAHOE CITY A+ PROGRAM","390 FAIRWAY DRIVE","TAHOE CITY","CA",96145,"(530) 583-1534"
"92",313609912,"PLACER","PRIVATE","LINCOLN","LITTLE SCHOOL HOUSE, THE",83,81,98,1,1,0,0,1,1,82,99,82,99,82,99,82,99,81,98,82,99,"Y",0.0120481927710843,45,"Licensed","LITTLE SCHOOL HOUSE","801 EAST AVE.","LINCOLN","CA",95648,"(916) 434-1942"
"93",313610656,"PLACER","PRIVATE","ROCKLIN","PACIFIC OAKS PRESCHOOL",47,29,62,16,34,0,0,2,4,45,96,43,91,44,94,45,96,42,89,41,87,"Y",0.0425531914893617,51,"Licensed","PACIFIC OAKS PRESCHOOL","4500 PACIFIC ST. #F","ROCKLIN","CA",95677,"(916) 630-1688"
"94",313610886,"PLACER","PRIVATE","ROCKLIN","ANGELS IN ACTION LEARNING CENTER",14,10,71,4,29,0,0,0,0,12,86,12,86,14,100,14,100,10,71,13,93,"Y",0,53,"Licensed","ANGELS IN ACTION LEARNING CENTER","4500 TUTTLE ROAD","ROCKLIN","CA",95677,"(916) 632-1622"
"95",313611142,"PLACER","PRIVATE","LINCOLN","STAR FOSKETT RANCH",14,13,93,0,0,0,0,1,7,14,100,14,100,13,93,14,100,14,100,14,100,"Y",0.0714285714285714,30,"Licensed","STAR FOSKETT RANCH","1561 JOINER PARKWAY","LINCOLN","CA",95648,"(916) 632-8407"
"96",313611245,"PLACER","PRIVATE","ROSEVILLE","ARBOR VIEW MONTESSORI",35,30,86,5,14,0,0,0,0,35,100,35,100,35,100,35,100,35,100,30,86,"Y",0,46,"Licensed","ARBOR VIEW MONTESSORI","7441 FOOTHILLS BLVD #140","ROSEVILLE","CA",95747,"(916) 787-4004"
"97",313611753,"PLACER","PRIVATE","TAHOE CITY","LITTLE SPROUTS DAYCARE",20,18,90,2,10,0,0,0,0,18,90,18,90,20,100,20,100,20,100,20,100,"Y",0,12,"Licensed","LITTLE SPROUTS DAYCARE","2810 LAKE FOREST RD","TAHOE CITY","CA",96145,"(530) 583-7543"
"98",313612041,"PLACER","PRIVATE","ROSEVILLE","MAIDU S.T.A.R",12,11,92,1,8,0,0,0,0,12,100,12,100,12,100,12,100,11,92,12,100,"Y",0,30,"Licensed","MAIDU S.T.A.R","1950 JOHNSON RANCH RD","ROSEVILLE","CA",95661,"(916) 782-8454"
"99",313612042,"PLACER","PRIVATE","GRANITE BAY","OAKHILLS S.T.A.R",29,25,86,4,14,0,0,0,0,26,90,25,86,29,100,29,100,27,93,28,97,"Y",0,54,"Licensed","OAKHILLS S.T.A.R","9233 TWIN SCHOOLS ROAD","GRANITE BAY","CA",95746,"(916) 791-8442"
"100",313614186,"PLACER","PRIVATE","ROCKLIN","HOLY CROSS LUTHERAN PRESCHOOL",52,45,87,4,8,0,0,3,6,46,88,49,94,49,94,50,96,48,92,49,94,"Y",0.0576923076923077,72,"Licensed","HOLY CROSS LUTHERAN PRESCHOOL","4701 GROVE STREET","ROCKLIN","CA",95677,"(916) 624-2123"
"101",313614680,"PLACER","HEAD START","ROSEVILLE","KIDZKOUNT CHILD DEV. CENTER, ROSEVILLE 3",20,19,95,0,0,0,0,1,5,19,95,19,95,19,95,19,95,19,95,19,95,"Y",0.05,26,"Licensed","KIDZKOUNT CHILD DEV. CENTER","814 DARLING WAY","ROSEVILLE","CA",95678,"(530) 885-5437"
"102",313614873,"PLACER","PRIVATE","ROCKLIN","CROSSROADS COMMUNITY PRESCHOOL & KINDERGARTEN",19,0,0,18,95,0,0,1,5,1,5,0,0,17,89,17,89,1,5,17,89,"Y",0.0526315789473684,60,"Licensed","CROSSROADS COMMUNITY PRESCHOOL & KINDERGARTEN","5190 FRONT STREET","ROCKLIN","CA",95677,"(916) 630-8576"
"103",313615677,"PLACER","PRIVATE","COLFAX","COLFAX ELEMENTARY PRESCHOOL",19,15,79,1,5,0,0,3,16,17,89,19,100,16,84,19,100,18,95,18,95,"Y",0.157894736842105,24,"Licensed","COLFAX ELEMENTARY PRESCHOOL","24825 BEN TAYLOR ROAD","COLFAX","CA",95713,"(530) 745-1380"
"104",313615881,"PLACER","PRIVATE","ROCKLIN","MARIA MONTESSORI CHARTER ACADEMY - PRESCHOOL",29,28,97,0,0,0,0,1,3,28,97,28,97,28,97,28,97,28,97,28,97,"Y",0.0344827586206897,32,"Licensed","MARIA MONTESSORI CHARTER ACADEMY - PRESCHOOL","1850 WILDCAT BLVD.","ROCKLIN","CA",95765,"(916) 630-1510"
"105",313615892,"PLACER","PRIVATE","ROCKLIN","DESTINY CHRISTIAN PRE-SCHOOL",128,116,91,2,2,0,0,10,8,121,95,122,95,120,94,124,97,121,95,120,94,"Y",0.078125,120,"Licensed","DESTINY CHRISTIAN PRE-SCHOOL","6900 DESTINY DRIVE","ROCKLIN","CA",95677,"(916) 788-2827"
"106",313616316,"PLACER","PRIVATE","GRANITE BAY","WARNER'S GRANITE BAY COUNTRY DAY SCHOOL",128,88,69,36,28,0,0,4,3,108,84,114,89,108,84,117,91,88,69,110,86,"Y",0.03125,60,"Licensed","WARNERS GRANITE BAY COUNTRY DAY SCHOOL","6015 SEVEN CEDARS PLACE","GRANITE BAY","CA",95746,"(916) 797-0222"
"107",313616319,"PLACER","PRIVATE","AUBURN","CALVARY CHAPEL CHRISTIAN PRESCHOOL",24,16,67,3,13,0,0,5,21,17,71,19,79,21,88,22,92,18,75,20,83,"Y",0.208333333333333,24,"Licensed","CALVARY CHAPEL CHRISTIAN PRESCHOOL","202 DAIRY ROAD","AUBURN","CA",95603,"(530) 885-4726"
"108",313616433,"PLACER","PRIVATE","LOOMIS","STAR LOOMIS",14,12,86,0,0,0,0,2,14,13,93,12,86,12,86,13,93,12,86,12,86,"Y",0.142857142857143,30,"Licensed","STAR LOOMIS","3505 TAYLOR ROAD","LOOMIS","CA",95650,"(916) 660-9488"
"109",313616579,"PLACER","PRIVATE","LOOMIS","SMART START CREATIVE LEARNING CENTER",66,49,74,16,24,0,0,1,2,60,91,63,95,66,100,66,100,51,77,61,92,"Y",0.0151515151515152,30,"Licensed","SMART START CREATIVE LEARNING CENTER","3330 CHISOM TRAIL","LOOMIS","CA",95650,"(916) 303-0851"
"110",313616815,"PLACER","PRIVATE","ROCKLIN","ROCKLIN MONTESSORI",31,26,84,0,0,0,0,5,16,30,97,29,94,28,90,30,97,26,84,28,90,"Y",0.161290322580645,24,"Licensed","ROCKLIN MONTESSORI","5250 5TH STREET","ROCKLIN","CA",95677,"(916) 632-1977"
"111",313616840,"PLACER","PRIVATE","LOOMIS","STAR FRANKLIN PRESCHOOL",17,14,82,2,12,0,0,1,6,17,100,17,100,17,100,16,94,14,82,16,94,"Y",0.0588235294117647,30,"Licensed","STAR FRANKLIN PRESCHOOL","7050 FRANKLIN SCHOOL ROAD","LOOMIS","CA",95650,"(916) 945-6212"
"112",313616856,"PLACER","PUBLIC","LINCOLN","FIRST AND L STREET",45,43,96,2,4,0,0,0,0,43,96,45,100,45,100,43,96,43,96,45,100,"Y",0,24,"Licensed","FIRST AND L STREET","1400 FIRST STREET","LINCOLN","CA",95648,"(916) 945-6330"
"113",313616857,"PLACER","PUBLIC","LINCOLN","CARLIN COPPIN",21,17,81,1,5,0,0,3,14,17,81,18,86,18,86,18,86,18,86,18,86,"Y",0.142857142857143,24,"Licensed","CARLIN COPPIN","150 EAST TWELFTH STREET","LINCOLN","CA",95648,"(916) 945-6390"
"114",313616858,"PLACER","PUBLIC","SHERIDAN","SHERIDAN",16,15,94,0,0,1,6,0,0,15,94,15,94,15,94,15,94,15,94,15,94,"Y",0,24,"Licensed","SHERIDAN","4730 H STREET","SHERIDAN","CA",95681,"(530) 633-2591"
"115",313616859,"PLACER","PRIVATE","KINGS BEACH","TAHOE EXPEDITION ACADEMY",21,8,38,11,52,0,0,2,10,13,62,14,67,13,62,18,86,14,67,14,67,"Y",0.0952380952380952,14,"Licensed","TAHOE EXPEDITION ACADEMY","8651 SPECKLED AVENUE","KINGS BEACH","CA",96143,"(530) 546-5253"
"116",313617034,"PLACER","PRIVATE","ROSEVILLE","ST. ANNA'S PRESCHOOL",25,19,76,0,0,0,0,6,24,25,100,25,100,25,100,25,100,25,100,19,76,"Y",0.24,50,"Licensed","ST. ANNAS PRESCHOOL","1001 STONE CANYON DRIVE","ROSEVILLE","CA",95661,"(916) 772-9304"
"117",313617336,"PLACER","PRIVATE","MEADOW VISTA","MOUNTAIN KIDS PRESCHOOL AND DAYCARE CENTER",12,11,92,1,8,0,0,0,0,12,100,12,100,12,100,12,100,12,100,11,92,"Y",0,25,"Licensed","MOUNTAIN KIDS PRESCHOOL & DAYCARE CENTER","16935 PLACER HILLS ROAD","MEADOW VISTA","CA",95722,"(530) 878-7566"
"118",313617438,"PLACER","PRIVATE","LINCOLN","STERLING MONTESSORI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,58,"Licensed","STERLING MONTESSORI","821 STERLING PARKWAY SUITE 200","LINCOLN","CA",95648,"(650) 430-2072"
"119",340300119,"SACRAMENTO","PRIVATE","SACRAMENTO","CENTRAL NURSERY SCHOOL",16,15,94,0,0,0,0,1,6,15,94,15,94,15,94,15,94,15,94,15,94,"Y",0.0625,16,"Licensed","CENTRAL NURSERY SCHOOL","5265 H STREET","SACRAMENTO","CA",95819,"(916) 451-5330"
"120",340300154,"SACRAMENTO","PUBLIC","RANCHO CORDOVA","CORDOVA COMMUNITY PRE-SCHOOL NURSERY",49,46,94,0,0,0,0,3,6,47,96,47,96,46,94,48,98,47,96,47,96,"Y",0.0612244897959184,52,"Licensed","CORDOVA COMMUNITY PRE-SCHOOL NURSERY","2451 ZINFANDEL DRIVE","RANCHO CORDOVA","CA",95670,"(916) 635-5086"
"121",340300156,"SACRAMENTO","PRIVATE","RANCHO CORDOVA","CORDOVA BAPTIST PRESCHOOL",29,26,90,0,0,0,0,3,10,29,100,29,100,26,90,29,100,29,100,29,100,"Y",0.103448275862069,87,"Licensed","CORDOVA BAPTIST PRESCHOOL","10527 COLOMA ROAD","RANCHO CORDOVA","CA",95670,"(916) 638-5506"
"122",340300201,"SACRAMENTO","PRIVATE","CARMICHAEL","EL RANCHO NURSERY SCHOOL",35,23,66,10,29,0,0,2,6,28,80,30,86,31,89,33,94,27,77,32,91,"Y",0.0571428571428571,62,"Licensed","EL RANCHO NURSERY SCHOOL","5636 EL CAMINO AVE","CARMICHAEL","CA",95608,"(916) 482-8656"
"123",340300246,"SACRAMENTO","PRIVATE","SACRAMENTO","FREMONT NURSERY SCHOOL",103,92,89,1,1,0,0,10,10,100,97,99,96,99,96,101,98,95,92,97,94,"Y",0.0970873786407767,64,"Licensed","FREMONT NURSERY SCHOOL","5770 CARLSON DRIVE","SACRAMENTO","CA",95819,"(916) 456-6854"
"124",340300407,"SACRAMENTO","PRIVATE","FAIR OAKS","LITTLE METHODIST SCHOOL",40,29,73,9,23,0,0,2,5,38,95,40,100,37,93,38,95,36,90,40,100,"Y",0.05,70,"Licensed","LITTLE METHODIST SCHOOL","9849 FAIR OAKS BLVD","FAIR OAKS","CA",95628,"(916) 961-0368"
"125",340300422,"SACRAMENTO","PRIVATE","SACRAMENTO","LUTHERAN CHURCH OF THE GOOD SHEPHERD PRESCHOOL",24,24,100,0,0,0,0,0,0,24,100,24,100,24,100,24,100,24,100,24,100,"Y",0,45,"Licensed","LUTHERAN CHURCH OF THE GOOD SHEPHERD PRESCHOOL","1615 MORSE AVENUE","SACRAMENTO","CA",95864,"(916) 483-0466"
"126",340300459,"SACRAMENTO","PRIVATE","SACRAMENTO","EDU-CARE CENTERS",65,48,74,10,15,0,0,7,11,60,92,61,94,60,92,64,98,61,94,60,92,"Y",0.107692307692308,148,"Licensed","EDU-CARE CENTERS","3541 SAN LUCAS WAY","SACRAMENTO","CA",95864,"(916) 489-1087"
"127",340300591,"SACRAMENTO","PRIVATE","SACRAMENTO","TINY TOTS PRE-SCHOOL",20,20,100,0,0,0,0,0,0,20,100,20,100,20,100,20,100,20,100,20,100,"Y",0,30,"Licensed","TINY TOTS PRE-SCHOOL","1949 BELL STREET","SACRAMENTO","CA",95825,"(916) 925-6673"
"128",340300649,"SACRAMENTO","PRIVATE","SACRAMENTO","ST. MARK'S PRESCHOOL",39,23,59,0,0,8,21,8,21,36,92,37,95,34,87,36,92,35,90,34,87,"Y",0.205128205128205,25,"Licensed","ST. MARKS PRESCHOOL","2391 ST. MARKSS WAY","SACRAMENTO","CA",95864,"(916) 485-6509"
"129",340300650,"SACRAMENTO","PRIVATE","CARMICHAEL","ST MICHAEL'S EPISCOPAL SCHOOL",36,35,97,1,3,0,0,0,0,36,100,35,97,36,100,36,100,35,97,36,100,"Y",0,43,"Licensed","ST MICHAELS EPISCOPAL SCHOOL","2140 MISSION AVE","CARMICHAEL","CA",95608,"(916) 485-3418"
"130",340300765,"SACRAMENTO","PRIVATE","CARMICHAEL","WONDER LAND SCHOOL",30,24,80,4,13,0,0,2,7,25,83,28,93,27,90,29,97,28,93,28,93,"Y",0.0666666666666667,55,"Licensed","WONDER LAND SCHOOL","3300 WALNUT AVENUE","CARMICHAEL","CA",95608,"(916) 481-1798"
"131",340301226,"SACRAMENTO","PRIVATE","CITRUS HEIGHTS","LITTLE FRIENDS LEARNING CENTER",19,17,89,2,11,0,0,0,0,19,100,19,100,19,100,19,100,19,100,17,89,"Y",0,68,"Licensed","LITTLE FRIENDS LEARNING CENTER","7070 WOODMORE OAKS DR","CITRUS HEIGHTS","CA",95610,"(916) 726-5758"
"132",340302052,"SACRAMENTO","PRIVATE","SACRAMENTO","LIBERTY TOWERS CHRISTIAN PRESCHOOL",24,14,58,5,21,0,0,5,21,17,71,14,58,16,67,18,75,14,58,16,67,"Y",0.208333333333333,48,"Licensed","LIBERTY TOWERS CHRISTIAN PRESCHOOL","5132 ELKHORN BLVD","SACRAMENTO","CA",95842,"(916) 332-4070"
"133",340302706,"SACRAMENTO","PRIVATE","SACRAMENTO","TRINITY TOTS",40,36,90,0,0,0,0,4,10,36,90,36,90,36,90,36,90,36,90,36,90,"Y",0.1,153,"Licensed","TRINITY TOTS","5225 HILLSDALE BLVD.","SACRAMENTO","CA",95842,"(916) 331-5656"
"134",340302914,"SACRAMENTO","PRIVATE","RANCHO CORDOVA","KIDS' WORLD LEARNING CENTER",26,24,92,1,4,0,0,1,4,25,96,25,96,25,96,25,96,25,96,25,96,"Y",0.0384615384615385,58,"Licensed","KIDS WORLD LEARNING CENTER","2800 LA LOMA DRIVE","RANCHO CORDOVA","CA",95670,"(916) 363-2800"
"135",340302960,"SACRAMENTO","PRIVATE","SACRAMENTO","COUNTRY OAKS SCHOOL",31,31,100,0,0,0,0,0,0,31,100,31,100,31,100,31,100,31,100,31,100,"Y",0,51,"Licensed","COUNTRY OAKS PRE-SCHOOL","2661 NORTHRUP AVENUE","SACRAMENTO","CA",95864,"(916) 484-1441"
"136",340303096,"SACRAMENTO","PRIVATE","FAIR OAKS","DISCOVERY LEARNING CENTER",28,24,86,3,11,0,0,1,4,26,93,27,96,27,96,27,96,25,89,27,96,"Y",0.0357142857142857,27,"Licensed","DISCOVERY LEARNING CENTER","4444 SAN JUAN AVENUE","FAIR OAKS","CA",95628,"(916) 966-7076"
"137",340303423,"SACRAMENTO","PRIVATE","GALT","NEW HOPE PRESCHOOL",40,28,70,12,30,0,0,0,0,28,70,40,100,40,100,40,100,28,70,28,70,"Y",0,90,"Licensed","NEW HOPE PRESCHOOL","200 NEW HOPE ROAD","GALT","CA",95632,"(209) 745-9122"
"138",340303488,"SACRAMENTO","PRIVATE","SACRAMENTO","DISCOVERY MONTESSORI",30,23,77,0,0,0,0,7,23,27,90,25,83,26,87,26,87,26,87,25,83,"Y",0.233333333333333,24,"Licensed","DISCOVERY MONTESSORI","5613 G STREET","SACRAMENTO","CA",95819,"(916) 739-1462"
"139",340304929,"SACRAMENTO","PRIVATE","SACRAMENTO","PLAYMATE CHILD DEVELOPMENT CENTER",120,117,98,3,3,0,0,0,0,117,98,118,98,120,100,120,100,118,98,120,100,"Y",0,63,"Licensed","PLAYMATE CHILD DEVELOPMENT CENTER","3930 8TH AVENUE","SACRAMENTO","CA",95817,"(916) 451-8870"
"140",340304992,"SACRAMENTO","PRIVATE","SACRAMENTO","CENTENNIAL CHRISTIAN PRE-SCHOOL",71,67,94,0,0,0,0,4,6,70,99,69,97,68,96,69,97,67,94,70,99,"Y",0.0563380281690141,35,"Licensed","CENTENNIAL CHRISTIAN PRE-SCHOOL","5401 FREEPORT BLVD.","SACRAMENTO","CA",95822,"(916) 453-0976"
"141",340305003,"SACRAMENTO","PRIVATE","CARMICHAEL","CHRIST COMMUNITY PRE-SCHOOL",52,48,92,2,4,0,0,2,4,52,100,51,98,52,100,52,100,49,94,52,100,"Y",0.0384615384615385,67,"Licensed","CHRIST COMMUNITY PRE-SCHOOL","5025 MANZANITA AVE","CARMICHAEL","CA",95608,"(916) 331-4977"
"142",340305110,"SACRAMENTO","PRIVATE","SACRAMENTO","PEACE LUTHERAN EARLY CHILDHOOD EDUCATION CENTER",28,27,96,0,0,0,0,1,4,27,96,27,96,27,96,27,96,27,96,27,96,"Y",0.0357142857142857,107,"Licensed","PEACE LUTHERAN EARLY CHILDHOOD EDUCATION CENTER","924 SAN JUAN ROAD","SACRAMENTO","CA",95834,"(916) 927-4060"
"143",340305266,"SACRAMENTO","PRIVATE","SACRAMENTO","SUTTERVILLE PRESCHOOL, INC.",72,67,93,1,1,2,3,2,3,70,97,70,97,70,97,70,97,68,94,70,97,"Y",0.0277777777777778,40,"Licensed","SUTTERVILLE PRESCHOOL","5520 GILGUNN WAY","SACRAMENTO","CA",95822,"(916) 455-9420"
"144",340305545,"SACRAMENTO","PRIVATE","SACRAMENTO","MERRYHILL SCHOOL-EASTERN",44,39,89,5,11,0,0,0,0,43,98,43,98,41,93,41,93,42,95,39,89,"Y",0,112,"Licensed","MERRYHILL SCHOOL-EASTERN","2820 EASTERN AVENUE","SACRAMENTO","CA",95821,"(916) 485-0507"
"145",340305606,"SACRAMENTO","PRIVATE","CITRUS HEIGHTS","ASCENSION PRESCHOOL",20,20,100,0,0,0,0,0,0,20,100,20,100,20,100,20,100,20,100,20,100,"Y",0,54,"Licensed","ASCENSION PRESCHOOL","7607 GARDEN GATE DRIVE","CITRUS HEIGHTS","CA",95621,"(916) 723-8455"
"146",340306342,"SACRAMENTO","PRIVATE","GALT","NHDF CHILD DEVELOPMENT CENTER",34,32,94,2,6,0,0,0,0,32,94,34,100,33,97,33,97,34,100,32,94,"Y",0,60,"Licensed","NHDF CHILD DEVELOPMENT CENTER","600 A STREET","GALT","CA",95632,"(209) 745-2817"
"147",340306383,"SACRAMENTO","HEAD START","CARMICHAEL","MARVIN MARSHALL HEAD START STATE PRESCHOOL",119,110,92,2,2,0,0,7,6,110,92,113,95,112,94,114,96,112,94,112,94,"Y",0.0588235294117647,209,"Licensed","MARVIN MARSHALL CHILDRENS CENTER","5309 KENNETH AVENUE","CARMICHAEL","CA",95608,"(916) 971-7380"
"148",340306384,"SACRAMENTO","HEAD START","SACRAMENTO","HOWE AVE. CHILDREN'S CENTER/HEAD START/P.S.",109,108,99,1,1,0,0,0,0,108,99,108,99,109,100,109,100,108,99,109,100,"Y",0,87,"Licensed","HOWE AVE. CHILDRENS CENTER/HEAD START/P.S.","2404 HOWE AVE.","SACRAMENTO","CA",95825,"(916) 566-2181"
"149",340306385,"SACRAMENTO","PUBLIC","SACRAMENTO","MARIAN ANDERSON CHILD CARE",56,56,100,0,0,0,0,0,0,56,100,56,100,56,100,56,100,56,100,56,100,"Y",0,72,"Licensed","MARIAN ANDERSON CHILD CARE","2850 49TH STREET","SACRAMENTO","CA",95817,"(916) 277-6259"
"150",340306386,"SACRAMENTO","PRIVATE","SACRAMENTO","OAK PARK PRESCHOOL",35,27,77,8,23,0,0,0,0,31,89,35,100,34,97,35,100,31,89,33,94,"Y",0,34,"Licensed","OAK PARK PRESCHOOL","3500 2ND AVENUE","SACRAMENTO","CA",95817,"(916) 451-9498"
"151",340306387,"SACRAMENTO","HEAD START","SACRAMENTO","C.P. HUNTINGTON CHILDREN'S CENTER",83,76,92,4,5,1,1,2,2,81,98,81,98,81,98,79,95,80,96,81,98,"Y",0.0240963855421687,67,"Licensed","C.P. HUNTINGTON CHILDRENS CENTER","5917 26TH STREET","SACRAMENTO","CA",95822,"(916) 433-5438"
"152",340306389,"SACRAMENTO","HEAD START","SACRAMENTO","BRET HARTE CHILDREN'S CENTER",31,27,87,2,6,2,6,0,0,30,97,31,100,30,97,30,97,31,100,30,97,"Y",0,31,"Licensed","BRET HARTE","2761 9TH AVENUE","SACRAMENTO","CA",95818,"(916) 277-6263"
"153",340306403,"SACRAMENTO","HEAD START","SACRAMENTO","WASHINGTON CHILDREN'S CENTER",43,40,93,3,7,0,0,0,0,42,98,43,100,43,100,41,95,43,100,43,100,"Y",0,68,"Licensed","WASHINGTON CHILDRENS CENTER","530 18TH STREET","SACRAMENTO","CA",95814,"(916) 264-4365"
"154",340306413,"SACRAMENTO","PRIVATE","NORTH HIGHLANDS","B.J. JORDAN CHILD CARE PROGRAMS - NORTH HIGHLANDS",43,39,91,1,2,0,0,3,7,39,91,40,93,40,93,40,93,39,91,40,93,"Y",0.0697674418604651,24,"Licensed","B.J. JORDAN CHILD CARE PROGRAMS - NORTH HIGHLANDS","3735 STEPHEN DRIVE","NORTH HIGHLANDS","CA",95660,"(916) 331-0396"
"155",340306418,"SACRAMENTO","PRIVATE","SACRAMENTO","SHILOH ARMS CHILD DEVELOPMENT CENTER",24,24,100,0,0,0,0,0,0,24,100,24,100,24,100,24,100,24,100,24,100,"Y",0,46,"Licensed","SHILOH ARMS CHILD DEVELOPMENT CENTER","3949 23RD AVENUE","SACRAMENTO","CA",95820,"(916) 453-1309"
"156",340307315,"SACRAMENTO","PRIVATE","SACRAMENTO","CAPITAL CHRISTIAN PRESCHOOL",166,160,96,1,1,0,0,5,3,162,98,162,98,161,97,162,98,161,97,162,98,"Y",0.0301204819277108,206,"Licensed","CAPITAL CHRISTIAN PRESCHOOL","9470 MICRON","SACRAMENTO","CA",95827,"(916) 856-5630"
"157",340307875,"SACRAMENTO","PRIVATE","SACRAMENTO","CARDEN SCHOOL OF SACRAMENTO",17,17,100,0,0,0,0,0,0,17,100,17,100,17,100,17,100,17,100,17,100,"Y",0,34,"Licensed","CARDEN SCHOOL OF SACRAMENTO","3020 MARCONI AVE.","SACRAMENTO","CA",95821,"(916) 488-1313"
