"","SchCode","COUNTY","PubPriv","District.x","CITY","Name","Total","UpToDateTot","UpToDatePct","CondTot","CondPct","PMETot","PMEPct","PBETot","PBEPct","DTPTot","DTPPct","PolioTot","PolioPct","MMRTot","MMRPct","HEPBTot","HEPBPct","VariTot","VariPct","REPORTED","PBEPctCalc","CDSCode","County","District.y","School","Street","City","Zip","State","Phone","AdmFName1","AdmLName1","AdmEmail1"
"65",120477,"EL DORADO","PUBLIC","SBC - ASPIRE PUBLIC SCHOOLS","HUNTINGTON PARK","ASPIRE TITAN ACADEMY",44,44,100,0,0,0,0,0,0,44,100,44,100,44,100,44,100,44,100,"Y",0,"19647330120477","Los Angeles","Los Angeles Unified","Aspire Titan Academy","6720 South Alameda Street","Huntington Park","90255","CA","(323) 583-5421","Roberta","Benjamin","roberta.benjamin@aspirepublicschools.org"
"66",121244,"PLACER","PUBLIC","ROCKLIN UNIFIED","ROCKLIN","SUNSET RANCH ELEMENTARY",106,97,92,3,3,0,0,6,6,98,92,98,92,99,93,98,92,97,92,"Y",0.0566037735849057,"31750850121244","Placer","Rocklin Unified","Sunset Ranch Elementary","2500 Bridlewood Drive","Rocklin","95765","CA","(916) 624-2048","James","Trimble","jtrimble@rocklin.k12.ca.us"
"67",121418,"PLACER","PUBLIC","LOOMIS UNION ELEMENTARY","ROSEVILLE","JOHN ADAMS ACADEMY",80,49,61,18,23,0,0,13,16,49,61,49,61,49,61,62,78,61,76,"Y",0.1625,"31668450121418","Placer","Loomis Union Elementary","John Adams Academy","One Sierragate Plaza","Roseville","95678-5423","CA","(916) 780-6800","Millie","Happoldt","millie.happoldt@johnadamsacademy.com"
"68",121541,"EL DORADO","PUBLIC","SBC - ASPIRE PUBLIC SCHOOLS","STOCKTON","ASPIRE APEX ACADEMY",24,24,100,0,0,0,0,0,0,24,100,24,100,24,100,24,100,24,100,"Y",0,"39686760121541","San Joaquin","Stockton Unified","Aspire APEX Academy","444 North American Street","Stockton","95202-2129","CA","(209) 466-3861","Kat","Ellison","delphine.sherman@aspirepublicschools.org"
"69",121566,"EL DORADO","PUBLIC","BLACK OAK MINE UNIFIED","GEORGETOWN","AMERICAN RIVER CHARTER",20,10,50,5,25,0,0,5,25,14,70,11,55,12,60,14,70,15,75,"Y",0.25,"9737830121566","El Dorado","Black Oak Mine Unified","American River Charter","6620 Wentworth Springs Road","Georgetown","95634","CA","(530) 333-8340","Susan","Whittington","swhittington@bomusd.org"
"70",121608,"PLACER","PUBLIC","NEWCASTLE ELEMENTARY","NEWCASTLE","HARVEST RIDGE COOPERATIVE CHARTER",12,6,50,0,0,0,0,6,50,6,50,6,50,6,50,6,50,6,50,"Y",0.5,"31668520121608","Placer","Newcastle Elementary","Harvest Ridge Cooperative Charter/Placer Academy","9050 Old State Highway","Newcastle","95658-9515","CA","(916) 259-1425","Janet","Sutton","jsutton@harvestridgeschool.org"
"71",121624,"PLACER","PUBLIC","TAHOE-TRUCKEE JOINT UNIFIED","TRUCKEE","SIERRA EXPEDITIONARY LEARNING",22,18,82,1,5,0,0,3,14,18,82,19,86,18,82,19,86,18,82,"Y",0.136363636363636,"31669440121624","Placer","Tahoe-Truckee Unified","Sierra Expeditionary Learning","11603 Donner Pass Road","Truckee","96161-4951","CA","(530) 414-5326","David","Manahan","dmanahan@truckeecharterschool.org"
"72",121632,"YUBA","PUBLIC","MARYSVILLE JOINT UNIFIED","MARYSVILLE","PARAGON COLLEGIATE ACADEMY",19,17,89,0,0,1,5,1,5,17,89,17,89,17,89,17,89,17,89,"Y",0.0526315789473684,"58727360121632","Yuba","Marysville Joint Unified","Paragon Collegiate Academy","1608 Sampson Street","Marysville","95901-4314","CA","(530) 742-2505","Lisa","Reese","lreese@paragoncollegiateacademy.org"
"73",121665,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","YAV PEM SUAB ACADEMY - PREPARING FOR THE FUTURE CH",69,56,81,13,19,0,0,0,0,60,87,59,86,58,84,67,97,67,97,"Y",0,"34674390121665","Sacramento","Sacramento City Unified","Yav Pem Suab Academy - Preparing for the Future Charter","7555 South Land Park Drive","Sacramento","95831-3863","CA","(916) 433-5057","Vince","Xiong","vince-xiong@scusd.edu"
"74",121749,"YOLO","PUBLIC","WOODLAND JOINT UNIFIED","KNIGHTS LANDING","SCIENCE & TECHNOLOGY ACADEMY AT KNIGHTS LANDING",42,38,90,1,2,0,0,3,7,39,93,39,93,39,93,38,90,39,93,"Y",0.0714285714285714,"57727100121749","Yolo","Woodland Joint Unified","Science & Technology Academy at Knights Landing","9544 Mill Street","Knights Landing","95645","CA","(530) 735-6435","Barbara","Herms","barbara.herms@wjusd.org"
"75",122507,"PLACER","PUBLIC","WESTERN PLACER UNIFIED","LINCOLN","PARTNERSHIP FOR STUDENT CENTERED LEARNING",93,63,68,3,3,0,0,27,29,66,71,63,68,66,71,66,71,66,71,"Y",0.290322580645161,"31669510122507","Placer","Western Placer Unified","Partnerships for Student-Centered Learning","2800 Nicolaus Road, Suite 100","Lincoln","95648-1757","CA","(916) 408-5200","Craig","Heimbichner","cheimbichner@hcs.k12.ca.us"
"76",122648,"PLACER","PUBLIC","PLACER HILLS UNION ELEMENTARY","MEADOW VISTA","SIERRA HILLS ARTS AND SCIENCES CHARTER ACADEMY",14,14,100,0,0,0,0,0,0,14,100,14,100,14,100,14,100,14,100,"Y",0,"31668860122648","Placer","Placer Hills Union Elementary","Sierra Hills Arts and Sciences Charter Academy","16505 Placer Hills Road","Meadow Vista","95722","CA","","","",""
"77",123521,"EL DORADO","PUBLIC","EL DORADO COUNTY OFFICE OF EDUCATION","EL DORADO","CHARTER ALTERNATIVE PROGRAM (CAP)",10,3,30,1,10,0,0,6,60,4,40,4,40,4,40,3,30,4,40,"Y",0.6,"9100900123521","El Dorado","El Dorado County Office of Education","Charter Alternative Program (CAP)","6520 Oak Dell Road","El Dorado","95623-4322","CA","(530) 622-6984","David","Publicover","dpublicover@edcoe.org"
"78",123901,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","CAPITOL COLLEGIATE ACADEMY",67,54,81,13,19,0,0,0,0,62,93,62,93,61,91,65,97,66,99,"Y",0,"34674390123901","Sacramento","Sacramento City Unified","Capitol Collegiate Academy","2118 Meadowview Road","Sacramento","95832-1212","CA","(916) 508-6634","Cristin","Fiorelli","cfiorelli@capitolcollegiate.org"
"79",124651,"SACRAMENTO","PUBLIC","SACRAMENTO COUNTY OFFICE OF EDUCATION","SACRAMENTO","FORTUNE",165,138,84,25,15,0,0,2,1,143,87,145,88,144,87,161,98,162,98,"Y",0.0121212121212121,"34103480124651","Sacramento","Sacramento County Office of Education","Fortune","6829 Stockton Boulevard, # 380-C","Sacramento","95823","CA","(916) 287-4470","Odisa","Nyong","onyong@fortuneschool.us"
"80",124875,"YOLO","PUBLIC","WASHINGTON UNIFIED","WEST SACRAMENTO","SACRAMENTO VALLEY CHARTER",32,32,100,0,0,0,0,0,0,32,100,32,100,32,100,32,100,32,100,"Y",0,"57726940124875","Yolo","Washington Unified","Sacramento Valley Charter","2399 Sellers Way","West Sacramento","95691-3046","CA","(916) 596-6422","Jane","Egashira","janes.svcs@gmail.com"
"81",126664,"PLACER","PUBLIC","AUBURN UNION ELEMENTARY","AUBURN","ALTA VISTA COMMUNITY CHARTER",27,16,59,9,33,0,0,2,7,19,70,19,70,25,93,22,81,22,81,"Y",0.0740740740740741,"31667870126664","Placer","Auburn Union Elementary","Alta Vista Community Charter","173 Oak Street","Auburn","95603","CA","(530) 745-1220","Patricia","Leftridge","pleftridge@auburn.k12.ca.us"
"82",1034001,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","BOWLING GREEN ELEMENTARY (KEN MCCOY ACADEMY)",64,45,70,19,30,0,0,0,0,47,73,49,77,48,75,61,95,60,94,"Y",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",3130168,"PLACER","PUBLIC","WESTERN PLACER UNIFIED","LINCOLN","HORIZON CHARTER SCHOOL",57,32,56,0,0,0,0,25,44,32,56,32,56,32,56,32,56,32,56,"Y",0.43859649122807,"31669513130168","Placer","Western Placer Unified","Horizon Charter","2800 Nicolaus Road, Suite 100","Lincoln","95648-1757","CA","(916) 408-5200","Craig","Heimbichner","cheimbichner@hcs.k12.ca.us"
"84",3130234,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","DIAMOND CREEK ELEMENTARY",86,79,92,0,0,0,0,7,8,79,92,79,92,79,92,79,92,79,92,"Y",0.0813953488372093,"31669103130234","Placer","Roseville City Elementary","Diamond Creek Elementary","3151 Hopscotch Way","Roseville","95747-7163","CA","(916) 771-1760","Martin","Brown","martinb@rcsdk8.org"
"85",3130242,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","STONERIDGE ELEMENTARY",61,55,90,0,0,0,0,6,10,55,90,55,90,55,90,55,90,55,90,"Y",0.0983606557377049,"31669103130242","Placer","Roseville City Elementary","Stoneridge Elementary","2501 Alexandra Drive","Roseville","95661-4087","CA","(916) 771-1830","Brandon","Blom","bblom@rcsdk8.org"
"86",3430659,"SACRAMENTO","PUBLIC","NATOMAS UNIFIED","SACRAMENTO","NATOMAS CHARTER",104,80,77,18,17,0,0,6,6,92,88,95,91,87,84,96,92,97,93,"Y",0.0576923076923077,"34752833430659","Sacramento","Natomas Unified","Natomas Charter","4600 Blackrock Drive","Sacramento","95835","CA","(916) 928-5353","Ting","Sun","tsun@natomascharter.org"
"87",3430717,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CARMICHAEL","VISIONS IN EDUCATION",290,180,62,36,12,0,0,74,26,197,68,199,69,199,69,207,71,213,73,"Y",0.255172413793103,"34674473430717","Sacramento","San Juan Unified","Visions In Education","4800 Manzanita Avenue, Suite 7","Carmichael","95608-0842","CA","(916) 971-5331","Jody","Graf","jgraf@sanjuan.edu"
"88",5130125,"SUTTER","PUBLIC","YUBA CITY UNIFIED","YUBA CITY","YUBA CITY CHARTER",21,16,76,2,10,0,0,3,14,18,86,18,86,16,76,18,86,18,86,"Y",0.142857142857143,"51714645130125","Sutter","Yuba City Unified","Yuba City Charter","256 Wilbur Avenue","Yuba City","95991","CA","(530) 822-9667","James","Ferreira","j.ferreira@yubacitycharter.com"
"89",6005466,"EL DORADO","PUBLIC","BUCKEYE UNION ELEMENTARY","SHINGLE SPRINGS","BUCKEYE ELEM.",56,46,82,6,11,1,2,3,5,46,82,46,82,48,86,52,93,51,91,"Y",0.0535714285714286,"9618386005466","El Dorado","Buckeye Union Elementary","Buckeye Elementary","4561 Buckeye Road","Shingle Springs","95682","CA","(530) 677-2277","Deedra","Devine","ddevine@buckeyeusd.org"
"90",6005474,"EL DORADO","PUBLIC","BUCKEYE UNION ELEMENTARY","EL DORADO HILLS","BROOKS (WILLIAM) ELEM.",76,74,97,0,0,0,0,2,3,74,97,74,97,74,97,74,97,74,97,"Y",0.0263157894736842,"9618386005474","El Dorado","Buckeye Union Elementary","William Brooks Elementary","3610 Park Drive","El Dorado Hills","95762-4544","CA","(916) 933-6618","Kathi","Jensen","kjensen@buckeyeusd.org"
"91",6005482,"EL DORADO","PUBLIC","CAMINO UNION ELEMENTARY","CAMINO","CAMINO ELEM.",61,51,84,1,2,0,0,9,15,51,84,51,84,52,85,52,85,52,85,"Y",0.147540983606557,"9618466005482","El Dorado","Camino Union Elementary","Camino Elementary","3060 Snows Road","Camino","95709","CA","(530) 644-2204","Daylin","Boyd","dboyd@caminoschool.org"
"92",6005490,"EL DORADO","PUBLIC","BLACK OAK MINE UNIFIED","GEORGETOWN","GEORGETOWN ELEM.",35,28,80,5,14,0,0,2,6,28,80,28,80,28,80,32,91,32,91,"Y",0.0571428571428571,"9737836005490","El Dorado","Black Oak Mine Unified","Georgetown Elementary","6530 Wentworth Springs Road","Georgetown","95634","CA","(530) 333-8320","Michael","Bose","mbose@bomusd.org"
"93",6005508,"EL DORADO","PUBLIC","GOLD OAK UNION ELEMENTARY","PLACERVILLE","GOLD OAK ELEM.",45,43,96,1,2,0,0,1,2,43,96,44,98,43,96,44,98,43,96,"Y",0.0222222222222222,"9618796005508","El Dorado","Gold Oak Union Elementary","Gold Oak Elementary","3171 Pleasant Valley Road","Placerville","95667","CA","(530) 626-3160","Shirleen","MacKenzie","smackenzie@gousd.org"
"94",6005540,"EL DORADO","PUBLIC","LAKE TAHOE UNIFIED","SO. LAKE TAHOE","BIJOU COMMUNITY SCHOOL",127,108,85,15,12,0,0,4,3,110,87,110,87,114,90,118,93,120,94,"Y",0.031496062992126,"9619036005540","El Dorado","Lake Tahoe Unified","Bijou Community","3501 Spruce Avenue","South Lake Tahoe","96150-8317","CA","(530) 543-2337","Cindy","Martinez","cmartinez@ltusd.org"
"95",6005573,"EL DORADO","PUBLIC","LAKE TAHOE UNIFIED","SO. LAKE TAHOE","TAHOE VALLEY ELEM.",91,85,93,3,3,0,0,3,3,85,93,85,93,85,93,85,93,85,93,"Y",0.032967032967033,"9619036005573","El Dorado","Lake Tahoe Unified","Tahoe Valley Elementary","943 Tahoe Island Drive","South Lake Tahoe","96150-4200","CA","(530) 543-2350","Christina","Grubbs","cgrubbs@ltusd.org"
"96",6005623,"EL DORADO","PUBLIC","BLACK OAK MINE UNIFIED","COOL","NORTHSIDE ELEM.",64,55,86,2,3,0,0,7,11,56,88,56,88,56,88,57,89,57,89,"Y",0.109375,"9737836005623","El Dorado","Black Oak Mine Unified","Northside Elementary","860 Cave Valley Road","Cool","95614-9441","CA","(530) 333-8355","Wendy","Westsmith","wwestsmith@bomusd.org"
"97",6005631,"EL DORADO","PUBLIC","PIONEER UNION ELEMENTARY","SOMERSET","PIONEER ELEM.",22,20,91,1,5,0,0,1,5,20,91,20,91,20,91,21,95,21,95,"Y",0.0454545454545455,"9619456005631","El Dorado","Pioneer Union Elementary","Pioneer Elementary","6862 Mount Aukum Road","Somerset","95684-0008","CA","(530) 620-7210","Lisa","Fontana","lfontana@pioneer.k12.ca.us"
"98",6005656,"EL DORADO","PUBLIC","PLACERVILLE UNION ELEMENTARY","PLACERVILLE","SCHNELL (LOUISIANA) ELEM.",125,106,85,12,10,0,0,7,6,108,86,108,86,107,86,117,94,118,94,"Y",0.056,"9619526005656","El Dorado","Placerville Union Elementary","Louisiana Schnell Elementary","2871 Schnell School Road","Placerville","95667-4935","CA","(530) 622-6244","Patrick","Paturel","ppaturel@pusdk8.us"
"99",6005664,"EL DORADO","PUBLIC","PLACERVILLE UNION ELEMENTARY","PLACERVILLE","SIERRA ELEM.",75,60,80,9,12,1,1,5,7,64,85,64,85,64,85,66,88,68,91,"Y",0.0666666666666667,"9619526005664","El Dorado","Placerville Union Elementary","Sierra Elementary","1100 Thompson Way","Placerville","95667-5726","CA","(530) 622-0814","Natalie","Miller","nmiller@pusd.k12.ca.us"
"100",6005680,"EL DORADO","PUBLIC","POLLOCK PINES ELEMENTARY","POLLOCK PINES","PINEWOOD ELEM.",73,62,85,2,3,0,0,9,12,63,86,63,86,62,85,64,88,64,88,"Y",0.123287671232877,"9619606005680","El Dorado","Pollock Pines Elementary","Pinewood Elementary","6181 Pine Street","Pollock Pines","95726-9608","CA","(530) 644-2384","Brent","Malicote","bmalicote@ppesd.org"
"101",6005706,"EL DORADO","PUBLIC","RESCUE UNION ELEMENTARY","EL DORADO HILLS","JACKSON ELEM.",78,65,83,1,1,0,0,12,15,66,85,66,85,65,83,66,85,66,85,"Y",0.153846153846154,"9619786005706","El Dorado","Rescue Union Elementary","Jackson Elementary","2561 Francisco Drive","El Dorado Hills","95762-8201","CA","(916) 933-1828","Michele","Miller","mmiller@rescueusd.org"
"102",6005714,"EL DORADO","PUBLIC","RESCUE UNION ELEMENTARY","RESCUE","RESCUE ELEM.",74,59,80,0,0,0,0,15,20,59,80,59,80,59,80,59,80,59,80,"Y",0.202702702702703,"9619786005714","El Dorado","Rescue Union Elementary","Rescue Elementary","3880 Green Valley Road","Rescue","95672-9403","CA","(530) 677-2720","Susan","Yakich","syakich@rescueusd.org"
"103",6031009,"PLACER","PUBLIC","ACKERMAN ELEMENTARY","AUBURN","BOWMAN ELEM.",71,58,82,12,17,0,0,1,1,63,89,62,87,62,87,67,94,67,94,"Y",0.0140845070422535,"31667616031009","Placer","Ackerman Charter","Bowman Charter","13777 Bowman Road","Auburn","95603-3147","CA","(530) 885-1974","Gary","Yee","gyee@bowmancharter.org"
"104",6031017,"PLACER","PUBLIC","ALTA-DUTCH FLAT UNION ELEMENTARY","ALTA","ALTA-DUTCH FLAT ELEM.",12,9,75,2,17,0,0,1,8,10,83,10,83,9,75,11,92,11,92,"Y",0.0833333333333333,"31667796031017","Placer","Alta-Dutch Flat Union Elementary","Alta-Dutch Flat Elementary","34050 Alta-Bonny Nook Road","Alta","95701-9999","CA","(530) 389-8283","Lisa","Graham","lgraham@alta.k12.ca.us"
"105",6031058,"PLACER","PUBLIC","AUBURN UNION ELEMENTARY","AUBURN","ROCK CREEK ELEM.",68,53,78,15,22,0,0,0,0,57,84,56,82,54,79,66,97,68,100,"Y",0,"31667876031058","Placer","Auburn Union Elementary","Rock Creek Elementary","3050 Bell Road","Auburn","95603-7849","CA","(530) 885-5189","Suzanne","Flint","sflint@auburn.k12.ca.us"
"106",6031066,"PLACER","PUBLIC","COLFAX ELEMENTARY","COLFAX","COLFAX ELEM.",38,35,92,1,3,0,0,2,5,35,92,35,92,35,92,36,95,36,95,"Y",0.0526315789473684,"31667956031066","Placer","Colfax Elementary","Colfax Elementary","24825 Ben Taylor Road","Colfax","95713","CA","(530) 346-2202","Anne","Stone","astone@colfax.k12.ca.us"
"107",6031074,"PLACER","PUBLIC","DRY CREEK JOINT ELEMENTARY","ROSEVILLE","DRY CREEK ELEM.",70,60,86,1,1,0,0,9,13,60,86,61,87,61,87,61,87,61,87,"Y",0.128571428571429,"31668036031074","Placer","Dry Creek Joint Elementary","Dry Creek Elementary","2955 PFE Road","Roseville","95747-9105","CA","(916) 770-8809","Tracy","Robinson","trobinson@drycreek.k12.ca.us"
"108",6031108,"PLACER","PUBLIC","EUREKA UNION","GRANITE BAY","GREENHILLS ELEM.",112,93,83,5,4,0,0,14,13,95,85,95,85,93,83,98,88,98,88,"Y",0.125,"31668296031108","Placer","Eureka Union","Greenhills Elementary","8200 Greenhills Way","Granite Bay","95746-4300","CA","(916) 791-4230","Peter","Towne","ptowne@eureka-usd.k12.ca.us"
"109",6031116,"PLACER","PUBLIC","FORESTHILL UNION ELEMENTARY","FORESTHILL","FORESTHILL ELEM.",62,46,74,6,10,1,2,9,15,46,74,46,74,46,74,52,84,52,84,"Y",0.145161290322581,"31668376031116","Placer","Foresthill Union Elementary","Foresthill Divide","22888 Foresthill Road","Foresthill","95631-9216","CA","(530) 367-3782","Shannon","Jacinto","sjacinto@fusd.org"
"110",6031124,"PLACER","PUBLIC","LOOMIS UNION ELEMENTARY","LOOMIS","FRANKLIN ELEM.",48,42,88,4,8,0,0,2,4,45,94,44,92,44,92,46,96,46,96,"Y",0.0416666666666667,"31668456031124","Placer","Loomis Union Elementary","Franklin Elementary","7050 Franklin School Road","Loomis","95650-8952","CA","(916) 652-1818","Cindy","Uptain","cuptain@loomis-usd.k12.ca.us"
"111",6031132,"PLACER","PUBLIC","LOOMIS UNION ELEMENTARY","LOOMIS","LOOMIS ELEM.",29,26,90,0,0,0,0,3,10,26,90,26,90,26,90,26,90,26,90,"Y",0.103448275862069,"31668456031132","Placer","Loomis Union Elementary","Loomis Elementary","3505 Taylor Road","Loomis","95650","CA","(916) 652-1824","Rick","Judd","rjudd@loomis-usd.k12.ca.us"
"112",6031140,"PLACER","PUBLIC","LOOMIS UNION ELEMENTARY","LOOMIS","PLACER ELEM.",62,54,87,1,2,0,0,7,11,55,89,55,89,54,87,54,87,55,89,"Y",0.112903225806452,"31668456031140","Placer","Loomis Union Elementary","Placer Elementary","8650 Horseshoe Bar Road","Loomis","95650","CA","(916) 652-1830","Carolyn","Cowles","ccowles@loomis-usd.k12.ca.us"
"113",6031157,"PLACER","PUBLIC","NEWCASTLE ELEMENTARY","NEWCASTLE","NEWCASTLE ELEM.",19,17,89,2,11,0,0,0,0,17,89,17,89,17,89,18,95,18,95,"Y",0,"31668526031157","Placer","Newcastle Elementary","Newcastle Elementary","8951 Valley View Drive","Newcastle","95658","CA","(916) 663-3307","Kris","Knutson","kknutson@newcastle.k12.ca.us"
"114",6031165,"PLACER","PUBLIC","LOOMIS UNION ELEMENTARY","NEWCASTLE","OPHIR ELEM.",25,22,88,0,0,0,0,3,12,22,88,22,88,22,88,22,88,22,88,"Y",0.12,"31668456031165","Placer","Loomis Union Elementary","Ophir Elementary","1373 Lozanos Road","Newcastle","95658-9660","CA","(530) 885-3495","Mary","Zaun","mzaun@ophir-usd.k12.ca.us"
"115",6031173,"PLACER","PUBLIC","LOOMIS UNION ELEMENTARY","PENRYN","PENRYN ELEM.",22,20,91,1,5,0,0,1,5,21,95,21,95,20,91,21,95,21,95,"Y",0.0454545454545455,"31668456031173","Placer","Loomis Union Elementary","Penryn Elementary","6885 English Colony Way","Penryn","95663-9531","CA","(916) 663-3993","Cara","Alfonso","calfonso@loomis-usd.k12.ca.us"
"116",6031207,"PLACER","PUBLIC","ROCKLIN UNIFIED","ROCKLIN","PARKER WHITNEY ELEM.",58,51,88,0,0,0,0,7,12,51,88,51,88,51,88,51,88,51,88,"Y",0.120689655172414,"31669026031207","Placer","Rocklin Elementary","Parker Whitney Elementary","5145 Topaz Avenue","Rocklin","95677","CA","","","",""
"117",6031207,"PLACER","PUBLIC","ROCKLIN UNIFIED","ROCKLIN","PARKER WHITNEY ELEM.",58,51,88,0,0,0,0,7,12,51,88,51,88,51,88,51,88,51,88,"Y",0.120689655172414,"31750856031207","Placer","Rocklin Unified","Parker Whitney Elementary","5145 Topaz Avenue","Rocklin","95677-2232","CA","(916) 624-2491","Denny","Rush","drush@rocklin.k12.ca.us"
"118",6031215,"PLACER","PUBLIC","ROCKLIN UNIFIED","ROCKLIN","ROCKLIN ELEM.",72,68,94,0,0,0,0,4,6,68,94,68,94,68,94,68,94,68,94,"Y",0.0555555555555556,"31669026031215","Placer","Rocklin Elementary","Rocklin Elementary","5025 Meyers Street","Rocklin","95677","CA","","","",""
"119",6031215,"PLACER","PUBLIC","ROCKLIN UNIFIED","ROCKLIN","ROCKLIN ELEM.",72,68,94,0,0,0,0,4,6,68,94,68,94,68,94,68,94,68,94,"Y",0.0555555555555556,"31750856031215","Placer","Rocklin Unified","Rocklin Elementary","5025 Meyers Street","Rocklin","95677-2811","CA","(916) 624-3311","Amanda","Makis","amakis@rocklin.k12.ca.us"
"120",6031223,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","CIRBY ELEM.",58,54,93,4,7,0,0,0,0,57,98,58,100,55,95,57,98,58,100,"Y",0,"31669106031223","Placer","Roseville City Elementary","George Cirby Elementary","814 Darling Way","Roseville","95678-4419","CA","(916) 771-1730","Karen","Quinlan","karenq@rcsdk8.org"
"121",6031231,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","CRESTMONT ELEM.",45,42,93,2,4,0,0,1,2,44,98,44,98,43,96,43,96,44,98,"Y",0.0222222222222222,"31669106031231","Placer","Roseville City Elementary","Crestmont Elementary","1501 Sheridan Avenue","Roseville","95661-5724","CA","(916) 771-1750","Richard","Sorenson","richards@rcsdk8.org"
"122",6031256,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","KASEBERG ELEM.",56,49,88,6,11,0,0,1,2,54,96,55,98,51,91,55,98,55,98,"Y",0.0178571428571429,"31669106031256","Placer","Roseville City Elementary","William Kaseberg Elementary","1040 Main Street","Roseville","95678-2067","CA","(916) 771-1790","Tu","Carroz","tcarroz@rcsdk8.org"
"123",6031264,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","SIERRA GARDENS ELEM.",58,54,93,4,7,0,0,0,0,57,98,57,98,56,97,57,98,58,100,"Y",0,"31669106031264","Placer","Roseville City Elementary","Sierra Gardens Elementary","711 Oakridge Drive","Roseville","95661-3525","CA","","","",""
"124",6031280,"PLACER","PUBLIC","ROSEVILLE CITY ELEMENTARY","ROSEVILLE","WOODBRIDGE ELEM.",57,51,89,3,5,0,0,3,5,52,91,52,91,51,89,54,95,54,95,"Y",0.0526315789473684,"31669106031280","Placer","Roseville City Elementary","Bradford Woodbridge Fundamental Elementary","515 Niles Avenue","Roseville","95678-1543","CA","(916) 771-1850","Kari","Hazen","khazen@rcsdk8.org"
"125",6031306,"PLACER","PUBLIC","TAHOE-TRUCKEE JOINT UNIFIED","KINGS BEACH","KINGS BEACH ELEM.",101,50,50,39,39,0,0,12,12,60,59,58,57,61,60,80,79,81,80,"Y",0.118811881188119,"31669446031306","Placer","Tahoe-Truckee Unified","Kings Beach Elementary","8125 Steelhead","Kings Beach","96161-4951","CA","(530) 546-2605","Eileen","Fahrner","efahrner@ttusd.org"
"126",6031314,"PLACER","PUBLIC","TAHOE-TRUCKEE JOINT UNIFIED","TAHOE CITY","TAHOE LAKE ELEM.",77,37,48,37,48,0,0,3,4,42,55,42,55,39,51,65,84,63,82,"Y",0.038961038961039,"31669446031314","Placer","Tahoe-Truckee Unified","Tahoe Lake Elementary","375 Grove Street","Tahoe City","96161-4951","CA","(530) 583-3010","Stephanie","Welsh","swelsh@ttusd.org"
"127",6031322,"PLACER","PUBLIC","TAHOE-TRUCKEE JOINT UNIFIED","TRUCKEE","TRUCKEE ELEM.",115,94,82,18,16,0,0,3,3,96,83,97,84,98,85,105,91,106,92,"Y",0.0260869565217391,"31669446031322","Placer","Tahoe-Truckee Unified","Truckee Elementary","11911 Donner Pass Road","Truckee","96161-4951","CA","(530) 582-2650","Valerie","Simpson","vsimpson@ttusd.org"
"128",6031363,"PLACER","PUBLIC","WESTERN PLACER UNIFIED","SHERIDAN","SHERIDAN ELEM.",15,9,60,3,20,0,0,3,20,9,60,10,67,10,67,11,73,11,73,"Y",0.2,"31669516031363","Placer","Western Placer Unified","Sheridan","4730 H Street","Sheridan","95681-0268","CA","(530) 633-2591","Melissa","Willes","mwilles@wpusd.k12.ca.us"
"129",6032890,"SACRAMENTO","PUBLIC","ARCOHE UNION ELEMENTARY","HERALD","ARCOHE ELEM.",49,43,88,0,0,0,0,6,12,43,88,43,88,43,88,43,88,43,88,"Y",0.122448979591837,"34672806032890","Sacramento","Arcohe Union Elementary","Arcohe Elementary","11755 Ivie Road","Herald","95638-8317","CA","(209) 748-2313","Jim","Shock","super@arcohe.net"
"130",6032908,"SACRAMENTO","PUBLIC","CENTER JOINT UNIFIED","ANTELOPE","ARTHUR S. DUDLEY ELEM.",95,81,85,1,1,0,0,13,14,81,85,81,85,81,85,81,85,82,86,"Y",0.136842105263158,"34739736032908","Sacramento","Center Joint Unified","Arthur S. Dudley Elementary","8000 Aztec Way","Antelope","95843-4486","CA","(916) 338-6470","Steve","Jackson","sjackson@centerusd.org"
"131",6032908,"SACRAMENTO","PUBLIC","CENTER JOINT UNIFIED","ANTELOPE","ARTHUR S. DUDLEY ELEM.",95,81,85,1,1,0,0,13,14,81,85,81,85,81,85,81,85,82,86,"Y",0.136842105263158,"34672986032908","Sacramento","Center Joint Elementary","Dudley (Arthur S.) Elementary","8000 Aztec Way","North Highlands","95660","CA","","","",""
