"","FacNum","County","Type","City.x","Name.x","Total","VacTot","VacPct","CondTot","CondPct","PMETot","PMEPct","PBETot","PBEPct","DTPTot","DTPPct","PolioTot","PolioPct","MMRTot","MMRPct","HIBTot","HIBPct","HepBTot","HepBPct","VariTot","VariPct","ReportYN","PBEPctCalc","Capacity","LicStatus","Name.y","Address","City.y","State","Zipcode","Telephone","lon","lat"
"75",310312516,"PLACER","PRIVATE","LOOMIS","PENRYN OAKS PRESCHOOL",26,"26",100,0,0,0,0,0,0,26,100,26,100,26,100,26,100,26,100,26,100,"'Y'",0,36,"Licensed","PENRYN OAKS PRESCHOOL","3415 PENRYN RD","LOOMIS","CA",95650,"(916) 652-9707",-121.167977,38.828193
"76",310313323,"PLACER","PRIVATE","ROSEVILLE","AMERICAN MONTESSORI ACADEMY",74,"74",100,0,0,0,0,2,3,72,97,72,97,72,97,72,97,72,97,72,97,"'Y'",0.027027027027027,128,"Licensed","AMERICAN MONTESSORI ACADEMY","1050 DOUGLAS BLVD","ROSEVILLE","CA",95678,"(916) 786-3636",-121.276699,38.743651
"77",310315208,"PLACER","PRIVATE","LINCOLN","KIDDY CORNER PRESCHOOL DAY CARE",12,"12",100,0,0,0,0,0,0,12,100,12,100,12,100,12,100,12,100,12,100,"'Y'",0,30,"Licensed","KIDDY CORNER PRESCHOOL/DAY CARE","1390 - 5TH STREET","LINCOLN","CA",95648,"(916) 645-2643",-121.301367,38.892045
"78",310316182,"PLACER","PRIVATE","LOOMIS","LITTLE ORCHARD PRESCHOOL",35,"35",100,0,0,0,0,5,14,33,94,32,91,32,91,33,94,32,91,30,86,"'Y'",0.142857142857143,43,"Licensed","LITTLE ORCHARD PRESCHOOL","5895 BRACE ROAD","LOOMIS","CA",95650,"(916) 652-4973",-121.19347,38.81084
"79",310317222,"PLACER","PRIVATE","AUBURN","SIERRA PRESCHOOL NURSERY",30,"29",97,1,3,0,0,8,27,24,80,24,80,22,73,25,83,23,77,22,73,"'Y'",0.266666666666667,18,"Licensed","SIERRA PRESCHOOL NURSERY","13315 LUTHER RD","AUBURN","CA",95603,"(530) 823-3557",-121.059898,38.92825
"80",310318276,"PLACER","HEAD START","LINCOLN","+ACI-KIDZKOUNT CHILD DEVELOPMENT CENTER",39,"38",97,1,3,0,0,1,3,37,95,38,97,37,95,38,97,38,97,38,97,"'Y'",0.0256410256410256,25,"Licensed","KIDZKOUNT CHILD DEVELOPMENT CENTER","150 E 12TH STREET","LINCOLN","CA",95648,"(916) 645-1051",-121.2835836,38.90105
"81",310318500,"PLACER","PUBLIC","KINGS BEACH","+ACI-KINGS BEACH STATE PRESCHOOL",46,"41",89,5,11,0,0,1,2,42,91,45,98,45,98,46,100,44,96,45,98,"'Y'",0.0217391304347826,48,"Licensed","KINGS BEACH STATE PRESCHOOL","8125 STEELHEAD","KINGS BEACH","CA",96143,"(530) 546-8339",-120.028348,39.240452
"82",310318640,"PLACER","PRIVATE","ROSEVILLE","SUNRISE MONTESSORI PRESCHOOL",53,"47",89,6,11,0,0,7,13,44,83,48,91,44,83,51,96,47,89,45,85,"'Y'",0.132075471698113,41,"Licensed","SUNRISE MONTESSORI PRESCHOOL","8449 SUNRISE BLVD","ROSEVILLE","CA",95661,"(916) 722-7772",-121.2725644,38.7201001
"83",310319278,"PLACER","PRIVATE","ROSEVILLE","GRANITE BAY MONTESSORI +AC0- CHILDRENS HOUSE",43,"30",70,13,30,0,0,10,23,33,77,33,77,32,74,33,77,30,70,31,72,"'Y'",0.232558139534884,56,"Licensed","GRANITE BAY MONTESSORI - CHILDRENS HOUSE","9330 SIERRA COLLEGE BLVD","ROSEVILLE","CA",95661,"(916) 791-7849",-121.2267475,38.7290986
"84",310319692,"PLACER","PRIVATE","ROSEVILLE","WOODBRIDGE STATE PRESCHOOL",48,"43",90,5,10,0,0,1,2,42,88,46,96,47,98,47,98,47,98,47,98,"'Y'",0.0208333333333333,24,"Licensed","WOODBRIDGE STATE PRESCHOOL","515 NILES STREET","ROSEVILLE","CA",95678,"(916) 773-2518",-121.29093,38.75645
"85",310320200,"PLACER","HEAD START","LOOMIS","+ACI-KIDZKOUNT CHILD DEVELOPMENT CENTER",20,"15",75,5,25,0,0,0,0,18,90,18,90,18,90,15,75,18,90,18,90,"'Y'",0,25,"Licensed","KIDZKOUNT CHILD DEVELOPMENT CENTER","5645 ROCKLIN RD","LOOMIS","CA",95650,"(916) 624-9652",-121.19827,38.789569
"86",310321556,"PLACER","PRIVATE","GRANITE BAY","BRIGHTON SCHOOLS+AC0-GRANITE BAY",61,"55",90,6,10,0,0,0,0,59,97,59,97,61,100,58,95,60,98,59,97,"'Y'",0,106,"Licensed","BRIGHTON SCHOOLS-GRANITE BAY","8544 AUBURN FOLSOM RD","GRANITE BAY","CA",95746,"(916) 791-8050",-121.171913,38.742406
"87",310321604,"PLACER","PRIVATE","MEADOW VISTA","+ACI-KIDS PLACE",29,"14",48,15,52,0,0,1,3,23,79,25,86,26,90,17,59,24,83,25,86,"'Y'",0.0344827586206897,30,"Licensed","KIDS PLACE","956 MEADOWGATE ROAD","MEADOW VISTA","CA",95722,"(530) 878-7875",-121.0213401,38.99899
"88",313600397,"PLACER","PRIVATE","AUBURN","ST. JOSEPH PRESCHOOL",39,"36",92,3,8,0,0,1,3,37,95,39,100,39,100,39,100,39,100,38,97,"'Y'",0.0256410256410256,50,"Licensed","ST. JOSEPH PRESCHOOL","11610 ATWOOD RD","AUBURN","CA",95603,"(530) 823-1822",-121.099702,38.933656
"89",313600854,"PLACER","PRIVATE","ROSEVILLE","LA PETITE ACADEMY+AC0-ROSEVILLE",24,"24",100,0,0,0,0,3,13,24,100,24,100,21,88,24,100,24,100,24,100,"'Y'",0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",313600868,"PLACER","PRIVATE","ROCKLIN","LA PETITE ACADEMY +AC0- ROCKLIN",40,"1",3,39,98,0,0,1,3,22,55,28,70,23,58,34,85,26,65,29,73,"'Y'",0.025,102,"Licensed","LA PETITE ACADEMY - ROCKLIN","5820 STANFORD RANCH ROAD","ROCKLIN","CA",95765,"(916) 624-4816",-121.2633707,38.7981842
"91",313601200,"PLACER","PRIVATE","ROSEVILLE","GRANITE BAY SCHOOLHOUSE",28,"26",93,2,7,0,0,0,0,27,96,28,100,28,100,28,100,27,96,28,100,"'Y'",0,60,"Licensed","GRANITE BAY SCHOOLHOUSE","8265 SIERRA COLLEGE BLVD. #322","ROSEVILLE","CA",95661,"(916) 791-2999",-121.2262756,38.7455772
"92",313602230,"PLACER","HEAD START","ROSEVILLE","+ACI-KIDZKOUNT CHILD DEVELOPMENT CENTER",40,"36",90,4,10,0,0,3,8,37,93,37,93,37,93,33,83,37,93,37,93,"'Y'",0.075,27,"Licensed","KIDZKOUNT CHILD DEVELOPMENT CENTER","1505 SIERAA GARDENS DRIVE","ROSEVILLE","CA",95661,"(916) 781-9836",-121.2614383,38.737223
"93",313602233,"PLACER","HEAD START","KINGS BEACH","KINGS BEACH HEAD START AND EHS HB",21,"17",81,4,19,0,0,0,0,17,81,18,86,17,81,21,100,20,95,17,81,"'Y'",0,27,"Licensed","KIDZKOUNT CHILD DEVELOPMENT CENTER","8446 CUTTHROAT AVE","KINGS BEACH","CA",96143,"(916) 546-9076",-120.0239112,39.2424604
"94",313602274,"PLACER","HEAD START","AUBURN","+ACI-KIDZKOUNT CHILD DEVEL CTR AUBURN",33,"31",94,2,6,0,0,4,12,27,82,27,82,28,85,27,82,27,82,28,85,"'Y'",0.121212121212121,23,"Licensed","KIDZKOUNT CHILD DEVELOPMENT CENTER","1166 HIGH STREET","AUBURN","CA",95603,"(530) 886-4104",-121.0720216,38.8969191
"95",313603252,"PLACER","PRIVATE","ROSEVILLE","CENTERPOINT CHRISTIAN PRESCHOOL",32,"32",100,0,0,0,0,3,9,31,97,30,94,30,94,30,94,29,91,30,94,"'Y'",0.09375,72,"Licensed","CENTERPOINT CHRISTIAN PRESCHOOL","515 SUNRISE AVENUE","ROSEVILLE","CA",95661,"(916) 782-9443",-121.270861,38.737325
"96",313604559,"PLACER","PRIVATE","ROSEVILLE","ADVENTURE CHRISTIAN SCHOOL",178,"162",91,16,9,0,0,12,7,161,90,165,93,158,89,171,96,159,89,162,91,"'Y'",0.0674157303370786,159,"Licensed","ADVENTURE CHRISTIAN SCHOOL","6401 STANFORD RANCH ROAD","ROSEVILLE","CA",95678,"(916) 781-2986",-121.2676909,38.7901227
"97",313604889,"PLACER","PRIVATE","ROSEVILLE","KINDERCARE LEARNING CENTER+AC0-FOOTHILL",73,"73",100,0,0,0,0,0,0,73,100,73,100,73,100,73,100,73,100,73,100,"'Y'",0,118,"Licensed","KINDERCARE LEARNING CENTER - FOOTHILLS (PRESCHOOL)","5141 FOOTHILLS BLVD","ROSEVILLE","CA",95678,"(916) 772-5252",-121.308012,38.761396
"98",313605047,"PLACER","PRIVATE","ROCKLIN","KINDERCARE LEARNING CENTER+AC0-ROCKLIN",56,"45",80,11,20,0,0,0,0,47,84,50,89,51,91,56,100,47,84,50,89,"'Y'",0,114,"Licensed","KINDERCARE LEARNING CENTER - SUNSET (PRESCHOOL)","2251 SUNSET BLVD","ROCKLIN","CA",95765,"(916) 315-3399",-121.2705282,38.8036744
"99",313605611,"PLACER","PRIVATE","GRANITE BAY","KINDERCARE LEARNING CENTER",56,"56",100,0,0,0,0,0,0,56,100,56,100,56,100,56,100,56,100,56,100,"'Y'",0,95,"Licensed","KINDERCARE LEARNING CENTER - SIERRA COLLEGE (PS)","8765 SIERRA COLLEGE BLVD","ROSEVILLE","CA",95661,"(916) 789-9898",-121.2248974,38.7408319
"100",313605617,"PLACER","PRIVATE","ROSEVILLE","CHILDTIME CHILDRENS CENTER",80,"80",100,0,0,0,0,0,0,80,100,80,100,80,100,80,100,80,100,80,100,"'Y'",0,96,"Licensed","CHILDTIME CHILDRENS CENTER","1267 PLEASANT GROVE BLVD.","ROSEVILLE","CA",95747,"(916) 783-0443",-121.315068,38.771147
"101",313605651,"PLACER","HEAD START","LOOMIS","+ACI-KIDZKOUNT CHILD DEVELOPMENT CENTER",13,"12",92,1,8,0,0,0,0,12,92,13,100,12,92,13,100,13,100,12,92,"'Y'",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",313605696,"PLACER","PRIVATE","LINCOLN","LINCOLN LEARNING CENTER",51,"48",94,3,6,0,0,0,0,49,96,48,94,50,98,51,100,49,96,51,100,"'Y'",0,48,"Licensed","LINCOLN LEARNING CENTER","387 MCBEAN PARK DRIVE","LINCOLN","CA",95648,"(916) 645-7558",-121.288671,38.8902272
"103",313606221,"PLACER","PRIVATE","ROSEVILLE","KNOWLEDGE BEGINNINGS",64,"15",23,49,77,0,0,0,0,37,58,58,91,60,94,64,100,39,61,53,83,"'Y'",0,85,"Licensed","KNOWLEDGE BEGINNINGS - SANTA CLARA (PS)","1741 SANTA CLARA DRIVE","ROSEVILLE","CA",95661,"(916) 784-3331",-121.262716,38.746186
"104",313606335,"PLACER","PUBLIC","TAHOE CITY","TAHOE LAKE STATE PRESCHOOL",16,"16",100,0,0,0,0,1,6,15,94,15,94,15,94,16,100,15,94,15,94,"'Y'",0.0625,24,"Licensed","TAHOE LAKE STATE PRESCHOOL","375 GROVE STREET","TAHOE CITY","CA",96145,"(530) 583-3010",-120.1424085,39.1742089
"105",313606469,"PLACER","PRIVATE","ROSEVILLE","CHILDTIME CHILDRENS CENTER",36,"29",81,7,19,0,0,1,3,29,81,33,92,31,86,34,94,32,89,31,86,"'Y'",0.0277777777777778,93,"Licensed","CHILDTIME CHILDRENS CENTER","8747 SIERRA COLLEGE BLVD.","ROSEVILLE","CA",95661,"(916) 791-2530",-121.2241917,38.7416049
"106",313606519,"PLACER","PRIVATE","ROSEVILLE","VALLEY CHRISTIAN ACADEMY",25,"25",100,0,0,0,0,3,12,22,88,22,88,22,88,22,88,22,88,22,88,"'Y'",0.12,61,"Licensed","VALLEY CHRISTIAN ACADEMY","301 W. WHYTE AVENUE","ROSEVILLE","CA",95678,"(916) 728-5500",-121.2954879,38.7217131
"107",313606876,"PLACER","PRIVATE","MEADOW VISTA","SUNFLOWER PRESCHOOL",19,"14",74,5,26,0,0,13,68,5,26,7,37,5,26,6,32,5,26,3,16,"'Y'",0.684210526315789,42,"Licensed","SUNFLOWER PRESCHOOL","410 CROTHER ROAD","MEADOW VISTA","CA",95722,"(530) 878-8720",-120.992849,39.012423
"108",313606938,"PLACER","PUBLIC","ROCKLIN","SIERRA COLLEGE ROCKLIN STATE PRESCHOOL",47,"45",96,2,4,0,0,0,0,45,96,47,100,47,100,47,100,45,96,47,100,"'Y'",0,24,"Licensed","SIERRA COLLEGE ROCKLIN STATE PRESCHOOL","4745 ROCKLIN RD.","ROCKLIN","CA",95677,"(916) 660-8240",-121.2173771,38.7884802
"109",313606939,"PLACER","PUBLIC","AUBURN","SIERRA COLLEGE AUBURN STATE PRESCHOOL",28,"27",96,1,4,0,0,0,0,27,96,27,96,28,100,28,100,27,96,28,100,"'Y'",0,24,"Licensed","SIERRA COLLEGE AUBURN STATE PRESCHOOL","3050 BELL RD. RM 30","AUBURN","CA",95603,"(530) 823-0380",-121.099142,38.943157
"110",313607170,"PLACER","PUBLIC","AUBURN","AUBURN ELEMENTARY STATE PRESCHOOL",22,"22",100,0,0,0,0,0,0,22,100,22,100,22,100,22,100,22,100,22,100,"'Y'",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",313608379,"PLACER","PUBLIC","ROSEVILLE","CIRBY STATE PRESCHOOL",47,"47",100,0,0,0,0,0,0,47,100,47,100,47,100,47,100,47,100,47,100,"'Y'",0,24,"Licensed","CIRBY STATE PRESCHOOL","814 DARLING WAY","ROSEVILLE","CA",95678,"(916) 783-0776",-121.2802779,38.7363909
"112",313608766,"PLACER","PRIVATE","LINCOLN","COMMUNITY CHRISTIAN SCHOOL PRESCHOOL",24,"24",100,0,0,0,0,2,8,23,96,23,96,23,96,23,96,23,96,22,92,"'Y'",0.0833333333333333,45,"Licensed","COMMUNITY CHRISTIAN SCHOOL PRESCHOOL","170 S. O STREET","LINCOLN","CA",95648,"(916) 645-6280",-121.303305,38.885697
"113",313609136,"PLACER","PRIVATE","ROSEVILLE","VALLEY SPRINGS CHRISTIAN PRESCHOOL",37,"36",97,1,3,0,0,3,8,35,95,36,97,35,95,35,95,34,92,35,95,"'Y'",0.0810810810810811,30,"Licensed","VALLEY SPRINGS CHRISTIAN PRESCHOOL","2401 OLYMPUS DRIVE","ROSEVILLE","CA",95661,"(916) 786-7940",-121.2396401,38.7466116
"114",313609275,"PLACER","PRIVATE","ROCKLIN","+ACI-LITTLE ORCHARD PRESCHOOL",29,"29",100,0,0,0,0,2,7,28,97,28,97,27,93,28,97,27,93,28,97,"'Y'",0.0689655172413793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",313609613,"PLACER","PRIVATE","TAHOE CITY","FIRST BAPTIST CHURCH OF TAHOE CITY A PROGRAM",64,"63",98,1,2,1,2,12,19,58,91,53,83,57,89,58,91,51,80,52,81,"'Y'",0.1875,36,"Licensed","FIRST BAPTIST CHURCH OF TAHOE CITY A+ PROGRAM","390 FAIRWAY DRIVE","TAHOE CITY","CA",96145,"(530) 583-1534",-120.147354,39.1703649
"116",313609912,"PLACER","PRIVATE","LINCOLN","+ACI-LITTLE SCHOOL HOUSE",67,"66",99,1,1,0,0,1,1,66,99,66,99,67,100,67,100,66,99,67,100,"'Y'",0.0149253731343284,45,"Licensed","LITTLE SCHOOL HOUSE","801 EAST AVE.","LINCOLN","CA",95648,"(916) 434-1942",-121.284039,38.895844
"117",313610264,"PLACER","PRIVATE","ROCKLIN","+ACI-PHOENIX SCHOOL",74,"56",76,18,24,0,0,2,3,59,80,61,82,66,89,66,89,56,76,56,76,"'Y'",0.027027027027027,220,"Licensed/Pending Increase","PHOENIX SCHOOL","2820 THEONA WAY","ROCKLIN","CA",95765,"(916) 415-0780",-121.259281,38.812171
"118",313610268,"PLACER","PRIVATE","ROSEVILLE","+ACI-PHOENIX SCHOOL",82,"76",93,6,7,0,0,0,0,78,95,81,99,82,100,82,100,80,98,81,99,"'Y'",0,108,"Licensed","PHOENIX SCHOOL","1071 TREHOWELL DR.","ROSEVILLE","CA",95678,"(916) 782-1407",-121.2856567,38.7754814
"119",313610639,"PLACER","PRIVATE","LINCOLN","MORNINGSTAR MONTESSORI SCHOOL",25,"19",76,6,24,0,0,2,8,17,68,22,88,23,92,23,92,21,84,23,92,"'Y'",0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",313610656,"PLACER","PRIVATE","ROCKLIN","PACIFIC OAKS PRESCHOOL",50,"45",90,5,10,0,0,3,6,46,92,49,98,47,94,49,98,45,90,45,90,"'Y'",0.06,51,"Licensed","PACIFIC OAKS PRESCHOOL","4500 PACIFIC ST. #F","ROCKLIN","CA",95677,"(916) 630-1688",-121.2263099,38.7996663
"121",313610886,"PLACER","PRIVATE","ROCKLIN","ANGELS IN ACTION LEARNING CENTER",24,"24",100,0,0,1,4,0,0,24,100,24,100,24,100,24,100,24,100,23,96,"'Y'",0,53,"Licensed","ANGELS IN ACTION LEARNING CENTER","4500 TUTTLE ROAD","ROCKLIN","CA",95677,"(916) 632-1622",-121.223781,38.795823
"122",313611142,"PLACER","PRIVATE","LINCOLN","STAR FOSKETT RANCH",23,"16",70,7,30,0,0,0,0,20,87,23,100,22,96,17,74,21,91,22,96,"'Y'",0,30,"Licensed","STAR FOSKETT RANCH","1561 JOINER PARKWAY","LINCOLN","CA",95648,"(916) 632-8407",-121.317961,38.9068316
"123",313611245,"PLACER","PRIVATE","ROSEVILLE","ARBOR VIEW MONTESSORI",31,"20",65,11,35,0,0,0,0,31,100,31,100,31,100,31,100,31,100,20,65,"'Y'",0,46,"Licensed","ARBOR VIEW MONTESSORI","7441 FOOTHILLS BLVD #140","ROSEVILLE","CA",95747,"(916) 787-4004",-121.3122933,38.7711719
"124",313611753,"PLACER","PRIVATE","TAHOE CITY","LITTLE SPROUTS DAYCARE",20,"18",90,2,10,0,0,0,0,20,100,18,90,20,100,20,100,20,100,20,100,"'Y'",0,12,"Licensed","LITTLE SPROUTS DAYCARE","2810 LAKE FOREST RD","TAHOE CITY","CA",96145,"(530) 583-7543",-120.113976,39.1845372
"125",313612041,"PLACER","PRIVATE","ROSEVILLE","MAIDU S.T.A.R",15,"12",80,3,20,0,0,0,0,15,100,14,93,15,100,13,87,13,87,15,100,"'Y'",0,30,"Licensed","MAIDU S.T.A.R","1950 JOHNSON RANCH RD","ROSEVILLE","CA",95661,"(916) 782-8454",-121.2482255,38.7368344
"126",313612042,"PLACER","PRIVATE","GRANITE BAY","OAKHILLS S.T.A.R",39,"29",74,10,26,0,0,0,0,36,92,38,97,37,95,34,87,35,90,37,95,"'Y'",0,54,"Licensed","OAKHILLS S.T.A.R","9233 TWIN SCHOOLS ROAD","GRANITE BAY","CA",95746,"(916) 791-8442",-121.2073989,38.731509
"127",313614186,"PLACER","PRIVATE","ROCKLIN","HOLY CROSS LUTHERAN PRESCHOOL +ACY- KINDERGARTEN",37,"34",92,3,8,0,0,3,8,32,86,34,92,35,95,35,95,33,89,34,92,"'Y'",0.0810810810810811,72,"Licensed","HOLY CROSS LUTHERAN PRESCHOOL","4701 GROVE STREET","ROCKLIN","CA",95677,"(916) 624-2123",-121.227836,38.795323
"128",313614680,"PLACER","HEAD START","ROSEVILLE","+ACI-KIDZKOUNT CHILD DEV CENTER",20,"20",100,0,0,0,0,0,0,20,100,20,100,20,100,20,100,20,100,20,100,"'Y'",0,26,"Licensed","KIDZKOUNT CHILD DEV. CENTER","814 DARLING WAY","ROSEVILLE","CA",95678,"(530) 885-5437",-121.2802779,38.7363909
"129",313614689,"PLACER","HEAD START","LINCOLN","KIDZKOUNT INF TODD DEVEL CTR LINC AND LINC HB",11,"6",55,5,45,0,0,1,9,6,55,10,91,10,91,11,100,9,82,9,82,"'Y'",0.0909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",313614873,"PLACER","PRIVATE","ROCKLIN","CROSSROADS COMMUNITY PRESCHOOL +ACY- KINERGARTEN",30,"30",100,0,0,0,0,0,0,30,100,30,100,30,100,30,100,30,100,30,100,"'Y'",0,60,"Licensed","CROSSROADS COMMUNITY PRESCHOOL & KINDERGARTEN","5190 FRONT STREET","ROCKLIN","CA",95677,"(916) 630-8576",-121.2382159,38.7918636
"131",313615463,"PLACER","PRIVATE","AUBURN","OBRIEN CHILD DEVELOPMENT CENTER",24,"24",100,0,0,0,0,0,0,24,100,24,100,24,100,24,100,24,100,24,100,"'Y'",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",313615677,"PLACER","PRIVATE","COLFAX","COLFAX ELEMENTARY PRESCHOOL",23,"22",96,1,4,0,0,4,17,23,100,21,91,21,91,23,100,18,78,20,87,"'Y'",0.173913043478261,24,"Licensed","COLFAX ELEMENTARY PRESCHOOL","24825 BEN TAYLOR ROAD","COLFAX","CA",95713,"(530) 745-1380",-120.962472,39.1046229
"133",313615842,"PLACER","PRIVATE","ROSEVILLE","JOYLAND",88,"84",95,4,5,0,0,3,3,84,95,84,95,84,95,86,98,85,97,85,97,"'Y'",0.0340909090909091,108,"Licensed","JOYLAND","307 SUTTER AVENUE","ROSEVILLE","CA",95678,"(916) 786-3660",-121.2793279,38.7490411
"134",313615881,"PLACER","PRIVATE","ROCKLIN","MARIA MONTESSORI CHARTER ACADEMY +AC0- PRESCHOOL",23,"21",91,2,9,0,0,1,4,21,91,21,91,20,87,22,96,21,91,21,91,"'Y'",0.0434782608695652,32,"Licensed","MARIA MONTESSORI CHARTER ACADEMY - PRESCHOOL","1850 WILDCAT BLVD.","ROCKLIN","CA",95765,"(916) 630-1510",-121.2823625,38.8215625
"135",313615892,"PLACER","PRIVATE","ROCKLIN","DESTINY CHRISTIAN PRE+AC0-SCHOOL",113,"108",96,5,4,0,0,5,4,108,96,108,96,103,91,108,96,108,96,105,93,"'Y'",0.0442477876106195,120,"Licensed","DESTINY CHRISTIAN PRE-SCHOOL","6900 DESTINY DRIVE","ROCKLIN","CA",95677,"(916) 788-2827",-121.2590044,38.7756576
"136",313616316,"PLACER","PRIVATE","GRANITE BAY","WARNERS GRANITE BAY COUNTRY DAY SCHOOL",110,"82",75,28,25,0,0,5,5,95,86,98,89,101,92,105,95,85,77,100,91,"'Y'",0.0454545454545455,60,"Licensed","WARNERS GRANITE BAY COUNTRY DAY SCHOOL","6015 SEVEN CEDARS PLACE","GRANITE BAY","CA",95746,"(916) 797-0222",-121.1882833,38.7291538
"137",313616433,"PLACER","PRIVATE","LOOMIS","STAR LOOMIS PRESCHOOL",15,"10",67,5,33,0,0,1,7,9,60,12,80,12,80,14,93,11,73,13,87,"'Y'",0.0666666666666667,30,"Licensed","STAR LOOMIS","3505 TAYLOR ROAD","LOOMIS","CA",95650,"(916) 660-9488",-121.189871,38.824426
"138",313616434,"PLACER","PRIVATE","GRANITE BAY","STAR GREENHILLS PRESCHOOL",14,"11",79,3,21,0,0,0,0,13,93,13,93,14,100,14,100,13,93,12,86,"'Y'",0,30,"Licensed","GREENHILLS STAR","8200 GREENHILLS WAY","GRANITE BAY","CA",95746,"(916) 791-8448",-121.216015,38.750331
"139",313616579,"PLACER","PRIVATE","LOOMIS","SMART START CREATIVE LEARNING CENTER",30,"27",90,3,10,0,0,1,3,29,97,28,93,29,97,29,97,27,90,29,97,"'Y'",0.0333333333333333,30,"Licensed","SMART START CREATIVE LEARNING CENTER","3330 CHISOM TRAIL","LOOMIS","CA",95650,"(916) 303-0851",-121.1781714,38.8296275
"140",313616815,"PLACER","PRIVATE","ROCKLIN","ROCKLIN MONTESSORI",26,"26",100,0,0,0,0,1,4,25,96,25,96,25,96,26,100,25,96,26,100,"'Y'",0.0384615384615385,24,"Licensed","ROCKLIN MONTESSORI","5250 5TH STREET","ROCKLIN","CA",95677,"(916) 632-1977",-121.242272,38.7923638
"141",313616840,"PLACER","PRIVATE","LOOMIS","STAR FRANKLIN PRESCHOOL",14,"11",79,3,21,0,0,0,0,14,100,14,100,12,86,14,100,13,93,13,93,"'Y'",0,30,"Licensed","STAR FRANKLIN PRESCHOOL","7050 FRANKLIN SCHOOL ROAD","LOOMIS","CA",95650,"(916) 945-6212",-121.172231,38.787711
"142",313616855,"PLACER","PUBLIC","LINCOLN","FIRST STREET SCHOOL",45,"35",78,10,22,0,0,0,0,36,80,42,93,41,91,41,91,35,78,39,87,"'Y'",0,24,"Licensed","FIRST STREET SCHOOL","1400 FIRST STREET","LINCOLN","CA",95648,"(916) 945-6330",-121.3015431,38.8865432
"143",313616856,"PLACER","PUBLIC","LINCOLN","FIRST AND L STREET",45,"0",0,45,100,0,0,0,0,38,84,42,93,44,98,36,80,0,0,35,78,"'Y'",0,24,"Licensed","FIRST AND L STREET","1400 FIRST STREET","LINCOLN","CA",95648,"(916) 945-6330",-121.3015431,38.8865432
"144",313616857,"PLACER","PUBLIC","LINCOLN","CARLIN COPPIN",21,"13",62,8,38,0,0,0,0,17,81,17,81,16,76,15,71,14,67,13,62,"'Y'",0,24,"Licensed","CARLIN COPPIN","150 EAST TWELFTH STREET","LINCOLN","CA",95648,"(916) 945-6390",-121.2835836,38.90105
"145",313616858,"PLACER","PUBLIC","SHERIDAN","SHERIDAN",34,"5",15,29,85,0,0,0,0,5,15,32,94,32,94,30,88,30,88,30,88,"'Y'",0,24,"Licensed","SHERIDAN","4730 H STREET","SHERIDAN","CA",95681,"(530) 633-2591",-121.373794,38.983186
"146",313616859,"PLACER","PRIVATE","KINGS BEACH","TAHOE EXPEDITION ACADEMY",28,"14",50,14,50,0,0,1,4,20,71,20,71,19,68,21,75,17,61,17,61,"'Y'",0.0357142857142857,14,"Licensed","TAHOE EXPEDITION ACADEMY","8651 SPECKLED AVENUE","KINGS BEACH","CA",96143,"(530) 546-5253",-120.0201942,39.2434046
"147",313617034,"PLACER","PRIVATE","ROSEVILLE","SAINT ANNA SCHOOL",33,"29",88,4,12,0,0,0,0,29,88,31,94,31,94,31,94,31,94,31,94,"'Y'",0,50,"Licensed","ST. ANNAS PRESCHOOL","1001 STONE CANYON DRIVE","ROSEVILLE","CA",95661,"(916) 772-9304",-121.2447628,38.7595616
"148",340300085,"SACRAMENTO","PRIVATE","SACRAMENTO","BUSY BEE",68,"56",82,12,18,0,0,1,1,60,88,64,94,67,99,68,100,56,82,63,93,"'Y'",0.0147058823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",340300119,"SACRAMENTO","PRIVATE","SACRAMENTO","CENTRAL NURSERY SCHOOL",32,"32",100,0,0,0,0,3,9,30,94,30,94,30,94,31,97,30,94,30,94,"'Y'",0.09375,16,"Licensed","CENTRAL NURSERY SCHOOL","5265 H STREET","SACRAMENTO","CA",95819,"(916) 451-5330",-121.4381455,38.5688311
"150",340300154,"SACRAMENTO","PUBLIC","RANCHO CORDOVA","CORDOVA COMMUNITY PRE+AC0-SCHOOL NURSERY",49,"49",100,0,0,0,0,2,4,48,98,48,98,47,96,48,98,48,98,48,98,"'Y'",0.0408163265306122,52,"Licensed","CORDOVA COMMUNITY PRE-SCHOOL NURSERY","2451 ZINFANDEL DRIVE","RANCHO CORDOVA","CA",95670,"(916) 635-5086",-121.289865,38.60253
"151",340300156,"SACRAMENTO","PRIVATE","RANCHO CORDOVA","CORDOVA BAPTIST PRESCHOOL",20,"20",100,0,0,0,0,0,0,20,100,20,100,20,100,20,100,20,100,20,100,"'Y'",0,87,"Licensed","CORDOVA BAPTIST PRESCHOOL","10527 COLOMA ROAD","RANCHO CORDOVA","CA",95670,"(916) 638-5506",-121.298814,38.604197
