FacNum,County,Type,City,Name,Total,UptodateTot,UptodatePct,CondTot,CondPct,PMETot,PMEPct,PBETot,PBEPct,DTPTot,DTPPct,PolioTot,PolioPct,MMRTot,MMRPct,HIBTot,HIBPct,HEPBTot,HEPBPct,VariTot,VariPct,Report
013420950,ALAMEDA,PRIVATE,ALAMEDA,RISING STAR MONTESSORI CHILDREN'S COTTAGE,36,29,81,4,11,0,0,3,8,33,92,32,89,32,89,33,92,31,86,32,89,Y
013420949,ALAMEDA,PRIVATE,ALAMEDA,RISING STAR MONTESSORI SCHOOL,75,69,92,5,7,0,0,1,1,74,99,73,97,74,99,73,97,71,95,75,100,Y
013418056,ALAMEDA,PRIVATE,OAKLAND,ROCKRIDGE LITTLE SCHOOL,40,40,100,0,0,0,0,0,0,40,100,40,100,40,100,40,100,40,100,40,100,Y
013420925,ALAMEDA,PRIVATE,OAKLAND,ROCKRIDGE LITTLE SCHOOL 2,30,28,93,1,3,0,0,1,3,29,97,29,97,29,97,29,97,29,97,29,97,Y
013417669,ALAMEDA,PRIVATE,OAKLAND,ROCKRIDGE MONTESSORI SCHOOL,57,50,88,6,11,0,0,1,2,50,88,55,96,56,98,57,100,54,95,57,100,Y
013417787,ALAMEDA,PRIVATE,OAKLAND,ROCKRIDGE MONTESSORI SCHOOL,20,20,100,0,0,0,0,0,0,20,100,20,100,20,100,20,100,20,100,20,100,Y
013419399,ALAMEDA,PRIVATE,LIVERMORE,ROOM TO GROW,39,34,87,1,3,0,0,4,10,38,97,37,95,36,92,38,97,35,90,37,95,Y
013418990,ALAMEDA,PRIVATE,OAKLAND,"ROOM TO GROW PRESCHOOL, THE",21,20,95,0,0,0,0,1,5,20,95,20,95,20,95,20,95,20,95,20,95,Y
013417305,ALAMEDA,HEAD START,OAKLAND,S.S.U.C. - DE COLORES HEADSTART & EARLY HEADSTART,221,219,99,0,0,0,0,2,1,219,99,219,99,219,99,219,99,219,99,219,99,Y
013412308,ALAMEDA,HEAD START,OAKLAND,S.S.U.C. - FOOTHILL SQUARE PARENT CHILD CENTER,60,26,43,34,57,0,0,0,0,50,83,54,90,53,88,56,93,54,90,53,88,Y
013418080,ALAMEDA,HEAD START,OAKLAND,S.S.U.C. - FRUITVALE HEAD START,68,68,100,0,0,0,0,0,0,68,100,68,100,68,100,68,100,68,100,68,100,Y
013414174,ALAMEDA,HEAD START,OAKLAND,S.S.U.C.-THURGOOD MARSHALL EARLY HEADSTART,21,21,100,0,0,0,0,0,0,21,100,21,100,21,100,21,100,21,100,21,100,Y
013421339,ALAMEDA,PRIVATE,FREMONT,SAFARI KID - MISSION,17,16,94,1,6,0,0,0,0,17,100,17,100,17,100,17,100,16,94,17,100,Y
013420913,ALAMEDA,PRIVATE,NEWARK,SAFARI KID - NEWPARK MALL,49,46,94,3,6,0,0,0,0,49,100,48,98,49,100,49,100,48,98,48,98,Y
013420556,ALAMEDA,PRIVATE,UNION CITY,SAFARI KID INC.,25,25,100,0,0,0,0,0,0,25,100,25,100,25,100,25,100,25,100,25,100,Y
013420972,ALAMEDA,UNKNOWN,NEWARK,SAFARI KID LEARNING CENTER, ,,,,,,,,,,,,,,,,,,,,,N
010200139,ALAMEDA,PRIVATE,SAN LORENZO,SAN LORENZO COMMUNITY CHURCH PRESCHOOL,36,36,100,0,0,0,0,0,0,36,100,36,100,36,100,36,100,36,100,36,100,Y
013420914,ALAMEDA,PRIVATE,DUBLIN,SCHOOL OF IMAGINATION,101,72,71,27,27,0,0,2,2,92,91,95,94,94,93,98,97,92,91,84,83,Y
013411352,ALAMEDA,PRIVATE,FREMONT,SCRIBBLES LEARNING CENTER,67,67,100,0,0,0,0,0,0,67,100,67,100,67,100,67,100,67,100,67,100,Y
013415259,ALAMEDA,PRIVATE,ALAMEDA,SEEDLING CHILD MONTESSORI SCHOOL,30,30,100,0,0,0,0,0,0,30,100,30,100,30,100,30,100,30,100,30,100,Y
010200592,ALAMEDA,PRIVATE,OAKLAND,SEQUOIA NURSERY SCHOOL,33,28,85,3,9,0,0,2,6,30,91,29,88,32,97,32,97,28,85,31,94,Y
013413946,ALAMEDA,PUBLIC,PLEASANTON,SHINING LIGHT PRESCHOOL, ,,,,,,,,,,,,,,,,,,,,,N
013416409,ALAMEDA,PRIVATE,FREMONT,SHINING STAR MONTESSORI,22,9,41,13,59,0,0,0,0,14,64,21,95,22,100,22,100,18,82,21,95,Y
010200602,ALAMEDA,PRIVATE,OAKLAND,SKYLINE PRE-SCHOOL,35,32,91,2,6,0,0,1,3,34,97,33,94,34,97,34,97,32,91,34,97,Y
013418968,ALAMEDA,PRIVATE,ALAMEDA,SMALL SIZE BIG MIND PRESCHOOL AND INFANT CENTER,59,45,76,12,20,0,0,2,3,51,86,53,90,55,93,59,100,49,83,51,86,Y
013420942,ALAMEDA,PRIVATE,NEWARK,SMART START CREATIVE LEARNING CENTER,55,45,82,4,7,3,5,3,5,51,93,52,95,52,95,52,95,50,91,52,95,Y
010212422,ALAMEDA,PRIVATE,OAKLAND,SMILES DAY SCHOOL,83,80,96,0,0,0,0,3,4,80,96,80,96,80,96,80,96,80,96,83,100,Y
010212020,ALAMEDA,PRIVATE,OAKLAND,SNOW WHITE PRESCHOOL,18,18,100,0,0,0,0,0,0,18,100,18,100,18,100,18,100,18,100,18,100,Y
010210438,ALAMEDA,PUBLIC,ALAMEDA,SON-LIGHT PRESCHOOL, ,,,,,,,,,,,,,,,,,,,,,N
010215881,ALAMEDA,PRIVATE,PLEASANTON,SONSHINE ENRICHMENT CENTER PRESCHOOL,103,97,94,0,0,0,0,6,6,98,95,101,98,97,94,102,99,99,96,97,94,Y
000123554,ALAMEDA,PUBLIC,LIVERMORE,SPECIAL EDUCATION PRESCHOOL, ,,,,,,,,,,,,,,,,,,,,,N
013406853,ALAMEDA,PRIVATE,DUBLIN,SPRINGFIELD MONTESSORI SCHOOL - DUBLIN,146,144,99,0,0,0,0,2,1,145,99,145,99,146,100,146,100,145,99,145,99,Y
010212344,ALAMEDA,PRIVATE,PLEASANTON,ST. CLARE'S CHRISTIAN PRESCHOOL,75,73,97,1,1,0,0,1,1,74,99,75,100,75,100,75,100,74,99,75,100,Y
010211748,ALAMEDA,PRIVATE,SAN LEANDRO,ST. JAMES CHRISTIAN PRE-SCHOOL,38,34,89,1,3,0,0,3,8,36,95,35,92,36,95,35,92,35,92,36,95,Y
013417786,ALAMEDA,PRIVATE,HAYWARD,ST. JOACHIM PRESCHOOL,35,35,100,0,0,0,0,0,0,35,100,35,100,35,100,35,100,35,100,35,100,Y
013418960,ALAMEDA,PUBLIC,SAN LORENZO,ST. JOHN CATHOLIC SCHOOL,11,11,100,0,0,0,0,0,0,11,100,11,100,11,100,11,100,11,100,11,100,Y
010205790,ALAMEDA,PRIVATE,SAN LEANDRO,ST. LEANDER PRE-KINDERGARTEN,28,28,100,0,0,0,0,0,0,28,100,28,100,28,100,28,100,28,100,28,100,Y
010212304,ALAMEDA,PRIVATE,OAKLAND,ST. LEO'S PRE-KINDERGARTEN,23,22,96,0,0,0,0,1,4,22,96,22,96,22,96,22,96,22,96,22,96,Y
013418964,ALAMEDA,PUBLIC,OAKLAND,ST. MARY'S CENTER PRESCHOOL,29,28,97,1,3,0,0,0,0,28,97,28,97,29,100,29,100,28,97,29,100,Y
010215373,ALAMEDA,PRIVATE,DUBLIN,ST. PHILIP PRESCHOOL,64,61,95,1,2,0,0,2,3,63,98,63,98,63,98,63,98,61,95,63,98,Y
010206027,ALAMEDA,PRIVATE,OAKLAND,ST. VINCENT'S DAY HOME,157,151,96,6,4,0,0,0,0,152,97,154,98,156,99,156,99,155,99,156,99,Y
013415276,ALAMEDA,PRIVATE,OAKLAND,STARLITE CHILD DEVELOPMENT CENTER II,72,72,100,0,0,0,0,0,0,72,100,72,100,72,100,72,100,72,100,72,100,Y
013419000,ALAMEDA,PRIVATE,LIVERMORE,STORYLAND SCHOOL,95,91,96,2,2,0,0,2,2,94,99,94,99,93,98,94,99,93,98,93,98,Y
013417816,ALAMEDA,PRIVATE,FREMONT,STRATFORD SCHOOL,24,24,100,0,0,0,0,0,0,24,100,24,100,24,100,24,100,24,100,24,100,Y
013420588,ALAMEDA,PRIVATE,FREMONT,STRATFORD SCHOOL,236,233,99,0,0,0,0,3,1,235,100,236,100,235,100,235,100,234,99,235,100,Y
013420939,ALAMEDA,PRIVATE,PLEASANTON,STRATFORD SCHOOL - PLEASANTON CAMPUS,188,180,96,7,4,0,0,1,1,184,98,186,99,187,99,187,99,182,97,186,99,Y
013417441,ALAMEDA,PUBLIC,ALAMEDA,SUGAR AND SPICE,19,8,42,4,21,0,0,7,37,14,74,16,84,16,84,18,95,12,63,17,89,Y
013419400,ALAMEDA,PRIVATE,SUNOL,SUNOL GLEN PRESCHOOL,25,25,100,0,0,0,0,0,0,25,100,25,100,25,100,25,100,25,100,25,100,Y
010200027,ALAMEDA,PRIVATE,LIVERMORE,SUNSET CHRISTIAN PRESCHOOL,55,54,98,0,0,0,0,1,2,54,98,54,98,54,98,54,98,54,98,54,98,Y
013418158,ALAMEDA,PRIVATE,FREMONT,SUNSHINE KID'S PRESCHOOL,82,79,96,3,4,0,0,0,0,80,98,82,100,81,99,82,100,80,98,81,99,Y
010206032,ALAMEDA,PRIVATE,OAKLAND,SUPPORTING FUTURE GROWTH #2,13,8,62,5,38,0,0,0,0,9,69,12,92,13,100,13,100,12,92,13,100,Y
013411335,ALAMEDA,PRIVATE,HAYWARD,SUPPORTING FUTURE GROWTH #7,31,31,100,0,0,0,0,0,0,31,100,31,100,31,100,31,100,31,100,31,100,Y
013419409,ALAMEDA,PRIVATE,OAKLAND,SUPPORTING FUTURE GROWTH - SITE III,46,25,54,21,46,0,0,0,0,25,54,45,98,45,98,46,100,42,91,44,96,Y
013414536,ALAMEDA,PRIVATE,OAKLAND,SUPPORTING FUTURE GROWTH C.D.C. - VI,49,26,53,23,47,0,0,0,0,32,65,47,96,48,98,49,100,46,94,49,100,Y
013420547,ALAMEDA,PRIVATE,OAKLAND,TEMPLE SINAI PRESCHOOL,83,64,77,18,22,0,0,1,1,77,93,77,93,79,95,83,100,65,78,78,94,Y
013418179,ALAMEDA,PRIVATE,OAKLAND,THERAPEUTIC NURSERY SCHOOL - EBAC,14,13,93,1,7,0,0,0,0,14,100,14,100,14,100,14,100,13,93,14,100,Y
010214680,ALAMEDA,PRIVATE,DUBLIN,TOTS UNIVERSITY,34,34,100,0,0,0,0,0,0,34,100,34,100,34,100,34,100,34,100,34,100,Y
013420572,ALAMEDA,PUBLIC,PLEASANTON,TRI-VALLEY YMCA KINDER-READINESS FAIRLANDS, ,,,,,,,,,,,,,,,,,,,,,N
010212879,ALAMEDA,PRIVATE,LIVERMORE,TRINITY DAY CARE CENTER,28,27,96,1,4,0,0,0,0,28,100,28,100,28,100,28,100,27,96,28,100,Y
013420579,ALAMEDA,PRIVATE,OAKLAND,TUDORKA TOTS INFANT AND PRESCHOOL CENTER,18,17,94,0,0,0,0,1,6,17,94,17,94,17,94,17,94,17,94,17,94,Y
013419424,ALAMEDA,PRIVATE,OAKLAND,TUDORKA TOTS INFANT AND PRESCHOOL CENTER, ,,,,,,,,,,,,,,,,,,,,,N
010209666,ALAMEDA,PRIVATE,OAKLAND,TWENTY FOUR HOUR-OAKLAND PARENT TEACHER C.C.,17,12,71,5,29,0,0,0,0,12,71,17,100,17,100,17,100,16,94,16,94,Y
010206194,ALAMEDA,PRIVATE,OAKLAND,TWENTY-FOUR HOUR OAKLAND PARENT TEACHER .CTR. 2,53,50,94,3,6,0,0,0,0,50,94,53,100,53,100,53,100,53,100,53,100,Y
013420548,ALAMEDA,PUBLIC,ALBANY,UCB - UNIVERSITY VILLAGE ECEP,34,28,82,1,3,1,3,4,12,32,94,33,97,33,97,33,97,31,91,32,94,Y
010205821,ALAMEDA,PRIVATE,DUBLIN,VALLEY CHRISTIAN PRESCHOOL,97,85,88,0,0,0,0,12,12,95,98,93,96,92,95,96,99,86,89,92,95,Y
013416514,ALAMEDA,PRIVATE,LIVERMORE,VALLEY MONTESSORI SCHOOL,128,103,80,19,15,0,0,6,5,108,84,109,85,111,87,112,88,106,83,105,82,Y
010213755,ALAMEDA,PRIVATE,ALAMEDA,WEE CARE PRESCHOOL AND CHILD CARE,26,26,100,0,0,0,0,0,0,26,100,26,100,26,100,26,100,26,100,26,100,Y
013411693,ALAMEDA,PRIVATE,OAKLAND,WEE LI'L PEOPLE PRESCHOOL,21,21,100,0,0,0,0,0,0,21,100,21,100,21,100,21,100,21,100,21,100,Y
010200119,ALAMEDA,PRIVATE,HAYWARD,WOODROE WOODS SCHOOL,111,101,91,2,2,0,0,8,7,109,98,107,96,109,98,109,98,101,91,108,97,Y
013420956,ALAMEDA,PRIVATE,PLEASANTON,YANG FAN PRESCHOOL,68,58,85,10,15,0,0,0,0,63,93,68,100,65,96,68,100,68,100,61,90,Y
013419475,ALAMEDA,PUBLIC,OAKLAND,YMCA OF THE EAST BAY - 21ST STREET CDC,116,115,99,1,1,0,0,0,0,116,100,116,100,115,99,116,100,115,99,115,99,Y
013416106,ALAMEDA,PUBLIC,FREMONT,YMCA OF THE EAST BAY - BLACOW, ,,,,,,,,,,,,,,,,,,,,,N
013419472,ALAMEDA,PRIVATE,HAYWARD,YMCA OF THE EAST BAY - EDEN CDC, ,,,,,,,,,,,,,,,,,,,,,N
010210508,ALAMEDA,UNKNOWN,FREMONT,YMCA OF THE EAST BAY Y-KIDS CHADBOURNE, ,,,,,,,,,,,,,,,,,,,,,N
010209776,ALAMEDA,UNKNOWN,FREMONT,YMCA OF THE EAST BAY Y-KIDS MISSION VALLEY, ,,,,,,,,,,,,,,,,,,,,,N
013419461,ALAMEDA,PRIVATE,SAN LEANDRO,YOUR CHILD IS MINE PRESCHOOL,24,22,92,1,4,0,0,1,4,22,92,23,96,23,96,23,96,23,96,22,92,Y
033617086,AMADOR,PUBLIC,JACKSON,AMADOR COOPERATIVE PRESCHOOL,18,10,56,6,33,1,6,1,6,16,89,15,83,15,83,17,94,11,61,16,89,Y
033610780,AMADOR,HEAD START,JACKSON,AMADOR-TUOLUMNE COMMUNITY ACTION,18,18,100,0,0,0,0,0,0,18,100,18,100,18,100,18,100,18,100,18,100,Y
033607205,AMADOR,HEAD START,IONE,AMADOR-TUOLUMNE COMMUNITY ACTION AGENCY HEAD START,20,20,100,0,0,0,0,0,0,20,100,20,100,20,100,20,100,20,100,20,100,Y
033600743,AMADOR,PRIVATE,PINE GROVE,CHILD ENRICHMENT CENTER,12,7,58,2,17,0,0,3,25,9,75,9,75,10,83,11,92,9,75,10,83,Y
033600303,AMADOR,PRIVATE,PINE GROVE,COMMUNITY CHRISTIAN PRESCHOOL & DAYCARE,11,4,36,4,36,1,9,2,18,4,36,8,73,8,73,8,73,8,73,8,73,Y
030320390,AMADOR,PRIVATE,PINE GROVE,HONEYBEAR PRESCHOOL AND DAYCARE,21,21,100,0,0,0,0,0,0,21,100,21,100,21,100,21,100,21,100,21,100,Y
033606959,AMADOR,PUBLIC,IONE,IONE STATE PRESCHOOL,24,16,67,5,21,0,0,3,13,18,75,21,88,21,88,21,88,20,83,21,88,Y
033606958,AMADOR,PUBLIC,JACKSON,JACKSON STATE PRECHOOL,24,17,71,7,29,0,0,0,0,17,71,24,100,24,100,24,100,23,96,23,96,Y
030305534,AMADOR,PRIVATE,PLYMOUTH,MONARCH MONTESSORI,33,31,94,0,0,0,0,2,6,33,100,32,97,33,100,33,100,32,97,33,100,Y
030319700,AMADOR,PUBLIC,PIONEER,PIONEER ELEMENTARY PRESCHOOL,23,20,87,3,13,0,0,0,0,20,87,23,100,23,100,23,100,23,100,23,100,Y
030316248,AMADOR,PRIVATE,PIONEER,PIONEER MONTESSORI,23,11,48,11,48,0,0,1,4,11,48,21,91,22,96,22,96,16,70,22,96,Y
033605372,AMADOR,PUBLIC,PLYMOUTH,PLYMOUTH STATE PRESCHOOL,16,12,75,3,19,0,0,1,6,12,75,14,88,15,94,15,94,15,94,15,94,Y
033615245,AMADOR,PRIVATE,JACKSON,WEB OF LIFE,19,13,68,1,5,0,0,5,26,14,74,14,74,14,74,14,74,13,68,13,68,Y
013419470,BERKELEY CITY,PRIVATE,BERKELEY,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,66,62,94,0,0,0,0,4,6,64,97,62,94,62,94,66,100,62,94,62,94,Y
013417503,BERKELEY CITY,PRIVATE,BERKELEY,AQUATIC PARK SCHOOL,53,40,75,13,25,0,0,0,0,49,92,50,94,53,100,53,100,40,75,46,87,Y
010209453,BERKELEY CITY,PRIVATE,BERKELEY,BERKELEY HILLS NURSERY SCHOOL,34,32,94,1,3,1,3,0,0,32,94,33,97,32,94,34,100,32,94,32,94,Y
013420958,BERKELEY CITY,PRIVATE,BERKELEY,BERKELEY ROSE SCHOOL,24,5,21,0,0,0,0,19,79,14,58,10,42,11,46,13,54,5,21,9,38,Y
000122804,BERKELEY CITY,PUBLIC,BERKELEY,BERKELEY SPECIAL EDUCATION PRESCHOOL, ,,,,,,,,,,,,,,,,,,,,,N
010206120,BERKELEY CITY,HEAD START,BERKELEY,BERKELEY YMCA HEAD START - WEST,56,54,96,0,0,0,0,2,4,54,96,54,96,54,96,54,96,54,96,54,96,Y
013418160,BERKELEY CITY,PRIVATE,BERKELEY,BETH EL NURSERY SCHOOL,60,58,97,2,3,0,0,0,0,60,100,60,100,58,97,60,100,58,97,58,97,Y
013420930,BERKELEY CITY,PRIVATE,BERKELEY,BRIGHT HORIZONS AT BAYER,41,35,85,6,15,0,0,0,0,37,90,37,90,38,93,39,95,36,88,37,90,Y
013419436,BERKELEY CITY,PUBLIC,BERKELEY,BUSD - FRANKLIN PRESCHOOL,166,158,95,5,3,0,0,3,2,161,97,163,98,164,99,163,98,163,98,163,98,Y
010214881,BERKELEY CITY,PUBLIC,BERKELEY,BUSD - HOPKINS STREET,80,73,91,0,0,0,0,7,9,75,94,74,93,74,93,74,93,74,93,74,93,Y
013419437,BERKELEY CITY,PUBLIC,BERKELEY,BUSD - KING CHILD DEVELOPMENT CENTER,135,126,93,4,3,0,0,5,4,132,98,132,98,130,96,132,98,130,96,133,99,Y
013418992,BERKELEY CITY,PRIVATE,BERKELEY,CEDAR CREEK MONTESSORI SCHOOL,37,36,97,0,0,0,0,1,3,36,97,36,97,36,97,36,97,36,97,36,97,Y
010209542,BERKELEY CITY,PRIVATE,BERKELEY,CENTRO VIDA BILINGUAL CHILDCARE CENTER,60,48,80,12,20,0,0,0,0,54,90,53,88,59,98,59,98,51,85,57,95,Y
013416487,BERKELEY CITY,PRIVATE,BERKELEY,CHILD EDUCATION CENTER,32,28,88,3,9,0,0,1,3,30,94,29,91,31,97,31,97,29,91,28,88,Y
010200115,BERKELEY CITY,PRIVATE,BERKELEY,CHILDREN'S COMMUNITY CENTER,26,19,73,0,0,0,0,7,27,23,88,20,77,21,81,21,81,19,73,20,77,Y
010204414,BERKELEY CITY,PRIVATE,BERKELEY,CLAREMONT DAY NURSERIES INC,61,53,87,7,11,1,2,0,0,60,98,58,95,60,98,60,98,57,93,58,95,Y
013412517,BERKELEY CITY,PRIVATE,BERKELEY,COLOR ME CHILDREN PRESCHOOL,17,17,100,0,0,0,0,0,0,17,100,17,100,17,100,17,100,17,100,17,100,Y
013421351,BERKELEY CITY,PRIVATE,BERKELEY,CONGREGATION BETH ISRAEL - GAN SHALOM,20,13,65,5,25,0,0,2,10,18,90,16,80,15,75,17,85,14,70,15,75,Y
013418996,BERKELEY CITY,PRIVATE,BERKELEY,CONGREGATION NETIVOT SHALOM,26,22,85,0,0,0,0,4,15,26,100,24,92,25,96,26,100,22,85,25,96,Y
010212245,BERKELEY CITY,PRIVATE,BERKELEY,CORNERSTONE CHILDREN'S CENTER,55,51,93,1,2,0,0,3,5,55,100,54,98,54,98,55,100,52,95,53,96,Y
010204387,BERKELEY CITY,PRIVATE,BERKELEY,"DANDELION NURSERY SCHOOL, INC",34,32,94,1,3,0,0,1,3,33,97,33,97,33,97,33,97,32,94,33,97,Y
010210068,BERKELEY CITY,PRIVATE,BERKELEY,DUCK'S NEST - BERKELEY,99,67,68,0,0,0,0,32,32,89,90,87,88,89,90,92,93,69,70,84,85,Y
013410074,BERKELEY CITY,PRIVATE,BERKELEY,ECOLE BILINGUE DE BERKELEY,70,62,89,5,7,0,0,3,4,65,93,68,97,68,97,68,97,66,94,67,96,Y
010214249,BERKELEY CITY,PRIVATE,BERKELEY,EPHESIAN CHILDREN'S CENTER,15,14,93,0,0,1,7,0,0,14,93,15,100,15,100,15,100,15,100,15,100,Y
013414308,BERKELEY CITY,PRIVATE,BERKELEY,GARDEN DAY MONTESSORI SCHOOL,22,18,82,0,0,0,0,4,18,20,91,18,82,20,91,20,91,18,82,19,86,Y
013420953,BERKELEY CITY,PRIVATE,BERKELEY,GERMAN INTERNATIONAL SCHOOL OF SILICON VALLEY,11,8,73,0,0,0,0,3,27,10,91,8,73,11,100,11,100,8,73,8,73,Y
013420951,BERKELEY CITY,PRIVATE,BERKELEY,GLOBAL MONTESSORI INTERNATIONAL SCHOOL,49,42,86,3,6,0,0,4,8,46,94,44,90,43,88,46,94,43,88,43,88,Y
013420968,BERKELEY CITY,PRIVATE,BERKELEY,GOLDEN GATE KIDS,32,18,56,13,41,0,0,1,3,28,88,29,91,30,94,28,88,25,78,28,88,Y
013416443,BERKELEY CITY,PRIVATE,BERKELEY,GRIFFIN NURSERY SCHOOL,35,31,89,2,6,0,0,2,6,32,91,32,91,34,97,33,94,31,89,33,94,Y
013416236,BERKELEY CITY,PRIVATE,BERKELEY,HEARTS LEAP ICRI PRESCHOOL,75,47,63,0,0,0,0,28,37,74,99,68,91,73,97,75,100,63,84,69,92,Y
013419427,BERKELEY CITY,PRIVATE,BERKELEY,HEARTS LEAP NORTH,37,30,81,5,14,0,0,2,5,36,97,35,95,37,100,37,100,34,92,34,92,Y
010215673,BERKELEY CITY,PUBLIC,BERKELEY,HOPKINS STREET CHILDCARE CENTER,20,14,70,3,15,0,0,3,15,18,90,17,85,17,85,18,90,14,70,18,90,Y
013418198,BERKELEY CITY,PRIVATE,BERKELEY,JEWISH COMMUNITY CTR OF THE EAST BAY-BERKELEY,61,52,85,2,3,0,0,7,11,57,93,56,92,58,95,58,95,54,89,54,89,Y
013420909,BERKELEY CITY,PRIVATE,BERKELEY,KIDS INTO SPEAKING SPANISH,14,12,86,2,14,0,0,0,0,14,100,14,100,14,100,14,100,12,86,14,100,Y
013419496,BERKELEY CITY,PUBLIC,BERKELEY,LA ACADEMIA DE BAHIA,21,17,81,3,14,0,0,1,5,19,90,18,86,19,90,19,90,18,86,19,90,Y
013420940,BERKELEY CITY,PRIVATE,BERKELEY,LITTLE BEANS PRESCHOOL,26,26,100,0,0,0,0,0,0,26,100,26,100,26,100,26,100,26,100,26,100,Y
010211122,BERKELEY CITY,PRIVATE,BERKELEY,MODEL SCHOOL COMPREHENSIVE HUMANISTIC LEARNING CTR,46,38,83,4,9,0,0,4,9,44,96,45,98,44,96,46,100,42,91,44,96,Y
010210446,BERKELEY CITY,PRIVATE,BERKELEY,MONTESSORI FAMILY SCHOOL,37,28,76,0,0,0,0,9,24,35,95,34,92,36,97,37,100,29,78,31,84,Y
010216686,BERKELEY CITY,PRIVATE,BERKELEY,"MONTEVERDE SCHOOL, THE",32,32,100,0,0,0,0,0,0,32,100,32,100,32,100,32,100,32,100,32,100,Y
010212123,BERKELEY CITY,PRIVATE,BERKELEY,MUSTARD SEED PRESCHOOL,56,37,66,19,34,0,0,0,0,46,82,54,96,56,100,56,100,48,86,56,100,Y
010215940,BERKELEY CITY,PRIVATE,BERKELEY,"NEW SCHOOL OF BERKELEY, THE",46,37,80,5,11,0,0,4,9,39,85,38,83,40,87,41,89,38,83,38,83,Y
010205758,BERKELEY CITY,PRIVATE,BERKELEY,NIA HOUSE LEARNING CENTER,33,21,64,8,24,0,0,4,12,30,91,28,85,30,91,31,94,23,70,25,76,Y
013419433,BERKELEY CITY,PRIVATE,BERKELEY,PIXAR CHILD CARE CENTER,53,48,91,5,9,0,0,0,0,49,92,50,94,49,92,53,100,49,92,48,91,Y
010204860,BERKELEY CITY,PUBLIC,BERKELEY,PROGRESSIVE CHRISTIAN DAY CARE CENTER,11,11,100,0,0,0,0,0,0,11,100,11,100,11,100,11,100,11,100,11,100,Y
013419477,BERKELEY CITY,PRIVATE,BERKELEY,SHELTON'S PRIMARY EDUCATION CENTER,15,14,93,0,0,1,7,0,0,14,93,14,93,15,100,14,93,14,93,14,93,Y
013419434,BERKELEY CITY,PRIVATE,BERKELEY,SHU REN INTERNATIONAL SCHOOL,44,38,86,5,11,1,2,0,0,41,93,42,95,44,100,44,100,38,86,41,93,Y
013414840,BERKELEY CITY,PRIVATE,BERKELEY,ST. JOHN'S CHILD CARE CENTER,19,17,89,2,11,0,0,0,0,18,95,19,100,19,100,19,100,19,100,18,95,Y
010209297,BERKELEY CITY,PRIVATE,BERKELEY,STEP ONE SCHOOL,105,91,87,0,0,0,0,14,13,101,96,99,94,100,95,102,97,92,88,98,93,Y
013417642,BERKELEY CITY,PRIVATE,BERKELEY,SUNSHINE PRESCHOOL CEID,18,12,67,4,22,0,0,2,11,13,72,17,94,17,94,16,89,15,83,14,78,Y
010200050,BERKELEY CITY,PRIVATE,BERKELEY,THE BERKELEY SCHOOL EARLY CHILDHOOD CENTER,80,77,96,1,1,0,0,2,3,77,96,78,98,78,98,78,98,77,96,77,96,Y
010212172,BERKELEY CITY,PRIVATE,BERKELEY,THE GAY AUSTIN SCHOOL,47,36,77,8,17,0,0,3,6,41,87,39,83,42,89,42,89,36,77,39,83,Y
010211572,BERKELEY CITY,PRIVATE,BERKELEY,THE MULBERRY SCHOOL,25,21,84,0,0,0,0,4,16,24,96,23,92,24,96,24,96,21,84,23,92,Y
013420895,BERKELEY CITY,PUBLIC,BERKELEY,UCB - CLARK KERR PRESCHOOL,16,15,94,0,0,1,6,0,0,16,100,16,100,16,100,16,100,15,94,16,100,Y
013418966,BERKELEY CITY,PUBLIC,BERKELEY,UCB - HASTE STREET CHILD DEVELOPMENT CENTER,41,33,80,3,7,0,0,5,12,40,98,38,93,41,100,41,100,36,88,40,98,Y
010212490,BERKELEY CITY,PUBLIC,BERKELEY,UCB-HAROLD E. JONES CHILD STUDYCTR-CHILDCARE,40,39,98,0,0,0,0,1,3,40,100,40,100,40,100,40,100,39,98,40,100,Y
013420980,BERKELEY CITY,PRIVATE,BERKELEY,VIA NOVA CHILDREN'S SCHOOL,44,33,75,0,0,0,0,11,25,42,95,40,91,41,93,41,93,34,77,39,89,Y
013420943,BERKELEY CITY,PRIVATE,BERKELEY,WOOLLY MAMMOTH CHILDCARE- PRESCHOOL,18,18,100,0,0,0,0,0,0,18,100,18,100,18,100,18,100,18,100,18,100,Y
041370381,BUTTE,PUBLIC,CHICO,ASSOCIATED STUDENTS CHILDREN'S CENTER,29,28,97,1,3,0,0,0,0,28,97,29,100,29,100,29,100,29,100,29,100,Y
041304825,BUTTE,PRIVATE,OROVILLE,BARTON'S NURSERY SCHOOL,27,23,85,4,15,0,0,0,0,25,93,27,100,27,100,26,96,26,96,27,100,Y
045404541,BUTTE,PRIVATE,CHICO,BIDWELL ACADEMY FOR YOUNG CHILDREN,72,68,94,4,6,0,0,0,0,69,96,71,99,71,99,72,100,68,94,69,96,Y
045403710,BUTTE,PRIVATE,CHICO,BRIGHT BEGINNINGS,57,56,98,1,2,0,0,0,0,57,100,57,100,57,100,57,100,57,100,56,98,Y
045405850,BUTTE,PRIVATE,OROVILLE,"BRIGHT STARR PRESCHOOL & DAYCARE, A",38,38,100,0,0,0,0,0,0,38,100,38,100,38,100,38,100,38,100,38,100,Y
